typ_lokality;sitecode;nazev_lokality;typ_pro;skupina;kod_pro;nazev_pro
EVL;CZ0210058;Louky u Budenína;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6410;Bezkolencové louky na vápnitıch, rašelinnıch nebo hlinito-jílovitıch pùdách (Molinion caeruleae)
EVL;CZ0210058;Louky u Budenína;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6430;Vlhkomilná vysokobylinná lemová spoleèenstva níin a horského a alpínského stupnì
EVL;CZ0210058;Louky u Budenína;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6510;Extenzivní seèené louky níin a podhùøí (Arrhenatherion, Brachypodio-Centaureion nemoralis)
EVL;CZ0214040;Louky u Drahlína;Druh;Motıli;;modrásek bahenní (Phengaris nausithous)
EVL;CZ0214040;Louky u Drahlína;Druh;Motıli;;modrásek oèkovanı (Phengaris teleius)
EVL;CZ0424037;Lovoš;Stanovištì;Lesy;9110;Buèiny asociace Luzulo-Fagetum
EVL;CZ0424037;Lovoš;Stanovištì;Lesy;9170;Dubohabøiny asociace Galio-Carpinetum
EVL;CZ0424037;Lovoš;Stanovištì;Lesy;9180;Lesy svazu Tilio-Acerion na svazích, sutích a v roklích
EVL;CZ0424037;Lovoš;Druh;Motıli;;pøástevník kostivalovı (Euplagia quadripunctaria)
EVL;CZ0424037;Lovoš;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6210;Polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia)
EVL;CZ0424037;Lovoš;Stanovištì;Skalní stanovištì a jeskynì;8220;Chasmofytická vegetace silikátovıch skalnatıch svahù
EVL;CZ0513254;Luèní potok;Druh;Mihule;;mihule potoèní (Lampetra planeri)
EVL;CZ0210714;Lovické tùnì;Druh;Brouci;;lesák rumìlkovı (Cucujus cinnaberinus)
EVL;CZ0210714;Lovické tùnì;Stanovištì;Lesy;9,10E+01;Smíšené jasanovo-olšové luní lesy temperátní a boreální Evropy (Alno-Padion, Alnion incanae, Salicion albae)
EVL;CZ0210714;Lovické tùnì;Stanovištì;Lesy;91F0;Smíšené luní lesy s dubem letním (Quercus robur), jilmem vazem (Ulmus laevis), j. habrolistım (U. minor), jasanem ztepilım (Fraxinus excelsior) nebo j. úzkolistım (F. angustifolia) podél velkıch øek atlantské a støedoevropské provincie (Ulmenion minoris)
EVL;CZ0210714;Lovické tùnì;Stanovištì;Sladkovodní stanovištì;3150;Pøirozené eutrofní vodní nádre s vegetací typu Magnopotamion nebo Hydrocharition
EVL;CZ0212004;Malíkovická stráò;Druh;Cévnaté rostliny;;støevíèník pantoflíèek (Cypripedium calceolus)
EVL;CZ0312040;Malı Horusickı rybník;Druh;Cévnaté rostliny;;puchıøka útlá (Coleanthus subtilis)
EVL;CZ0714083;Malı Kosíø;Druh;Motıli;;pøástevník kostivalovı (Euplagia quadripunctaria)
EVL;CZ0714083;Malı Kosíø;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6210p;Polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia), vıznaèná nalezištì vstavaèovitıch - prioritní stanovištì
EVL;CZ0714083;Malı Kosíø;Stanovištì;Vøesovištì a køoviny mírného pásu;4030;Evropská suchá vøesovištì
EVL;CZ0322057;Maòovickı rybník;Druh;Cévnaté rostliny;;puchıøka útlá (Coleanthus subtilis)
EVL;CZ0513244;Manušické rybníky;Druh;Obojivelníci;;kuòka ohnivá (Bombina bombina)
EVL;CZ0614137;Maršálka;Druh;Mìkkıši;;vrkoè Geyerùv (Vertigo geyeri)
EVL;CZ0614137;Maršálka;Stanovištì;Vrchovištì, rašeliništì a moèály;7140;Pøechodová rašeliništì a tøasovištì
EVL;CZ0530064;Mazurovy chalupy;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6410;Bezkolencové louky na vápnitıch, rašelinnıch nebo hlinito-jílovitıch pùdách (Molinion caeruleae)
EVL;CZ0523280;Metuje a Døevíè;Druh;Mihule;;mihule potoèní (Lampetra planeri)
EVL;CZ0214006;Milovice - Mladá;Stanovištì;Lesy;9170;Dubohabøiny asociace Galio-Carpinetum
EVL;CZ0214006;Milovice - Mladá;Stanovištì;Lesy;9190;Staré acidofilní doubravy s dubem letním (Quercus robur) na písèitıch pláních
EVL;CZ0214006;Milovice - Mladá;Druh;Obojivelníci;;èolek velkı (Triturus cristatus)
EVL;CZ0214006;Milovice - Mladá;Stanovištì;Pobøení píseèné duny a kontinentální duny;2330;Otevøené trávníky kontinentálních dun s palièkovcem (Corynephorus) a psineèkem (Agrostis)
EVL;CZ0214006;Milovice - Mladá;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6210;Polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia)
EVL;CZ0214006;Milovice - Mladá;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6510;Extenzivní seèené louky níin a podhùøí (Arrhenatherion, Brachypodio-Centaureion nemoralis)
EVL;CZ0214006;Milovice - Mladá;Stanovištì;Vøesovištì a køoviny mírného pásu;4030;Evropská suchá vøesovištì
EVL;CZ0624100;Milovickı les;Druh;Brouci;;roháè obecnı (Lucanus cervus)
EVL;CZ0624100;Milovickı les;Stanovištì;Lesy;91G0;Panonské dubohabøiny
EVL;CZ0624100;Milovickı les;Stanovištì;Lesy;91H0;Panonské šípákové doubravy
EVL;CZ0624100;Milovickı les;Stanovištì;Lesy;91I0;Eurosibiøské stepní doubravy
EVL;CZ0624100;Milovickı les;Druh;Motıli;;pøástevník kostivalovı (Euplagia quadripunctaria)
EVL;CZ0624100;Milovickı les;Druh;Motıli;;bourovec trnkovı (Eriogaster catax)
EVL;CZ0624100;Milovickı les;Druh;Netopıøi;;netopır èernı (Barbastella barbastellus)
EVL;CZ0624100;Milovickı les;Druh;Netopıøi;;netopır velkouchı (Myotis bechsteinii)
EVL;CZ0624100;Milovickı les;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6210;Polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia)
EVL;CZ0624100;Milovickı les;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6240;Subpanonské stepní trávníky
EVL;CZ0723412;Mokøad u Slováckıch strojíren;Druh;Obojivelníci;;kuòka lutobøichá (Bombina variegata)
EVL;CZ0530034;Moravská Sázava;Stanovištì;Lesy;9110;Buèiny asociace Luzulo-Fagetum
EVL;CZ0530034;Moravská Sázava;Stanovištì;Lesy;9130;Buèiny asociace Asperulo-Fagetum
EVL;CZ0530034;Moravská Sázava;Stanovištì;Lesy;9,10E+01;Smíšené jasanovo-olšové luní lesy temperátní a boreální Evropy (Alno-Padion, Alnion incanae, Salicion albae)
EVL;CZ0210421;Mramor;Stanovištì;Lesy;9170;Dubohabøiny asociace Galio-Carpinetum
EVL;CZ0210421;Mramor;Stanovištì;Lesy;91H0;Panonské šípákové doubravy
EVL;CZ0213065;Na Babì;Druh;Motıli;;pøástevník kostivalovı (Euplagia quadripunctaria)
EVL;CZ0213065;Na Babì;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6190;Panonské skalní trávníky (Stipo-Festucetalia pallentis)
EVL;CZ0213065;Na Babì;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6210;Polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia)
EVL;CZ0213065;Na Babì;Stanovištì;Vøesovištì a køoviny mírného pásu;40A0;Kontinentální opadavé køoviny
EVL;CZ0320037;Na poárech;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6230;Druhovì bohaté smilkové louky na silikátovıch podloích v horskıch oblastech (a v kontinentální Evropì v podhorskıch oblastech)
EVL;CZ0320037;Na poárech;Stanovištì;Vrchovištì, rašeliništì a moèály;7140;Pøechodová rašeliništì a tøasovištì
EVL;CZ0713730;Na Špièáku;Druh;Netopıøi;;vrápenec malı (Rhinolophus hipposideros)
EVL;CZ0423006;Nebeskı rybníèek u Veselí;Druh;Obojivelníci;;èolek velkı (Triturus cristatus)
EVL;CZ0310084;Nerestskı lom;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6110;Vápnité nebo bazické skalní trávníky (Alysso-Sedion albi)
EVL;CZ0310084;Nerestskı lom;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6210;Polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia)
EVL;CZ0310084;Nerestskı lom;Stanovištì;Skalní stanovištì a jeskynì;8210;Chasmofytická vegetace vápnitıch skalnatıch svahù
EVL;CZ0213818;Octárna;Druh;Mihule;;mihule potoèní (Lampetra planeri)
EVL;CZ0213050;Ohrazenickı potok;Druh;Mihule;;mihule potoèní (Lampetra planeri)
EVL;CZ0713383;Ohrozim - Horka;Druh;Obojivelníci;;èolek velkı (Triturus cristatus)
EVL;CZ0620169;Ochùzky - Nedánov;Stanovištì;Lesy;91G0;Panonské dubohabøiny
EVL;CZ0620169;Ochùzky - Nedánov;Stanovištì;Lesy;91I0;Eurosibiøské stepní doubravy
EVL;CZ0620169;Ochùzky - Nedánov;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6210;Polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia)
PO;CZ0521015;Orlické Záhoøí;Druh;Ptáci;;chøástal polní (Crex crex)
EVL;CZ0323158;Osek - rybník Labutinka;Druh;Obojivelníci;;kuòka ohnivá (Bombina bombina)
EVL;CZ0212025;Ostrov u Jedomìlic;Druh;Cévnaté rostliny;;støevíèník pantoflíèek (Cypripedium calceolus)
EVL;CZ0723413;Ovèírka;Druh;Obojivelníci;;kuòka ohnivá (Bombina bombina)
EVL;CZ0210733;Pahorek u Ledèic;Stanovištì;Pobøení píseèné duny a kontinentální duny;2330;Otevøené trávníky kontinentálních dun s palièkovcem (Corynephorus) a psineèkem (Agrostis)
EVL;CZ0210733;Pahorek u Ledèic;Stanovištì;Vøesovištì a køoviny mírného pásu;4030;Evropská suchá vøesovištì
EVL;CZ0810031;Palkovické hùrky;Stanovištì;Lesy;9130;Buèiny asociace Asperulo-Fagetum
EVL;CZ0322058;Pastvištì u Fínù;Druh;Cévnaté rostliny;;hoøeèek èeskı (Gentianella bohemica)
EVL;CZ0322058;Pastvištì u Fínù;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6230;Druhovì bohaté smilkové louky na silikátovıch podloích v horskıch oblastech (a v kontinentální Evropì v podhorskıch oblastech)
EVL;CZ0320043;Pavlova Hu;Stanovištì;Lesy;91D0;Rašelinnı les
EVL;CZ0410040;Pernink;Stanovištì;Lesy;91D0;Rašelinnı les
EVL;CZ0410040;Pernink;Stanovištì;Lesy;9410;Acidofilní smrèiny (Vaccinio-Piceetea)
EVL;CZ0410040;Pernink;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6520;Horské seèení loouky
EVL;CZ0410040;Pernink;Stanovištì;Vrchovištì, rašeliništì a moèály;7110;Aktivní vrchovištì
EVL;CZ0410040;Pernink;Stanovištì;Vrchovištì, rašeliništì a moèály;7120;Degradovaná vrchovištì (ještì schopná pøirozené obnovy)
EVL;CZ0410040;Pernink;Stanovištì;Vrchovištì, rašeliništì a moèály;7140;Pøechodová rašeliništì a tøasovištì
EVL;CZ0410040;Pernink;Stanovištì;Vøesovištì a køoviny mírného pásu;4030;Evropská suchá vøesovištì
EVL;CZ0422084;Písèiny u Oleška;Stanovištì;Pobøení píseèné duny a kontinentální duny;2330;Otevøené trávníky kontinentálních dun s palièkovcem (Corynephorus) a psineèkem (Agrostis)
EVL;CZ0713385;Píseèná - mokøad;Druh;Obojivelníci;;kuòka lutobøichá (Bombina variegata)
EVL;CZ0310615;Píseènı pøesyp u Vlkova;Stanovištì;Pobøení píseèné duny a kontinentální duny;2330;Otevøené trávníky kontinentálních dun s palièkovcem (Corynephorus) a psineèkem (Agrostis)
EVL;CZ0623021;Píseènı rybník;Druh;Mìkkıši;;svinutec tenkı (Anisus vorticulus)
EVL;CZ0413184;Pískovna Erika;Druh;Obojivelníci;;èolek velkı (Triturus cristatus)
EVL;CZ0413184;Pískovna Erika;Stanovištì;Sladkovodní stanovištì;3140;Tvrdé oligo-mezotrofní vody s bentickou vegetací paronatek
EVL;CZ0612139;Pod Kamennım vrchem;Druh;Cévnaté rostliny;;puchıøka útlá (Coleanthus subtilis)
EVL;CZ0710004;Pod Trlinou;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6510;Extenzivní seèené louky níin a podhùøí (Arrhenatherion, Brachypodio-Centaureion nemoralis)
EVL;CZ0513663;Podhájí - chalupa;Druh;Netopıøi;;vrápenec malı (Rhinolophus hipposideros)
EVL;CZ0214014;Podlesí;Druh;Cévnaté rostliny;;puchıøka útlá (Coleanthus subtilis)
EVL;CZ0214014;Podlesí;Druh;Mìkkıši;;vrkoè útlı (Vertigo angustior)
EVL;CZ0214014;Podlesí;Stanovištì;Sladkovodní stanovištì;3130;Oligotrofní a mezotrofní stojaté vody níinného a subalpínského stupnì kontinentální a alpínské oblasti a horskıch poloh a jinıch oblastí, s vegetací tøíd Littorelletea uniflorae nebo Isoëto-Nanojuncetea
EVL;CZ0214014;Podlesí;Stanovištì;Sladkovodní stanovištì;3150;Pøirozené eutrofní vodní nádre s vegetací typu Magnopotamion nebo Hydrocharition
EVL;CZ0214014;Podlesí;Druh;Váky;;váka jasnoskvrnná (Leucorrhinia pectoralis)
EVL;CZ0214014;Podlesí;Stanovištì;Vrchovištì, rašeliništì a moèály;7140;Pøechodová rašeliništì a tøasovištì
EVL;CZ0533693;Podolská a Páterova jeskynì;Druh;Netopıøi;;netopır brvitı (Myotis emarginatus)
EVL;CZ0533693;Podolská a Páterova jeskynì;Druh;Netopıøi;;vrápenec malı (Rhinolophus hipposideros)
EVL;CZ0210152;Polabí u Kostelce;Stanovištì;Lesy;9,10E+01;Smíšené jasanovo-olšové luní lesy temperátní a boreální Evropy (Alno-Padion, Alnion incanae, Salicion albae)
EVL;CZ0210152;Polabí u Kostelce;Stanovištì;Lesy;91F0;Smíšené luní lesy s dubem letním (Quercus robur), jilmem vazem (Ulmus laevis), j. habrolistım (U. minor), jasanem ztepilım (Fraxinus excelsior) nebo j. úzkolistım (F. angustifolia) podél velkıch øek atlantské a støedoevropské provincie (Ulmenion minoris)
EVL;CZ0210152;Polabí u Kostelce;Stanovištì;Pobøení píseèné duny a kontinentální duny;2330;Otevøené trávníky kontinentálních dun s palièkovcem (Corynephorus) a psineèkem (Agrostis)
EVL;CZ0210152;Polabí u Kostelce;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6410;Bezkolencové louky na vápnitıch, rašelinnıch nebo hlinito-jílovitıch pùdách (Molinion caeruleae)
EVL;CZ0210152;Polabí u Kostelce;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6430;Vlhkomilná vysokobylinná lemová spoleèenstva níin a horského a alpínského stupnì
EVL;CZ0210152;Polabí u Kostelce;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6440;Nivní louky øíèních údolí svazu Cnidion dubii
EVL;CZ0210152;Polabí u Kostelce;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6510;Extenzivní seèené louky níin a podhùøí (Arrhenatherion, Brachypodio-Centaureion nemoralis)
EVL;CZ0210152;Polabí u Kostelce;Stanovištì;Sladkovodní stanovištì;3150;Pøirozené eutrofní vodní nádre s vegetací typu Magnopotamion nebo Hydrocharition
EVL;CZ0210152;Polabí u Kostelce;Stanovištì;Vrchovištì, rašeliništì a moèály;7210;Vápnitá slatiništì s maøicí pilovitou (Cladium mariscus) a druhy svazu Caricion davallianae
EVL;CZ0210152;Polabí u Kostelce;Stanovištì;Vrchovištì, rašeliništì a moèály;7230;Zásaditá slatiništì
EVL;CZ0712226;Poláchovy stránì - Vıøí skály;Druh;Cévnaté rostliny;;støevíèník pantoflíèek (Cypripedium calceolus)
EVL;CZ0514669;Poselskı a Mariánskı rybník;Stanovištì;Lesy;91D0;Rašelinnı les
EVL;CZ0514669;Poselskı a Mariánskı rybník;Druh;Mìkkıši;;vrkoè bainnı (Vertigo moulinsiana)
EVL;CZ0514669;Poselskı a Mariánskı rybník;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6410;Bezkolencové louky na vápnitıch, rašelinnıch nebo hlinito-jílovitıch pùdách (Molinion caeruleae)
EVL;CZ0514669;Poselskı a Mariánskı rybník;Stanovištì;Sladkovodní stanovištì;3150;Pøirozené eutrofní vodní nádre s vegetací typu Magnopotamion nebo Hydrocharition
EVL;CZ0514669;Poselskı a Mariánskı rybník;Stanovištì;Sladkovodní stanovištì;3160;Pøirozená dystrofní jezera a tùnì
EVL;CZ0514669;Poselskı a Mariánskı rybník;Druh;Váky;;váka jasnoskvrnná (Leucorrhinia pectoralis)
EVL;CZ0514669;Poselskı a Mariánskı rybník;Stanovištì;Vrchovištì, rašeliništì a moèály;7140;Pøechodová rašeliništì a tøasovištì
EVL;CZ0514669;Poselskı a Mariánskı rybník;Stanovištì;Vrchovištì, rašeliništì a moèály;7150;Prolákliny na rašelinném podloí (Rhynchosporion)
EVL;CZ0624060;Pouzdøanská step - Kolby;Druh;Brouci;;støevlík panonskı (Carabus hungaricus)
EVL;CZ0624060;Pouzdøanská step - Kolby;Druh;Brouci;;roháè obecnı (Lucanus cervus)
EVL;CZ0624060;Pouzdøanská step - Kolby;Druh;Cévnaté rostliny;;pelynìk Panèièùv (Artemisia pancicii)
EVL;CZ0624060;Pouzdøanská step - Kolby;Druh;Cévnaté rostliny;;katrán tatarskı (Crambe tataria)
EVL;CZ0624060;Pouzdøanská step - Kolby;Stanovištì;Lesy;91G0;Panonské dubohabøiny
EVL;CZ0624060;Pouzdøanská step - Kolby;Stanovištì;Lesy;91I0;Eurosibiøské stepní doubravy
EVL;CZ0624060;Pouzdøanská step - Kolby;Druh;Motıli;;pøástevník kostivalovı (Euplagia quadripunctaria)
EVL;CZ0624060;Pouzdøanská step - Kolby;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6210;Polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia)
EVL;CZ0624060;Pouzdøanská step - Kolby;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6250;Panonské sprašové stepní trávníky
EVL;CZ0313820;Prachatice - kostel;Druh;Netopıøi;;netopır velkı (Myotis myotis)
EVL;CZ0513249;Prácheò - Zicht;Druh;Obojivelníci;;èolek velkı (Triturus cristatus)
EVL;CZ0413007;Prachomety;Druh;Motıli;;hnìdásek chrastavcovı (Euphydryas aurinia)
EVL;CZ0713388;Protivanov;Druh;Motıli;;modrásek bahenní (Phengaris nausithous)
EVL;CZ0810032;Ptaèí hora;Stanovištì;Lesy;9130;Buèiny asociace Asperulo-Fagetum
EVL;CZ0210023;Pustá seè;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6510;Extenzivní seèené louky níin a podhùøí (Arrhenatherion, Brachypodio-Centaureion nemoralis)
EVL;CZ0510403;Quarré;Stanovištì;Lesy;91D0;Rašelinnı les
EVL;CZ0510403;Quarré;Stanovištì;Vrchovištì, rašeliništì a moèály;7110;Aktivní vrchovištì
EVL;CZ0713004;Raèinka;Druh;Mihule;;mihule ukrajinská (Eudontomyzon mariae)
EVL;CZ0323166;Radbuza - Novı Dvùr - Pila;Druh;Korıši;;rak kamenáè (Austropotamobius torrentium)
EVL;CZ0313116;Radomilická mokøina;Druh;Obojivelníci;;kuòka ohnivá (Bombina bombina)
EVL;CZ0114001;Radotínské údolí;Druh;Cévnaté rostliny;;vèelník rakouskı (Dracocephalum austriacum)
EVL;CZ0114001;Radotínské údolí;Stanovištì;Lesy;9170;Dubohabøiny asociace Galio-Carpinetum
EVL;CZ0114001;Radotínské údolí;Stanovištì;Lesy;9180;Lesy svazu Tilio-Acerion na svazích, sutích a v roklích
EVL;CZ0114001;Radotínské údolí;Stanovištì;Lesy;91H0;Panonské šípákové doubravy
EVL;CZ0114001;Radotínské údolí;Druh;Motıli;;pøástevník kostivalovı (Euplagia quadripunctaria)
EVL;CZ0114001;Radotínské údolí;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6190;Panonské skalní trávníky (Stipo-Festucetalia pallentis)
EVL;CZ0114001;Radotínské údolí;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6210;Polopøirozené suché trávníky a facie køovin na vápnitıch podloích (Festuco-Brometalia)
EVL;CZ0213063;Rakovník - za koupalištìm;Druh;Motıli;;modrásek bahenní (Phengaris nausithous)
EVL;CZ0510402;Rašeliništì Jizerky;Stanovištì;Lesy;91D0;Rašelinnı les
EVL;CZ0510402;Rašeliništì Jizerky;Stanovištì;Lesy;9410;Acidofilní smrèiny (Vaccinio-Piceetea)
EVL;CZ0510402;Rašeliništì Jizerky;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6230;Druhovì bohaté smilkové louky na silikátovıch podloích v horskıch oblastech (a v kontinentální Evropì v podhorskıch oblastech)
EVL;CZ0510402;Rašeliništì Jizerky;Stanovištì;Vrchovištì, rašeliništì a moèály;7110;Aktivní vrchovištì
EVL;CZ0510402;Rašeliništì Jizerky;Stanovištì;Vrchovištì, rašeliništì a moèály;7140;Pøechodová rašeliništì a tøasovištì
EVL;CZ0412070;Raušenbašská lada;Druh;Cévnaté rostliny;;sleziník nepravı (Asplenium adulterinum)
EVL;CZ0412070;Raušenbašská lada;Druh;Cévnaté rostliny;;roec kuøièkolistı (Cerastium alsinifolium)
EVL;CZ0412070;Raušenbašská lada;Druh;Cévnaté rostliny;;svízel sudetskı (Galium sudeticum)
EVL;CZ0212020;Reèkov;Druh;Cévnaté rostliny;;popelivka sibiøská (Ligularia sibirica)
EVL;CZ0212020;Reèkov;Druh;Mìkkıši;;vrkoè bainnı (Vertigo moulinsiana)
EVL;CZ0212020;Reèkov;Stanovištì;Vrchovištì, rašeliništì a moèály;7140;Pøechodová rašeliništì a tøasovištì
EVL;CZ0212020;Reèkov;Stanovištì;Vrchovištì, rašeliništì a moèály;7230;Zásaditá slatiništì
EVL;CZ0714081;Rejvíz;Druh;Brouci;;støevlík hrbolatı (Carabus variolosus)
EVL;CZ0714081;Rejvíz;Stanovištì;Lesy;91D0;Rašelinnı les
EVL;CZ0714081;Rejvíz;Stanovištì;Lesy;9410;Acidofilní smrèiny (Vaccinio-Piceetea)
EVL;CZ0714081;Rejvíz;Druh;Mechorosty;;šikoušek zelenı (Buxbaumia viridis)
EVL;CZ0714081;Rejvíz;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6230;Druhovì bohaté smilkové louky na silikátovıch podloích v horskıch oblastech (a v kontinentální Evropì v podhorskıch oblastech)
EVL;CZ0714081;Rejvíz;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6430;Vlhkomilná vysokobylinná lemová spoleèenstva níin a horského a alpínského stupnì
EVL;CZ0714081;Rejvíz;Stanovištì;Vrchovištì, rašeliništì a moèály;7110;Aktivní vrchovištì
EVL;CZ0714081;Rejvíz;Stanovištì;Vrchovištì, rašeliništì a moèály;7140;Pøechodová rašeliništì a tøasovištì
EVL;CZ0613002;Roštejnská obora;Druh;Netopıøi;;netopır èernı (Barbastella barbastellus)
EVL;CZ0512100;Roverské skály;Druh;Cévnaté rostliny;;vláskatec tajemnı (Trichomanes speciosum)
EVL;CZ0310618;Rybník Motovidlo;Stanovištì;Sladkovodní stanovištì;3150;Pøirozené eutrofní vodní nádre s vegetací typu Magnopotamion nebo Hydrocharition
EVL;CZ0214046;Rybník Vidlák;Druh;Cévnaté rostliny;;puchıøka útlá (Coleanthus subtilis)
EVL;CZ0214046;Rybník Vidlák;Stanovištì;Sladkovodní stanovištì;3130;Oligotrofní a mezotrofní stojaté vody níinného a subalpínského stupnì kontinentální a alpínské oblasti a horskıch poloh a jinıch oblastí, s vegetací tøíd Littorelletea uniflorae nebo Isoëto-Nanojuncetea
EVL;CZ0314640;Rybník Walden;Druh;Cévnaté rostliny;;puchıøka útlá (Coleanthus subtilis)
EVL;CZ0314640;Rybník Walden;Stanovištì;Sladkovodní stanovištì;3130;Oligotrofní a mezotrofní stojaté vody níinného a subalpínského stupnì kontinentální a alpínské oblasti a horskıch poloh a jinıch oblastí, s vegetací tøíd Littorelletea uniflorae nebo Isoëto-Nanojuncetea
EVL;CZ0525002;Øeøišnı u Machova;Druh;Mechorosty;;srpnatka fermeová (Hamatocaulis vernicosus)
EVL;CZ0315005;Øeabinec;Druh;Mechorosty;;srpnatka fermeová (Hamatocaulis vernicosus)
PO;CZ0311035;Øeabinec;Druh;Ptáci;;husa velká (Anser anser)
EVL;CZ0210731;Øísnice;Stanovištì;Vrchovištì, rašeliništì a moèály;7140;Pøechodová rašeliništì a tøasovištì
EVL;CZ0213067;Sázava;Druh;Ryby;;bolen dravı (Aspius aspius)
EVL;CZ0420449;Sedlo;Stanovištì;Lesy;9180;Lesy svazu Tilio-Acerion na svazích, sutích a v roklích
EVL;CZ0530502;Semínskı pøesyp;Stanovištì;Pobøení píseèné duny a kontinentální duny;2330;Otevøené trávníky kontinentálních dun s palièkovcem (Corynephorus) a psineèkem (Agrostis)
EVL;CZ0810424;Skuèák;Stanovištì;Sladkovodní stanovištì;3140;Tvrdé oligo-mezotrofní vody s bentickou vegetací paronatek
EVL;CZ0810424;Skuèák;Stanovištì;Sladkovodní stanovištì;3150;Pøirozené eutrofní vodní nádre s vegetací typu Magnopotamion nebo Hydrocharition
EVL;CZ0620187;Slanisko Novosedly;Stanovištì;Pobøení a halofytní stanovištì;1340;Vnitrozemské slané louky
EVL;CZ0624102;Slanisko u Nesytu;Druh;Mìkkıši;;vrkoè útlı (Vertigo angustior)
EVL;CZ0624102;Slanisko u Nesytu;Stanovištì;Pobøení a halofytní stanovištì;1340;Vnitrozemské slané louky
EVL;CZ0213070;Slánsko - Byseòskı potok;Druh;Brouci;;páchník hnìdı (Osmoderma eremita)
EVL;CZ0212021;Slatinná louka u Velenky;Druh;Cévnaté rostliny;;meèík bahenní (Gladiolus palustris)
EVL;CZ0212021;Slatinná louka u Velenky;Druh;Cévnaté rostliny;;lnìnka bezlistenná (Thesium ebracteatum)
EVL;CZ0212021;Slatinná louka u Velenky;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6410;Bezkolencové louky na vápnitıch, rašelinnıch nebo hlinito-jílovitıch pùdách (Molinion caeruleae)
EVL;CZ0533501;Slavická obora;Druh;Brouci;;páchník hnìdı (Osmoderma eremita)
EVL;CZ0513256;Smìdá;Druh;Mihule;;mihule potoèní (Lampetra planeri)
EVL;CZ0513256;Smìdá;Druh;Ryby;;vranka obecná (Cottus gobio)
EVL;CZ0513256;Smìdá;Druh;Váky;;klínatka rohatá (Ophiogomphus cecilia)
EVL;CZ0313113;Sokolí hnízdo a baantnice;Druh;Brouci;;páchník hnìdı (Osmoderma eremita)
EVL;CZ0624043;Stolová hora;Druh;Brouci;;roháè obecnı (Lucanus cervus)
EVL;CZ0624043;Stolová hora;Druh;Cévnaté rostliny;;hvozdík Lumnitzerùv (Dianthus lumnitzeri)
EVL;CZ0624043;Stolová hora;Druh;Cévnaté rostliny;;kosatec skalní píseènı (Iris humilis subsp. arenaria)
EVL;CZ0624043;Stolová hora;Druh;Cévnaté rostliny;;koniklec velkokvìtı (Pulsatilla grandis)
EVL;CZ0624043;Stolová hora;Druh;Motıli;;pøástevník kostivalovı (Euplagia quadripunctaria)
EVL;CZ0624043;Stolová hora;Stanovištì;Pøirozená a polopøirozená travinatá spoleèenstva;6190;Panonské skalní trávníky (Stipo-Festucetalia pallentis)
