"ROK","kod_chu","NAZEV","DRUH","SKUPINA","KOD_LOKAL","NAZEV_LOK","POLE","pracoviste","oop","HODNOCENE_OBDOBI_OD","HODNOCENE_OBDOBI_DO","ID_ND_AKCE","DATUM","CILMON","ID_IND","JEDNOTKA","TYP_IND","IND_GRP","KLIC","UROVEN","LIM_IND","LIM_INDLIST","HOD_IND","STAV_IND"
2024,"CZ0314024","Šumava","Campanula bohemica","Cévnaté rostliny","Lokace00048","Lokace00048","6946b","RP Jižní Èechy","Krajský úøad Jihoèeského kraje, Krajský úøad Plzeòského kraje, Správa NP Šumava",2024-07-29,2024-07-29,"13062833",2024-07-29,0,"CELKOVE_HODNOCENI",NA,NA,NA,NA,"lok",NA,NA,"špatný",0
2024,"CZ0314024","Šumava","Campanula bohemica","Cévnaté rostliny","Lokace00048","Lokace00048","6946b","RP Jižní Èechy","Krajský úøad Jihoèeského kraje, Krajský úøad Plzeòského kraje, Správa NP Šumava",2024-07-29,2024-07-29,"13062833",2024-07-29,0,"CELKOVE_SUM",NA,NA,NA,NA,NA,"","","3",NA
2024,"CZ0314024","Šumava","Campanula bohemica","Cévnaté rostliny","Lokace00048","Lokace00048","6946b","RP Jižní Èechy","Krajský úøad Jihoèeského kraje, Krajský úøad Plzeòského kraje, Správa NP Šumava",2024-07-29,2024-07-29,"13062833",2024-07-29,0,"POP_POCET","kvetoucí a plodné trsy","min","minmax","ano","lok","100","alespoò 100 kvetoucí a plodné trsy","neznámý",NA
2024,"CZ0314024","Šumava","Campanula bohemica","Cévnaté rostliny","Lokace00048","Lokace00048","6946b","RP Jižní Èechy","Krajský úøad Jihoèeského kraje, Krajský úøad Plzeòského kraje, Správa NP Šumava",2024-07-29,2024-07-29,"13062833",2024-07-29,0,"POP_POSKPERC","poèet jedincù","max","minmax","ne","lok","1","nejvýš 1 poèet jedincù","0",1
2024,"CZ0314024","Šumava","Campanula bohemica","Cévnaté rostliny","Lokace00048","Lokace00048","6946b","RP Jižní Èechy","Krajský úøad Jihoèeského kraje, Krajský úøad Plzeòského kraje, Správa NP Šumava",2024-07-29,2024-07-29,"13062833",2024-07-29,0,"POP_POSKPOC","poèet typù poškození rostlin","max","minmax","ne","lok","2","nejvýš 2 poèet typù poškození rostlin","0",1
2024,"CZ0314024","Šumava","Campanula bohemica","Cévnaté rostliny","Lokace00048","Lokace00048","6946b","RP Jižní Èechy","Krajský úøad Jihoèeského kraje, Krajský úøad Plzeòského kraje, Správa NP Šumava",2024-07-29,2024-07-29,"13062833",2024-07-29,0,"POP_TREND","posledních dvou let s menším poètem jedincù než je referenèní hodnota","max","minmax","ano","lok","1","nejvýš 1 posledních dvou let s menším poètem jedincù než je referenèní hodnota","0",1
2024,"CZ0314024","Šumava","Campanula bohemica","Cévnaté rostliny","Lokace00048","Lokace00048","6946b","RP Jižní Èechy","Krajský úøad Jihoèeského kraje, Krajský úøad Plzeòského kraje, Správa NP Šumava",2024-07-29,2024-07-29,"13062833",2024-07-29,0,"STA_POKRDREV",NA,"val","val","ne","lok","0","0, do 25 %, 25-50 %","neznámý",NA
2024,"CZ0314024","Šumava","Campanula bohemica","Cévnaté rostliny","Lokace00048","Lokace00048","6946b","RP Jižní Èechy","Krajský úøad Jihoèeského kraje, Krajský úøad Plzeòského kraje, Správa NP Šumava",2024-07-29,2024-07-29,"13062833",2024-07-29,0,"STA_POKRSTAR",NA,"val","val","ne","lok","0","0, do 25 %","neznámý",NA
2024,"CZ0314024","Šumava","Campanula bohemica","Cévnaté rostliny","Lokace00048","Lokace00048","6946b","RP Jižní Èechy","Krajský úøad Jihoèeského kraje, Krajský úøad Plzeòského kraje, Správa NP Šumava",2024-07-29,2024-07-29,"13062833",2024-07-29,0,"STA_POKRYVNOSTEXPANZNI",NA,"val","val","ne","lok","0","0, do 25 %","neznámý",NA
2024,"CZ0314024","Šumava","Campanula bohemica","Cévnaté rostliny","Lokace00048","Lokace00048","6946b","RP Jižní Èechy","Krajský úøad Jihoèeského kraje, Krajský úøad Plzeòského kraje, Správa NP Šumava",2024-07-29,2024-07-29,"13062833",2024-07-29,0,"STA_POKRYVNOSTINVAZNI",NA,"val","val","ne","lok","0","0","neznámý",NA
