"kod_chu","DRUH","KOD_LOKAL","POLE","ROK","ID_IND","SKUPINA","NAZEV_LOK","ID_ND_AKCE","DATUM","HOD_IND","TYP_IND","LIM_IND","JEDNOTKA","LIM_INDLIST","STAV_IND","KLIC","IND_GRP","UROVEN","CILMON","IND_SUM","IND_SUMKLIC","IND_SUMOST","IND_LEN","IND_LENKLIC","IND_LENOST","CELKOVE","NAZEV","HODNOCENE_OBDOBI_OD","HODNOCENE_OBDOBI_DO","pracoviste","oop"
"CZ0720190","Bombina variegata","CZ0720190","6672c",2017,"CELKOVE_HODNOCENI","Obojživelníci","Lukoveèek, Ráztoka","10070155",17347,"špatný","NA",NA,NA,NA,0,NA,NA,NA,0,"2","1","1",9,2,7,0,"Ondøejovsko",2013-06-07,2017-06-30,"RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje"
"CZ0720190","Bombina variegata","CZ0720190","6672c",2017,"POP_REPROPERIOD3","Obojživelníci","Lukoveèek, Ráztoka","10070155",17347,"2","min","1","rozmnožování za 3 roky","alespoò 1 rozmnožování za 3 roky",1,"ano","minmax","lok",0,"2","1","1",9,2,7,0,"Ondøejovsko",2013-06-07,2017-06-30,"RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje"
"CZ0720190","Bombina variegata","CZ0720190","6672c",2017,"STA_POKRVEGETACE","Obojživelníci","Lukoveèek, Ráztoka","10070155",17347,"neznámý","val","0",NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,"ne","val","lok",0,"2","1","1",9,2,7,0,"Ondøejovsko",2013-06-07,2017-06-30,"RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje"
"CZ0720190","Bombina variegata","CZ0720190","6672c",2017,"STA_RYBY","Obojživelníci","Lukoveèek, Ráztoka","10070155",17347,"ne","val","ne","zaznamenán nadmìrný tlak ryb","ne",1,"ne","val","lok",0,"2","1","1",9,2,7,0,"Ondøejovsko",2013-06-07,2017-06-30,"RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje"
"CZ0720190","Bombina variegata","CZ0720190","6672c",2017,"STA_UHYNOBOJZIVELNIK","Obojživelníci","Lukoveèek, Ráztoka","10070155",17347,"neznámý","val","ne",NA,"ne",NA,"ne","val","lok",0,"2","1","1",9,2,7,0,"Ondøejovsko",2013-06-07,2017-06-30,"RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje"
"CZ0720190","Bombina variegata","CZ0720190","6672c",2017,"STA_VYSYCHANI","Obojživelníci","Lukoveèek, Ráztoka","10070155",17347,"neznámý","val","26-50 %",NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA",NA,"ne","val","lok",0,"2","1","1",9,2,7,0,"Ondøejovsko",2013-06-07,2017-06-30,"RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje"
"CZ0720190","Bombina variegata","CZ0720190","6672c",2017,"STA_VYSYCHANIPERIOD3","Obojživelníci","Lukoveèek, Ráztoka","10070155",17347,"0","max","2",NA,"nejvýš 2 NA",1,"ne","minmax","lok",0,"2","1","1",9,2,7,0,"Ondøejovsko",2013-06-07,2017-06-30,"RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje"
"CZ0720190","Bombina variegata","CZ0720190","6672c",2017,"STA_ZASTINENIHLADINA","Obojživelníci","Lukoveèek, Ráztoka","10070155",17347,"neznámý","val","0-25 %",NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,"ne","val","lok",0,"2","1","1",9,2,7,0,"Ondøejovsko",2013-06-07,2017-06-30,"RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje"
"CZ0720190","Bombina variegata","CZ0720190","6672c",2017,"STA_ZTRATABIO","Obojživelníci","Lukoveèek, Ráztoka","10070155",17347,"ne","val","ne","zaznamenána ztráta vodních biotopù","ne",1,"ne","val","lok",0,"2","1","1",9,2,7,0,"Ondøejovsko",2013-06-07,2017-06-30,"RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje"
"CZ0724091","Bombina variegata","CZ0724091","6869c",2015,"CELKOVE_HODNOCENI","Obojživelníci","Koryèany, tùnì pod Ocáskem","10088297",16572,"špatný","NA",NA,NA,NA,0,NA,NA,NA,0,"5","1","4",9,2,7,0,"Chøiby",2014-09-18,2015-05-17,"RP SCHKO Bílé Karpaty","Krajský úøad Jihomoravského kraje, Krajský úøad Zlínského kraje"
"CZ0724091","Bombina variegata","CZ0724091","6869c",2015,"POP_REPROPERIOD3","Obojživelníci","Koryèany, tùnì pod Ocáskem","10088297",16572,"2","min","1","rozmnožování za 3 roky","alespoò 1 rozmnožování za 3 roky",1,"ano","minmax","lok",0,"5","1","4",9,2,7,0,"Chøiby",2014-09-18,2015-05-17,"RP SCHKO Bílé Karpaty","Krajský úøad Jihomoravského kraje, Krajský úøad Zlínského kraje"
"CZ0724091","Bombina variegata","CZ0724091","6869c",2015,"STA_POKRVEGETACE","Obojživelníci","Koryèany, tùnì pod Ocáskem","10088297",16572,"neznámý","val","0",NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,"ne","val","lok",0,"5","1","4",9,2,7,0,"Chøiby",2014-09-18,2015-05-17,"RP SCHKO Bílé Karpaty","Krajský úøad Jihomoravského kraje, Krajský úøad Zlínského kraje"
"CZ0724091","Bombina variegata","CZ0724091","6869c",2015,"STA_RYBY","Obojživelníci","Koryèany, tùnì pod Ocáskem","10088297",16572,"ne","val","ne","zaznamenán nadmìrný tlak ryb","ne",1,"ne","val","lok",0,"5","1","4",9,2,7,0,"Chøiby",2014-09-18,2015-05-17,"RP SCHKO Bílé Karpaty","Krajský úøad Jihomoravského kraje, Krajský úøad Zlínského kraje"
"CZ0724091","Bombina variegata","CZ0724091","6869c",2015,"STA_UHYNOBOJZIVELNIK","Obojživelníci","Koryèany, tùnì pod Ocáskem","10088297",16572,"neznámý","val","ne",NA,"ne",NA,"ne","val","lok",0,"5","1","4",9,2,7,0,"Chøiby",2014-09-18,2015-05-17,"RP SCHKO Bílé Karpaty","Krajský úøad Jihomoravského kraje, Krajský úøad Zlínského kraje"
"CZ0724091","Bombina variegata","CZ0724091","6869c",2015,"STA_VYSYCHANI","Obojživelníci","Koryèany, tùnì pod Ocáskem","10088297",16572,"neznámý","val","26-50 %",NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA",NA,"ne","val","lok",0,"5","1","4",9,2,7,0,"Chøiby",2014-09-18,2015-05-17,"RP SCHKO Bílé Karpaty","Krajský úøad Jihomoravského kraje, Krajský úøad Zlínského kraje"
"CZ0724091","Bombina variegata","CZ0724091","6869c",2015,"STA_VYSYCHANIPERIOD3","Obojživelníci","Koryèany, tùnì pod Ocáskem","10088297",16572,"0","max","2",NA,"nejvýš 2 NA",1,"ne","minmax","lok",0,"5","1","4",9,2,7,0,"Chøiby",2014-09-18,2015-05-17,"RP SCHKO Bílé Karpaty","Krajský úøad Jihomoravského kraje, Krajský úøad Zlínského kraje"
"CZ0724091","Bombina variegata","CZ0724091","6869c",2015,"STA_ZASTINENIHLADINA","Obojživelníci","Koryèany, tùnì pod Ocáskem","10088297",16572,"neznámý","val","0-25 %",NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,"ne","val","lok",0,"5","1","4",9,2,7,0,"Chøiby",2014-09-18,2015-05-17,"RP SCHKO Bílé Karpaty","Krajský úøad Jihomoravského kraje, Krajský úøad Zlínského kraje"
"CZ0724091","Bombina variegata","CZ0724091","6869c",2015,"STA_ZTRATABIO","Obojživelníci","Koryèany, tùnì pod Ocáskem","10088297",16572,"ne","val","ne","zaznamenána ztráta vodních biotopù","ne",1,"ne","val","lok",0,"5","1","4",9,2,7,0,"Chøiby",2014-09-18,2015-05-17,"RP SCHKO Bílé Karpaty","Krajský úøad Jihomoravského kraje, Krajský úøad Zlínského kraje"
"CZ0724089","Bombina variegata","CZ0724089","6874b",2017,"CELKOVE_HODNOCENI","Obojživelníci","Støelná na Moravì - Tisùvek","10089537",17396,"špatný","NA",NA,NA,NA,0,NA,NA,NA,0,"45","12","33",9,2,7,0,"Beskydy",2016-09-02,2017-08-18,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské"
"CZ0724089","Bombina variegata","CZ0724089","6874b",2017,"POP_REPROPERIOD3","Obojživelníci","Støelná na Moravì - Tisùvek","10089537",17396,"3","min","1","rozmnožování za 3 roky","alespoò 1 rozmnožování za 3 roky",1,"ano","minmax","lok",0,"45","12","33",9,2,7,0,"Beskydy",2016-09-02,2017-08-18,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské"
"CZ0724089","Bombina variegata","CZ0724089","6874b",2017,"STA_POKRVEGETACE","Obojživelníci","Støelná na Moravì - Tisùvek","10089537",17396,"neznámý","val","0",NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,"ne","val","lok",0,"45","12","33",9,2,7,0,"Beskydy",2016-09-02,2017-08-18,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské"
"CZ0724089","Bombina variegata","CZ0724089","6874b",2017,"STA_RYBY","Obojživelníci","Støelná na Moravì - Tisùvek","10089537",17396,"ne","val","ne","zaznamenán nadmìrný tlak ryb","ne",1,"ne","val","lok",0,"45","12","33",9,2,7,0,"Beskydy",2016-09-02,2017-08-18,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské"
"CZ0724089","Bombina variegata","CZ0724089","6874b",2017,"STA_UHYNOBOJZIVELNIK","Obojživelníci","Støelná na Moravì - Tisùvek","10089537",17396,"neznámý","val","ne",NA,"ne",NA,"ne","val","lok",0,"45","12","33",9,2,7,0,"Beskydy",2016-09-02,2017-08-18,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské"
"CZ0724089","Bombina variegata","CZ0724089","6874b",2017,"STA_VYSYCHANI","Obojživelníci","Støelná na Moravì - Tisùvek","10089537",17396,"neznámý","val","26-50 %",NA,"26-50 %, 51-75 %, 76-100 %, alespoò 25 NA",NA,"ne","val","lok",0,"45","12","33",9,2,7,0,"Beskydy",2016-09-02,2017-08-18,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské"
"CZ0724089","Bombina variegata","CZ0724089","6874b",2017,"STA_VYSYCHANIPERIOD3","Obojživelníci","Støelná na Moravì - Tisùvek","10089537",17396,"0","max","2",NA,"nejvýš 2 NA",1,"ne","minmax","lok",0,"45","12","33",9,2,7,0,"Beskydy",2016-09-02,2017-08-18,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské"
