kod_chu;DRUH;KOD_LOKAL;POLE;ROK;ID_IND;SKUPINA;NAZEV_LOK;ID_ND_AKCE;DATUM;HOD_IND;TYP_IND;LIM_IND;JEDNOTKA;LIM_INDLIST;STAV_IND;KLIC;IND_GRP;UROVEN;CILMON;IND_SUM;IND_SUMKLIC;IND_SUMOST;IND_LEN;IND_LENKLIC;IND_LENOST;CELKOVE;NAZEV;HODNOCENE_OBDOBI_OD;HODNOCENE_OBDOBI_DO;pracoviste;oop
CZ0724091;Ophiogomphus cecilia;CZ0724091;6770c;2013;POP_PRESENCE;Vážky;Kostelany;10018161;2013-06-27;ano;val;ano;NA;ano;1;ano;val;lok;0;1;1;0;3;1;2;0.5;Chřiby;2013-06-27;2013-06-27;RP SCHKO Bílé Karpaty;Krajský úřad Jihomoravského kraje, Krajský úřad Zlínského kraje
CZ0724091;Ophiogomphus cecilia;CZ0724091;6770c;2013;STA_POKRYVNOSTDREVIN;Vážky;Kostelany;10018161;2013-06-27;neznámý;max;50;%;nejvýš 50 %;NA;ne;minmax;lok;0;1;1;0;3;1;2;0.5;Chřiby;2013-06-27;2013-06-27;RP SCHKO Bílé Karpaty;Krajský úřad Jihomoravského kraje, Krajský úřad Zlínského kraje
CZ0724091;Ophiogomphus cecilia;CZ0724091;6770c;2013;STA_ZAZEMNENI;Vážky;Kostelany;10018161;2013-06-27;neznámý;val;méně než 10 %;NA;méně než 10 %;NA;ne;val;lok;0;1;1;0;3;1;2;0.5;Chřiby;2013-06-27;2013-06-27;RP SCHKO Bílé Karpaty;Krajský úřad Jihomoravského kraje, Krajský úřad Zlínského kraje
CZ0524049;Cucujus cinnaberinus;CZ0524049;5860d;2017;CELKOVE_HODNOCENI;Brouci;Bukovina nad Labem;10018668;2017-07-18;zhoršený;NA;NA;NA;NA;0.5;NA;NA;NA;0;1;1;0;3;1;2;0.5;Orlice a Labe;2017-07-18;2017-07-18;RP Východní Čechy;Krajský úřad Královéhradeckého kraje, Krajský úřad Pardubického kraje
CZ0524049;Cucujus cinnaberinus;CZ0524049;5860d;2017;POP_PRESENCE;Brouci;Bukovina nad Labem;10018668;2017-07-18;ano;val;ano;NA;ano;1;ano;val;lok;0;1;1;0;3;1;2;0.5;Orlice a Labe;2017-07-18;2017-07-18;RP Východní Čechy;Krajský úřad Královéhradeckého kraje, Krajský úřad Pardubického kraje
CZ0524049;Cucujus cinnaberinus;CZ0524049;5860d;2017;STA_VHSTROMK;Brouci;Bukovina nad Labem;10018668;2017-07-18;neznámý;val;ano;NA;ano;NA;ne;val;lok;0;1;1;0;3;1;2;0.5;Orlice a Labe;2017-07-18;2017-07-18;RP Východní Čechy;Krajský úřad Královéhradeckého kraje, Krajský úřad Pardubického kraje
CZ0524049;Cucujus cinnaberinus;CZ0524049;5860d;2017;STA_VHSTROMN;Brouci;Bukovina nad Labem;10018668;2017-07-18;neznámý;val;ano;NA;ano;NA;ne;val;lok;0;1;1;0;3;1;2;0.5;Orlice a Labe;2017-07-18;2017-07-18;RP Východní Čechy;Krajský úřad Královéhradeckého kraje, Krajský úřad Pardubického kraje
CZ0510028;Ophiogomphus cecilia;CZ0510028;5354b;2017;CELKOVE_HODNOCENI;Vážky;Unnamed Road;10018848;2017-08-18;zhoršený;NA;NA;NA;NA;0.5;NA;NA;NA;0;1;1;0;3;1;2;0.5;Ralsko;2017-08-18;2017-08-18;RP Liberecko;AOPK ČR - RP Liberecko, Krajský úřad Libereckého kraje
CZ0510028;Ophiogomphus cecilia;CZ0510028;5354b;2017;POP_PRESENCE;Vážky;Unnamed Road;10018848;2017-08-18;ano;val;ano;NA;ano;1;ano;val;lok;0;1;1;0;3;1;2;0.5;Ralsko;2017-08-18;2017-08-18;RP Liberecko;AOPK ČR - RP Liberecko, Krajský úřad Libereckého kraje
CZ0510028;Ophiogomphus cecilia;CZ0510028;5354b;2017;STA_POKRYVNOSTDREVIN;Vážky;Unnamed Road;10018848;2017-08-18;neznámý;max;50;%;nejvýš 50 %;NA;ne;minmax;lok;0;1;1;0;3;1;2;0.5;Ralsko;2017-08-18;2017-08-18;RP Liberecko;AOPK ČR - RP Liberecko, Krajský úřad Libereckého kraje
