"ROK","kod_chu","NAZEV","DRUH","SKUPINA","KOD_LOKAL","LOKALITA","pracoviste","oop","IDX_ND_AKCE","ID_ND_NALEZ","DATUM","AUTOR","ID_IND","JEDNOTKA","TYP_IND","IND_GRP","KLIC","UROVEN","LIM_IND","HOD_IND","STAV_IND","CESKE_JME","DATUM_OD","DATUM_DO","IDX_ND_LOK","KOD_LOKALITY","EVL","PROC_EVL","NEGATIVNI","IDX_ND_LOKALIZACE","MAX_PROC","POLE","DEN","MESIC","nazev_chu","CILMON","POCITANO_CLEAN","pozn","LIM_INDLIST"
2012,"CZ0723024","Rochus","Eriogaster catax","Motýli","CZ0723024","EVL Rochus","RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje",8282769,24221441,2012-04-14,"Kopeèek František","CELKOVE_SUM",NA,NA,NA,NA,NA,NA,"1",0,"bourovec trnkový","14.04.2012","14.04.2012",1280133,"CZ0723024","CZ0723024: Rochus",100,0,1280133,95.59,"6970b",14,4,"Rochus","0",NA,NA,NA
2012,"CZ0723024","Rochus","Eriogaster catax","Motýli","CZ0723024","EVL Rochus","RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje",8282769,24221441,2012-04-14,"Kopeèek František","CELKOVE_SUM",NA,NA,NA,NA,NA,NA,"1",1,"bourovec trnkový","14.04.2012","14.04.2012",1280133,"CZ0723024","CZ0723024: Rochus",100,0,1280133,95.59,"6970b",14,4,"Rochus","0",NA,NA,NA
2012,"CZ0723024","Rochus","Eriogaster catax","Motýli","CZ0723024","EVL Rochus","RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje",8282769,24221441,2012-04-14,"Kopeèek František","CELKOVE_SUM",NA,NA,NA,NA,NA,NA,"1",NA,"bourovec trnkový","14.04.2012","14.04.2012",1280133,"CZ0723024","CZ0723024: Rochus",100,0,1280133,95.59,"6970b",14,4,"Rochus","0",NA,NA,NA
2012,"CZ0723024","Rochus","Eriogaster catax","Motýli","CZ0723024","EVL Rochus","RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje",8282769,24221441,2012-04-14,"Kopeèek František","POP_POCETSUMLOKAL","hnízda housenek","min","minmax","ano","lok","10","1",0,"bourovec trnkový","14.04.2012","14.04.2012",1280133,"CZ0723024","CZ0723024: Rochus",100,0,1280133,95.59,"6970b",14,4,"Rochus","0",NA,NA,"alespoò 10 hnízda housenek"
2012,"CZ0723024","Rochus","Eriogaster catax","Motýli","CZ0723024","EVL Rochus","RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje",8282769,24221441,2012-04-14,"Kopeèek František","POP_PRESENCE",NA,"val","val","ano","lok","ano","ano",1,"bourovec trnkový","14.04.2012","14.04.2012",1280133,"CZ0723024","CZ0723024: Rochus",100,0,1280133,95.59,"6970b",14,4,"Rochus","0",NA,NA,"ano"
2012,"CZ0723024","Rochus","Eriogaster catax","Motýli","CZ0723024","EVL Rochus","RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje",8282769,24221441,2012-04-14,"Kopeèek František","STA_LIKVIDACE",NA,"val","val","ne","lok","nezaznamenána",NA,NA,"bourovec trnkový","14.04.2012","14.04.2012",1280133,"CZ0723024","CZ0723024: Rochus",100,0,1280133,95.59,"6970b",14,4,"Rochus","0",NA,NA,"nezaznamenána"
2012,"CZ0723024","Rochus","Eriogaster catax","Motýli","CZ0723024","EVL Rochus","RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje",8282769,24221442,2012-04-14,"Kopeèek František","CELKOVE_SUM",NA,NA,NA,NA,NA,NA,"1",0,"bourovec trnkový","14.04.2012","14.04.2012",1280133,"CZ0723024","CZ0723024: Rochus",100,0,1280133,95.59,"6970b",14,4,"Rochus","0","hnízda housenek",NA,NA
2012,"CZ0723024","Rochus","Eriogaster catax","Motýli","CZ0723024","EVL Rochus","RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje",8282769,24221442,2012-04-14,"Kopeèek František","CELKOVE_SUM",NA,NA,NA,NA,NA,NA,"1",1,"bourovec trnkový","14.04.2012","14.04.2012",1280133,"CZ0723024","CZ0723024: Rochus",100,0,1280133,95.59,"6970b",14,4,"Rochus","0","hnízda housenek",NA,NA
2012,"CZ0723024","Rochus","Eriogaster catax","Motýli","CZ0723024","EVL Rochus","RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje",8282769,24221442,2012-04-14,"Kopeèek František","CELKOVE_SUM",NA,NA,NA,NA,NA,NA,"1",NA,"bourovec trnkový","14.04.2012","14.04.2012",1280133,"CZ0723024","CZ0723024: Rochus",100,0,1280133,95.59,"6970b",14,4,"Rochus","0","hnízda housenek",NA,NA
2012,"CZ0723024","Rochus","Eriogaster catax","Motýli","CZ0723024","EVL Rochus","RP SCHKO Bílé Karpaty","Krajský úøad Zlínského kraje",8282769,24221442,2012-04-14,"Kopeèek František","POP_POCETSUMLOKAL","hnízda housenek","min","minmax","ano","lok","10","1",0,"bourovec trnkový","14.04.2012","14.04.2012",1280133,"CZ0723024","CZ0723024: Rochus",100,0,1280133,95.59,"6970b",14,4,"Rochus","0","hnízda housenek",NA,"alespoò 10 hnízda housenek"
