ROK;kod_chu;NAZEV;DRUH;SKUPINA;KOD_LOKAL;NAZEV_LOK;POLE;pracoviste;oop;HODNOCENE_OBDOBI_OD;HODNOCENE_OBDOBI_DO;ID_ND_AKCE;DATUM;CILMON;ID_IND;JEDNOTKA;TYP_IND;IND_GRP;KLIC;UROVEN;LIM_IND;LIM_INDLIST;HOD_IND;STAV_IND;ID_ND_LOK
2019;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice - u trati;Těšetice - u trati;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2019-08-25;2019-08-25;10754003;2019-08-25;0;CELKOVE_HODNOCENI;NA;NA;NA;NA;lok;NA;NA;zhoršený;0.5;7071633
2019;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice - u trati;Těšetice - u trati;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2019-08-25;2019-08-25;10754003;2019-08-25;0;CELKOVE_SUM;NA;NA;NA;NA;NA;;;2;NA;7071633
2019;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice - u trati;Těšetice - u trati;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2019-08-25;2019-08-25;10754003;2019-08-25;0;POP_POCETSUMLOKAL;hnízda housenek;min;minmax;ano;lok;10;alespoň 10 hnízda housenek;18;1;7071633
2019;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice - u trati;Těšetice - u trati;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2019-08-25;2019-08-25;10754003;2019-08-25;0;POP_PRESENCE;NA;val;val;ano;lok;ano;ano;ano;1;7071633
2019;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice - u trati;Těšetice - u trati;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2019-08-25;2019-08-25;10754003;2019-08-25;0;STA_LIKVIDACE;NA;val;val;ne;lok;nezaznamenána;nezaznamenána;neznámý;NA;7071633
2019;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice - u trati;Těšetice - u trati;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2019-08-25;2019-08-25;10754003;2019-08-25;0;STA_PRITOMNOSTROSTLIN;kategorie relativní početnosti;val;val;ne;lok;jednotlivě;jednotlivě, dominantně, hojně;neznámý;NA;7071633
2012;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice u Bochova, louky mezi rybníky JV o.;Těšetice u Bochova, louky mezi rybníky JV o.;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2012-08-09;2012-08-09;8221809;2012-08-09;0;CELKOVE_HODNOCENI;NA;NA;NA;NA;lok;NA;NA;zhoršený;0.5;4991942
2012;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice u Bochova, louky mezi rybníky JV o.;Těšetice u Bochova, louky mezi rybníky JV o.;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2012-08-09;2012-08-09;8221809;2012-08-09;0;CELKOVE_SUM;NA;NA;NA;NA;NA;;;2;NA;4991942
2012;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice u Bochova, louky mezi rybníky JV o.;Těšetice u Bochova, louky mezi rybníky JV o.;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2012-08-09;2012-08-09;8221809;2012-08-09;0;POP_POCETSUMLOKAL;hnízda housenek;min;minmax;ano;lok;10;alespoň 10 hnízda housenek;19;1;4991942
2012;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice u Bochova, louky mezi rybníky JV o.;Těšetice u Bochova, louky mezi rybníky JV o.;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2012-08-09;2012-08-09;8221809;2012-08-09;0;POP_PRESENCE;NA;val;val;ano;lok;ano;ano;ano;1;4991942
2012;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice u Bochova, louky mezi rybníky JV o.;Těšetice u Bochova, louky mezi rybníky JV o.;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2012-08-09;2012-08-09;8221809;2012-08-09;0;STA_LIKVIDACE;NA;val;val;ne;lok;nezaznamenána;nezaznamenána;neznámý;NA;4991942
2012;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice u Bochova, louky mezi rybníky JV o.;Těšetice u Bochova, louky mezi rybníky JV o.;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2012-08-09;2012-08-09;8221809;2012-08-09;0;STA_PRITOMNOSTROSTLIN;kategorie relativní početnosti;val;val;ne;lok;jednotlivě;jednotlivě, dominantně, hojně;neznámý;NA;4991942
2022;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice, rybníky;Těšetice, rybníky;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2022-08-29;2022-08-29;11975798, 11975799, 11975800, 11975801, 11975809, 11975810, 11975811, 11975812, 11975813, 11975814, 11975815, 11975739, 11975740, 11975754, 11975755, 11975756, 11975757, 11975776, 11975777, 11975778, 11975779, 11975780;2022-08-29;0;CELKOVE_HODNOCENI;NA;NA;NA;NA;lok;NA;NA;zhoršený;0.5;8656600
2022;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice, rybníky;Těšetice, rybníky;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2022-08-29;2022-08-29;11975798, 11975799, 11975800, 11975801, 11975809, 11975810, 11975811, 11975812, 11975813, 11975814, 11975815, 11975739, 11975740, 11975754, 11975755, 11975756, 11975757, 11975776, 11975777, 11975778, 11975779, 11975780;2022-08-29;0;CELKOVE_SUM;NA;NA;NA;NA;NA;;;2;NA;8656600
2022;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice, rybníky;Těšetice, rybníky;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2022-08-29;2022-08-29;11975798, 11975799, 11975800, 11975801, 11975809, 11975810, 11975811, 11975812, 11975813, 11975814, 11975815, 11975739, 11975740, 11975754, 11975755, 11975756, 11975757, 11975776, 11975777, 11975778, 11975779, 11975780;2022-08-29;0;POP_POCETSUMLOKAL;hnízda housenek;min;minmax;ano;lok;10;alespoň 10 hnízda housenek;50;1;8656600
2022;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice, rybníky;Těšetice, rybníky;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2022-08-29;2022-08-29;11975798, 11975799, 11975800, 11975801, 11975809, 11975810, 11975811, 11975812, 11975813, 11975814, 11975815, 11975739, 11975740, 11975754, 11975755, 11975756, 11975757, 11975776, 11975777, 11975778, 11975779, 11975780;2022-08-29;0;POP_PRESENCE;NA;val;val;ano;lok;ano;ano;ano;1;8656600
2022;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice, rybníky;Těšetice, rybníky;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2022-08-29;2022-08-29;11975798, 11975799, 11975800, 11975801, 11975809, 11975810, 11975811, 11975812, 11975813, 11975814, 11975815, 11975739, 11975740, 11975754, 11975755, 11975756, 11975757, 11975776, 11975777, 11975778, 11975779, 11975780;2022-08-29;0;STA_LIKVIDACE;NA;val;val;ne;lok;nezaznamenána;nezaznamenána;neznámý;NA;8656600
2022;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice, rybníky;Těšetice, rybníky;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2022-08-29;2022-08-29;11975798, 11975799, 11975800, 11975801, 11975809, 11975810, 11975811, 11975812, 11975813, 11975814, 11975815, 11975739, 11975740, 11975754, 11975755, 11975756, 11975757, 11975776, 11975777, 11975778, 11975779, 11975780;2022-08-29;0;STA_PRITOMNOSTROSTLIN;kategorie relativní početnosti;val;val;ne;lok;jednotlivě;jednotlivě, dominantně, hojně;neznámý;NA;8656600
2021;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice, u trati;Těšetice, u trati;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2021-08-26;2021-08-26;11610491;2021-08-26;0;CELKOVE_HODNOCENI;NA;NA;NA;NA;lok;NA;NA;špatný;0;8117018
2021;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice, u trati;Těšetice, u trati;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2021-08-26;2021-08-26;11610491;2021-08-26;0;CELKOVE_SUM;NA;NA;NA;NA;NA;;;1;NA;8117018
2021;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice, u trati;Těšetice, u trati;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2021-08-26;2021-08-26;11610491;2021-08-26;0;POP_POCETSUMLOKAL;hnízda housenek;min;minmax;ano;lok;10;alespoň 10 hnízda housenek;1;0;8117018
2021;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice, u trati;Těšetice, u trati;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2021-08-26;2021-08-26;11610491;2021-08-26;0;POP_PRESENCE;NA;val;val;ano;lok;ano;ano;ano;1;8117018
2021;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice, u trati;Těšetice, u trati;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2021-08-26;2021-08-26;11610491;2021-08-26;0;STA_LIKVIDACE;NA;val;val;ne;lok;nezaznamenána;nezaznamenána;neznámý;NA;8117018
2021;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice, u trati;Těšetice, u trati;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2021-08-26;2021-08-26;11610491;2021-08-26;0;STA_PRITOMNOSTROSTLIN;kategorie relativní početnosti;val;val;ne;lok;jednotlivě;jednotlivě, dominantně, hojně;neznámý;NA;8117018
2019;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice, u železnice;Těšetice, u železnice;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2019-08-21;2019-08-21;10727090;2019-08-21;0;CELKOVE_HODNOCENI;NA;NA;NA;NA;lok;NA;NA;zhoršený;0.5;7046559
2019;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice, u železnice;Těšetice, u železnice;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2019-08-21;2019-08-21;10727090;2019-08-21;0;CELKOVE_SUM;NA;NA;NA;NA;NA;;;2;NA;7046559
2019;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice, u železnice;Těšetice, u železnice;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2019-08-21;2019-08-21;10727090;2019-08-21;0;POP_POCETSUMLOKAL;hnízda housenek;min;minmax;ano;lok;10;alespoň 10 hnízda housenek;11;1;7046559
2019;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice, u železnice;Těšetice, u železnice;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2019-08-21;2019-08-21;10727090;2019-08-21;0;POP_PRESENCE;NA;val;val;ano;lok;ano;ano;ano;1;7046559
2019;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice, u železnice;Těšetice, u železnice;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2019-08-21;2019-08-21;10727090;2019-08-21;0;STA_LIKVIDACE;NA;val;val;ne;lok;nezaznamenána;nezaznamenána;neznámý;NA;7046559
2019;CZ0413013;Mokřady u Těšetic;Euphydryas aurinia;Motýli;Těšetice, u železnice;Těšetice, u železnice;5844b;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2019-08-21;2019-08-21;10727090;2019-08-21;0;STA_PRITOMNOSTROSTLIN;kategorie relativní početnosti;val;val;ne;lok;jednotlivě;jednotlivě, dominantně, hojně;neznámý;NA;7046559
2015;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Bochov-Hřivínov;Bochov-Hřivínov;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2015-09-11;2015-09-11;9805627;2015-09-11;0;CELKOVE_HODNOCENI;NA;NA;NA;NA;lok;NA;NA;špatný;0;6061474
2015;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Bochov-Hřivínov;Bochov-Hřivínov;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2015-09-11;2015-09-11;9805627;2015-09-11;0;CELKOVE_SUM;NA;NA;NA;NA;NA;;;1;NA;6061474
2015;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Bochov-Hřivínov;Bochov-Hřivínov;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2015-09-11;2015-09-11;9805627;2015-09-11;0;POP_POCETSUMLOKAL;hnízda housenek;min;minmax;ano;lok;10;alespoň 10 hnízda housenek;3;0;6061474
2015;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Bochov-Hřivínov;Bochov-Hřivínov;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2015-09-11;2015-09-11;9805627;2015-09-11;0;POP_PRESENCE;NA;val;val;ano;lok;ano;ano;ano;1;6061474
2015;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Bochov-Hřivínov;Bochov-Hřivínov;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2015-09-11;2015-09-11;9805627;2015-09-11;0;STA_LIKVIDACE;NA;val;val;ne;lok;nezaznamenána;nezaznamenána;neznámý;NA;6061474
2015;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Bochov-Hřivínov;Bochov-Hřivínov;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2015-09-11;2015-09-11;9805627;2015-09-11;0;STA_PRITOMNOSTROSTLIN;kategorie relativní početnosti;val;val;ne;lok;jednotlivě;jednotlivě, dominantně, hojně;neznámý;NA;6061474
2020;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;EVL Hřivínovské pastviny;EVL Hřivínovské pastviny;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2020-08-27;2020-08-27;11257572;2020-08-27;0;CELKOVE_HODNOCENI;NA;NA;NA;NA;lok;NA;NA;špatný;0;7649921
2020;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;EVL Hřivínovské pastviny;EVL Hřivínovské pastviny;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2020-08-27;2020-08-27;11257572;2020-08-27;0;CELKOVE_SUM;NA;NA;NA;NA;NA;;;1;NA;7649921
2020;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;EVL Hřivínovské pastviny;EVL Hřivínovské pastviny;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2020-08-27;2020-08-27;11257572;2020-08-27;0;POP_POCETSUMLOKAL;hnízda housenek;min;minmax;ano;lok;10;alespoň 10 hnízda housenek;8;0;7649921
2020;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;EVL Hřivínovské pastviny;EVL Hřivínovské pastviny;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2020-08-27;2020-08-27;11257572;2020-08-27;0;POP_PRESENCE;NA;val;val;ano;lok;ano;ano;ano;1;7649921
2020;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;EVL Hřivínovské pastviny;EVL Hřivínovské pastviny;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2020-08-27;2020-08-27;11257572;2020-08-27;0;STA_LIKVIDACE;NA;val;val;ne;lok;nezaznamenána;nezaznamenána;neznámý;NA;7649921
2020;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;EVL Hřivínovské pastviny;EVL Hřivínovské pastviny;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2020-08-27;2020-08-27;11257572;2020-08-27;0;STA_PRITOMNOSTROSTLIN;kategorie relativní početnosti;val;val;ne;lok;jednotlivě;jednotlivě, dominantně, hojně;neznámý;NA;7649921
2018;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Hřivínov - Herstošický rybník;Hřivínov - Herstošický rybník;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2017-08-21;2018-08-22;10406693;2018-08-22;1;CELKOVE_HODNOCENI;NA;NA;NA;NA;lok;NA;NA;dobrý;1;6319156
2018;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Hřivínov - Herstošický rybník;Hřivínov - Herstošický rybník;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2017-08-21;2018-08-22;10406693;2018-08-22;1;CELKOVE_SUM;NA;NA;NA;NA;NA;;;3;NA;6319156
2018;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Hřivínov - Herstošický rybník;Hřivínov - Herstošický rybník;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2017-08-21;2018-08-22;10406693;2018-08-22;1;POP_POCETSUMLOKAL;hnízda housenek;min;minmax;ano;lok;10;alespoň 10 hnízda housenek;95;1;6319156
2018;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Hřivínov - Herstošický rybník;Hřivínov - Herstošický rybník;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2017-08-21;2018-08-22;10406693;2018-08-22;1;POP_PRESENCE;NA;val;val;ano;lok;ano;ano;ano;1;6319156
2018;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Hřivínov - Herstošický rybník;Hřivínov - Herstošický rybník;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2017-08-21;2018-08-22;10406693;2018-08-22;1;STA_LIKVIDACE;NA;val;val;ne;lok;nezaznamenána;nezaznamenána;nezaznamenána;1;6319156
2018;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Hřivínov - Herstošický rybník;Hřivínov - Herstošický rybník;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2017-08-21;2018-08-22;10406693;2018-08-22;1;STA_PRITOMNOSTROSTLIN;kategorie relativní početnosti;val;val;ne;lok;jednotlivě;jednotlivě, dominantně, hojně;neznámý;NA;6319156
2019;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Hřivínov, Herstošický rybník;Hřivínov, Herstošický rybník;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2019-08-26;2019-08-26;10754001;2019-08-26;0;CELKOVE_HODNOCENI;NA;NA;NA;NA;lok;NA;NA;zhoršený;0.5;7071631
2019;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Hřivínov, Herstošický rybník;Hřivínov, Herstošický rybník;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2019-08-26;2019-08-26;10754001;2019-08-26;0;CELKOVE_SUM;NA;NA;NA;NA;NA;;;2;NA;7071631
2019;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Hřivínov, Herstošický rybník;Hřivínov, Herstošický rybník;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2019-08-26;2019-08-26;10754001;2019-08-26;0;POP_POCETSUMLOKAL;hnízda housenek;min;minmax;ano;lok;10;alespoň 10 hnízda housenek;17;1;7071631
2019;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Hřivínov, Herstošický rybník;Hřivínov, Herstošický rybník;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2019-08-26;2019-08-26;10754001;2019-08-26;0;POP_PRESENCE;NA;val;val;ano;lok;ano;ano;ano;1;7071631
2019;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Hřivínov, Herstošický rybník;Hřivínov, Herstošický rybník;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2019-08-26;2019-08-26;10754001;2019-08-26;0;STA_LIKVIDACE;NA;val;val;ne;lok;nezaznamenána;nezaznamenána;neznámý;NA;7071631
2019;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Hřivínov, Herstošický rybník;Hřivínov, Herstošický rybník;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2019-08-26;2019-08-26;10754001;2019-08-26;0;STA_PRITOMNOSTROSTLIN;kategorie relativní početnosti;val;val;ne;lok;jednotlivě;jednotlivě, dominantně, hojně;neznámý;NA;7071631
2020;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Hřivínovský rybník;Hřivínovský rybník;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2020-08-27;2020-08-27;11206903;2020-08-27;0;CELKOVE_HODNOCENI;NA;NA;NA;NA;lok;NA;NA;špatný;0;7567251
2020;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Hřivínovský rybník;Hřivínovský rybník;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2020-08-27;2020-08-27;11206903;2020-08-27;0;CELKOVE_SUM;NA;NA;NA;NA;NA;;;1;NA;7567251
2020;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Hřivínovský rybník;Hřivínovský rybník;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2020-08-27;2020-08-27;11206903;2020-08-27;0;POP_POCETSUMLOKAL;hnízda housenek;min;minmax;ano;lok;10;alespoň 10 hnízda housenek;1;0;7567251
2020;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Hřivínovský rybník;Hřivínovský rybník;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2020-08-27;2020-08-27;11206903;2020-08-27;0;POP_PRESENCE;NA;val;val;ano;lok;ano;ano;ano;1;7567251
2020;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Hřivínovský rybník;Hřivínovský rybník;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2020-08-27;2020-08-27;11206903;2020-08-27;0;STA_LIKVIDACE;NA;val;val;ne;lok;nezaznamenána;nezaznamenána;neznámý;NA;7567251
2020;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Hřivínovský rybník;Hřivínovský rybník;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2020-08-27;2020-08-27;11206903;2020-08-27;0;STA_PRITOMNOSTROSTLIN;kategorie relativní početnosti;val;val;ne;lok;jednotlivě;jednotlivě, dominantně, hojně;neznámý;NA;7567251
2022;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;MOTYLI575_;Herstošice;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2022-09-04;2022-09-04;12032370, 12032270;2022-09-04;1;CELKOVE_HODNOCENI;NA;NA;NA;NA;lok;NA;NA;špatný;0;8725721
2022;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;MOTYLI575_;Herstošice;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2022-09-04;2022-09-04;12032370, 12032270;2022-09-04;1;CELKOVE_SUM;NA;NA;NA;NA;NA;;;3;NA;8725721
2022;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;MOTYLI575_;Herstošice;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2022-09-04;2022-09-04;12032370, 12032270;2022-09-04;1;POP_POCETSUMLOKAL;hnízda housenek;min;minmax;ano;lok;10;alespoň 10 hnízda housenek;4;0;8725721
2022;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;MOTYLI575_;Herstošice;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2022-09-04;2022-09-04;12032370, 12032270;2022-09-04;1;POP_PRESENCE;NA;val;val;ano;lok;ano;ano;ano;1;8725721
2022;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;MOTYLI575_;Herstošice;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2022-09-04;2022-09-04;12032370, 12032270;2022-09-04;1;STA_LIKVIDACE;NA;val;val;ne;lok;nezaznamenána;nezaznamenána;nezaznamenána;1;8725721
2022;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;MOTYLI575_;Herstošice;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2022-09-04;2022-09-04;12032370, 12032270;2022-09-04;1;STA_PRITOMNOSTROSTLIN;kategorie relativní početnosti;val;val;ne;lok;jednotlivě;jednotlivě, dominantně, hojně;jednotlivě;1;8725721
2018;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Vahaneč;Vahaneč;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2018-05-28;2018-05-28;10275034;2018-05-28;0;CELKOVE_HODNOCENI;NA;NA;NA;NA;lok;NA;NA;špatný;0;6541572
2018;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Vahaneč;Vahaneč;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2018-05-28;2018-05-28;10275034;2018-05-28;0;CELKOVE_SUM;NA;NA;NA;NA;NA;;;1;NA;6541572
2018;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Vahaneč;Vahaneč;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2018-05-28;2018-05-28;10275034;2018-05-28;0;POP_POCETSUMLOKAL;hnízda housenek;min;minmax;ano;lok;10;alespoň 10 hnízda housenek;0;0;6541572
2018;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Vahaneč;Vahaneč;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2018-05-28;2018-05-28;10275034;2018-05-28;0;POP_PRESENCE;NA;val;val;ano;lok;ano;ano;ano;1;6541572
2018;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Vahaneč;Vahaneč;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2018-05-28;2018-05-28;10275034;2018-05-28;0;STA_LIKVIDACE;NA;val;val;ne;lok;nezaznamenána;nezaznamenána;neznámý;NA;6541572
2018;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Vahaneč;Vahaneč;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2018-05-28;2018-05-28;10275034;2018-05-28;0;STA_PRITOMNOSTROSTLIN;kategorie relativní početnosti;val;val;ne;lok;jednotlivě;jednotlivě, dominantně, hojně;neznámý;NA;6541572
2025;CZ0413014;Hřivínovské pastviny;Euphydryas aurinia;Motýli;Verušičky, u Herstošického rybníka;Verušičky, u Herstošického rybníka;5844d;RP SCHKO Slavkovský les;Krajský úřad Karlovarského kraje;2025-06-13;2025-06-13;15007240;2025-06-13;0;CELKOVE_HODNOCENI;NA;NA;NA;NA;lok;NA;NA;špatný;0;12185864
