"typ_predmetu_hodnoceni","kod_chu","nazev_chu","druh","feature_code","hodnocene_obdobi_od","hodnocene_obdobi_do","oop","parametr_nazev","parametr_hodnota","parametr_limit","parametr_jednotka","stav","trend","datum_hodnoceni","pracoviste","ind_nadr","metodika"
"Druh","CZ0213818","Octárna","Lampetra planeri",NA,1950-01-01,2023-09-03,"AOPK ÈR - RP Støední Èechy","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Støední Èechy",NA,15087
"Druh","CZ0214041","Niva Kotelského potoka","Lampetra planeri",NA,2000-01-01,2023-09-03,"AOPK ÈR - RP Støední Èechy, Krajský úøad Støedoèeského kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Støední Èechy",NA,15087
"Druh","CZ0214041","Niva Kotelského potoka","Lampetra planeri",NA,2000-01-01,2023-09-03,"AOPK ÈR - RP Støední Èechy, Krajský úøad Støedoèeského kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Støední Èechy",NA,15087
"Druh","CZ0313092","Bedøichovský potok","Lampetra planeri",NA,2001-07-09,2023-10-22,"Krajský úøad Jihoèeského kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Jižní Èechy",NA,15087
"Druh","CZ0313092","Bedøichovský potok","Lampetra planeri",NA,2001-07-09,2023-10-22,"Krajský úøad Jihoèeského kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Jižní Èechy",NA,15087
"Druh","CZ0313137","Veveøský potok","Lampetra planeri",NA,2000-10-13,2023-10-08,"Krajský úøad Jihoèeského kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Jižní Èechy",NA,15087
"Druh","CZ0313137","Veveøský potok","Lampetra planeri",NA,2000-10-13,2023-10-08,"Krajský úøad Jihoèeského kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Jižní Èechy",NA,15087
"Druh","CZ0314024","Šumava","Lampetra planeri",NA,1997-01-01,2024-12-06,"Krajský úøad Jihoèeského kraje, Krajský úøad Plzeòského kraje, Správa NP Šumava","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Jižní Èechy",NA,15087
"Druh","CZ0314024","Šumava","Lampetra planeri",NA,1997-01-01,2024-12-06,"Krajský úøad Jihoèeského kraje, Krajský úøad Plzeòského kraje, Správa NP Šumava","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Jižní Èechy",NA,15087
"Druh","CZ0314124","Blanský les","Lampetra planeri",NA,2000-01-01,2024-03-25,"AOPK ÈR - RP Jižní Èechy, Krajský úøad Jihoèeského kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Jižní Èechy",NA,15087
"Druh","CZ0314124","Blanský les","Lampetra planeri",NA,2000-01-01,2024-03-25,"AOPK ÈR - RP Jižní Èechy, Krajský úøad Jihoèeského kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Jižní Èechy",NA,15087
"Druh","CZ0323165","Radbuza","Lampetra planeri",NA,2000-01-01,2024-10-22,"Krajský úøad Plzeòského kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP SCHKO Èeský les",NA,15087
"Druh","CZ0323165","Radbuza","Lampetra planeri",NA,2000-01-01,2024-10-22,"Krajský úøad Plzeòského kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP SCHKO Èeský les",NA,15087
"Druh","CZ0323824","Ostružná","Lampetra planeri",NA,2000-01-01,2023-10-27,"Krajský úøad Plzeòského kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP SCHKO Èeský les",NA,15087
"Druh","CZ0323824","Ostružná","Lampetra planeri",NA,2000-01-01,2023-10-27,"Krajský úøad Plzeòského kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP SCHKO Èeský les",NA,15087
"Druh","CZ0324026","Niva Nemanického potoka","Lampetra planeri",NA,2012-10-17,2022-09-24,"AOPK ÈR - RP SCHKO Èeský les","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP SCHKO Èeský les",NA,15087
"Druh","CZ0324026","Niva Nemanického potoka","Lampetra planeri",NA,2012-10-17,2022-09-24,"AOPK ÈR - RP SCHKO Èeský les","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP SCHKO Èeský les",NA,15087
"Druh","CZ0413177","Bystøina - Lužní potok","Lampetra planeri",NA,2004-01-01,2023-08-16,"AOPK ÈR - RP SCHKO Slavkovský les, Krajský úøad Karlovarského kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP SCHKO Slavkovský les",NA,15087
"Druh","CZ0413177","Bystøina - Lužní potok","Lampetra planeri",NA,2004-01-01,2023-08-16,"AOPK ÈR - RP SCHKO Slavkovský les, Krajský úøad Karlovarského kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP SCHKO Slavkovský les",NA,15087
"Druh","CZ0413194","Støela","Lampetra planeri",NA,1950-01-01,2023-08-11,"Krajský úøad Karlovarského kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP SCHKO Slavkovský les",NA,15087
"Druh","CZ0413194","Støela","Lampetra planeri",NA,1950-01-01,2023-08-11,"Krajský úøad Karlovarského kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP SCHKO Slavkovský les",NA,15087
"Druh","CZ0424031","Èeské Švýcarsko","Lampetra planeri",NA,2005-10-07,2024-04-27,"Správa NP Èeské Švýcarsko, AOPK ÈR - RP Liberecko","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP SCHKO Èeské støedohoøí",NA,15087
"Druh","CZ0424031","Èeské Švýcarsko","Lampetra planeri",NA,2005-10-07,2024-04-27,"Správa NP Èeské Švýcarsko, AOPK ÈR - RP Liberecko","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP SCHKO Èeské støedohoøí",NA,15087
"Druh","CZ0513254","Luèní potok","Lampetra planeri",NA,1950-01-01,2023-08-13,"Krajský úøad Libereckého kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Liberecko",NA,15087
"Druh","CZ0513254","Luèní potok","Lampetra planeri",NA,1950-01-01,2023-08-13,"Krajský úøad Libereckého kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Liberecko",NA,15087
"Druh","CZ0513256","Smìdá","Lampetra planeri",NA,1950-01-01,2023-09-09,"Krajský úøad Libereckého kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Liberecko",NA,15087
"Druh","CZ0513256","Smìdá","Lampetra planeri",NA,1950-01-01,2023-09-09,"Krajský úøad Libereckého kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Liberecko",NA,15087
"Druh","CZ0513509","Svitavka","Lampetra planeri",NA,2000-01-01,2023-11-02,"AOPK ÈR - RP Liberecko, Krajský úøad Libereckého kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Liberecko",NA,15087
"Druh","CZ0513509","Svitavka","Lampetra planeri",NA,2000-01-01,2023-11-02,"AOPK ÈR - RP Liberecko, Krajský úøad Libereckého kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Liberecko",NA,15087
"Druh","CZ0523007","Dìdina u Dobrušky","Lampetra planeri",NA,2005-10-01,2023-10-17,"Krajský úøad Královéhradeckého kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Východní Èechy",NA,15087
"Druh","CZ0523007","Dìdina u Dobrušky","Lampetra planeri",NA,2005-10-01,2023-10-17,"Krajský úøad Královéhradeckého kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Východní Èechy",NA,15087
"Druh","CZ0523280","Metuje a Døevíè","Lampetra planeri",NA,1950-01-01,2023-09-16,"AOPK ÈR - RP Východní Èechy","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Východní Èechy",NA,15087
"Druh","CZ0523280","Metuje a Døevíè","Lampetra planeri",NA,1950-01-01,2023-09-16,"AOPK ÈR - RP Východní Èechy","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Východní Èechy",NA,15087
"Druh","CZ0533301","Údolí Chrudimky","Lampetra planeri",NA,2002-01-01,2023-10-15,"AOPK ÈR - RP Vysoèina","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Vysoèina",NA,15087
"Druh","CZ0533301","Údolí Chrudimky","Lampetra planeri",NA,2002-01-01,2023-10-15,"AOPK ÈR - RP Vysoèina","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Vysoèina",NA,15087
"Druh","CZ0533314","Tichá Orlice","Lampetra planeri",NA,1950-01-01,2023-10-02,"Krajský úøad Pardubického kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Východní Èechy",NA,15087
"Druh","CZ0533314","Tichá Orlice","Lampetra planeri",NA,1950-01-01,2023-10-02,"Krajský úøad Pardubického kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Východní Èechy",NA,15087
"Druh","CZ0713374","Horní Morava","Lampetra planeri",NA,2000-01-01,2023-10-23,"Krajský úøad Olomouckého kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Olomoucko",NA,15087
"Druh","CZ0713374","Horní Morava","Lampetra planeri",NA,2000-01-01,2023-10-23,"Krajský úøad Olomouckého kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Olomoucko",NA,15087
"Druh","CZ0813456","Moravice","Lampetra planeri",NA,2000-01-01,2023-10-24,"Krajský úøad Moravskoslezského kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Olomoucko",NA,15087
"Druh","CZ0813456","Moravice","Lampetra planeri",NA,2000-01-01,2023-10-24,"Krajský úøad Moravskoslezského kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Olomoucko",NA,15087
"Druh","CZ0813516","Olše","Lampetra planeri",NA,1950-01-01,2023-08-19,"Krajský úøad Moravskoslezského kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Moravskoslezské",NA,15087
"Druh","CZ0813516","Olše","Lampetra planeri",NA,1950-01-01,2023-08-19,"Krajský úøad Moravskoslezského kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Moravskoslezské",NA,15087
