"typ_predmetu_hodnoceni","kod_chu","nazev_chu","druh","feature_code","hodnocene_obdobi_od","hodnocene_obdobi_do","oop","parametr_nazev","parametr_hodnota","parametr_limit","parametr_jednotka","stav","trend","datum_hodnoceni","pracoviste","ind_nadr","metodika"
"Druh","CZ0213009","Vlašimská Blanice","Lampetra planeri",NA,1950-01-01,2023-11-14,"AOPK ÈR - RP Støední Èechy, Krajský úøad Jihoèeského kraje, Krajský úøad Støedoèeského kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Støední Èechy",NA,15087
"Druh","CZ0213009","Vlašimská Blanice","Lampetra planeri",NA,1950-01-01,2023-11-14,"AOPK ÈR - RP Støední Èechy, Krajský úøad Jihoèeského kraje, Krajský úøad Støedoèeského kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Støední Èechy",NA,15087
"Druh","CZ0213042","Losinský potok","Lampetra planeri",NA,2015-05-29,2023-10-22,"Krajský úøad Støedoèeského kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Støední Èechy",NA,15087
"Druh","CZ0213042","Losinský potok","Lampetra planeri",NA,2015-05-29,2023-10-22,"Krajský úøad Støedoèeského kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Støední Èechy",NA,15087
"Druh","CZ0213069","Sedleèský potok","Lampetra planeri",NA,2002-01-01,2023-09-08,"Krajský úøad Støedoèeského kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Støední Èechy",NA,15087
"Druh","CZ0213069","Sedleèský potok","Lampetra planeri",NA,2002-01-01,2023-09-08,"Krajský úøad Støedoèeského kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Støední Èechy",NA,15087
"Druh","CZ0213076","Štìpánovský potok","Lampetra planeri",NA,1987-01-01,2023-10-22,"Krajský úøad Støedoèeského kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Støední Èechy",NA,15087
"Druh","CZ0213076","Štìpánovský potok","Lampetra planeri",NA,1987-01-01,2023-10-22,"Krajský úøad Støedoèeského kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Støední Èechy",NA,15087
"Druh","CZ0213817","Obecnický potok","Lampetra planeri",NA,1950-01-01,2023-09-03,"Krajský úøad Støedoèeského kraje","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Støední Èechy",NA,15087
"Druh","CZ0213817","Obecnický potok","Lampetra planeri",NA,1950-01-01,2023-09-03,"Krajský úøad Støedoèeského kraje","10","dobrý",NA,NA,"dobrý","neznámý",2026-01-20,"RP Støední Èechy",NA,15087
"Druh","CZ0213818","Octárna","Lampetra planeri",NA,1950-01-01,2023-09-03,"AOPK ÈR - RP Støední Èechy","LOK_PROCDOBR","0","50","% lokalit v dobrém stavu","špatný","neznámý",2026-01-20,"RP Støední Èechy",NA,15087
