"typ_predmetu_hodnoceni","kod_chu","nazev_chu","druh","feature_code","hodnocene_obdobi_od","hodnocene_obdobi_do","oop","parametr_nazev","parametr_hodnota","parametr_limit","parametr_jednotka","stav","trend","datum_hodnoceni","pracoviste","ID_ND_AKCE"
"Druh","CZ0423206","Dobrná","Triturus cristatus",1166,2022-05-14,2024-07-21,"AOPK ÈR - RP SCHKO Èeské støedohoøí","UHYN_P10",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP SCHKO Èeské støedohoøí","12728962 || 12052163 || 13116079 || 12728948 || 13114876 || 12052165 || 12730654 || 13114875 || 12746105 || 13116190 || 13116218 || 12052156 || 13116119 || 12728969 || 13116166 || 12728978 || 13116167 || 12052139 || 12052174 || 12728951 || 13116283 || 13116265 || 13116107 || 13116291 || 13116289 || 13116232 || 13116176 || 13116327 || 13116326 || 13116292"
"Druh","CZ0423206","Dobrná","Triturus cristatus",1166,2022-05-14,2024-07-21,"AOPK ÈR - RP SCHKO Èeské støedohoøí","CELKOVE_P0",42.86,50,"% lokalit v dobrém stavu","špatný","zhoršující se",2025-04-10,"RP SCHKO Èeské støedohoøí","12728962 || 12052163 || 13116079 || 12728948 || 13114876 || 12052165 || 12730654 || 13114875 || 12746105 || 13116190 || 13116218 || 12052156 || 13116119 || 12728969 || 13116166 || 12728978 || 13116167 || 12052139 || 12052174 || 12728951 || 13116283 || 13116265 || 13116107 || 13116291 || 13116289 || 13116232 || 13116176 || 13116327 || 13116326 || 13116292"
"Druh","CZ0423206","Dobrná","Triturus cristatus",1166,2022-05-14,2024-07-21,"AOPK ÈR - RP SCHKO Èeské støedohoøí","CELKOVE_HODNOCENI",NA,NA,"hodnocení dílèích parametrù","špatný","setrvalý",2025-04-10,"RP SCHKO Èeské støedohoøí","12728962 || 12052163 || 13116079 || 12728948 || 13114876 || 12052165 || 12730654 || 13114875 || 12746105 || 13116190 || 13116218 || 12052156 || 13116119 || 12728969 || 13116166 || 12728978 || 13116167 || 12052139 || 12052174 || 12728951 || 13116283 || 13116265 || 13116107 || 13116291 || 13116289 || 13116232 || 13116176 || 13116327 || 13116326 || 13116292"
"Druh","CZ0423206","Dobrná","Triturus cristatus",1166,2022-05-14,2024-07-21,"AOPK ÈR - RP SCHKO Èeské støedohoøí","POCET_HODNOCENYCH_LOKALIT",7,NA,"poèet dílèích lokalit","nehodnocen","zlepšující se",2025-04-10,"RP SCHKO Èeské støedohoøí","12728962 || 12052163 || 13116079 || 12728948 || 13114876 || 12052165 || 12730654 || 13114875 || 12746105 || 13116190 || 13116218 || 12052156 || 13116119 || 12728969 || 13116166 || 12728978 || 13116167 || 12052139 || 12052174 || 12728951 || 13116283 || 13116265 || 13116107 || 13116291 || 13116289 || 13116232 || 13116176 || 13116327 || 13116326 || 13116292"
"Druh","CZ0323826","Dobøany","Bombina variegata",1193,2022-05-10,2024-07-24,"Krajský úøad Plzeòského kraje","PRESENCE_P1a",72.73,30,"% lokalit v dobrém stavu","dobrý","zlepšující se",2025-04-10,"RP SCHKO Èeský les","13732633 || 12084394 || 12084382 || 13732606 || 12084404 || 12084374 || 13732563 || 12084379 || 13732617 || 12084391 || 12084367 || 12084366 || 12084450 || 12084387 || 12084399 || 12084426 || 13732604 || 12084418 || 13732631 || 12084451 || 12084365 || 13732535 || 12084433 || 12084390 || 13732548 || 12084371 || 12084415 || 12084434 || 13732549 || 13732603 || 12084439 || 13732605 || 13732632 || 12084469 || 12084435 || 12084363 || 12084423 || 12084388 || 12084389 || 12084458 || 12084425 || 12084460 || 12084360 || 12084385 || 12084386 || 12084370 || 12084438 || 12084459 || 12084372 || 12084361 || 12084461 || 12084362 || 12084416 || 12084424 || 12084462 || 13732638 || 13732592"
"Druh","CZ0323826","Dobøany","Bombina variegata",1193,2022-05-10,2024-07-24,"Krajský úøad Plzeòského kraje","POCET_MIN",9,NA,"adulti","nehodnocen","zhoršující se",2025-04-10,"RP SCHKO Èeský les","13732633 || 12084394 || 12084382 || 13732606 || 12084404 || 12084374 || 13732563 || 12084379 || 13732617 || 12084391 || 12084367 || 12084366 || 12084450 || 12084387 || 12084399 || 12084426 || 13732604 || 12084418 || 13732631 || 12084451 || 12084365 || 13732535 || 12084433 || 12084390 || 13732548 || 12084371 || 12084415 || 12084434 || 13732549 || 13732603 || 12084439 || 13732605 || 13732632 || 12084469 || 12084435 || 12084363 || 12084423 || 12084388 || 12084389 || 12084458 || 12084425 || 12084460 || 12084360 || 12084385 || 12084386 || 12084370 || 12084438 || 12084459 || 12084372 || 12084361 || 12084461 || 12084362 || 12084416 || 12084424 || 12084462 || 13732638 || 13732592"
"Druh","CZ0323826","Dobøany","Bombina variegata",1193,2022-05-10,2024-07-24,"Krajský úøad Plzeòského kraje","POCET_MAX",90,NA,"adulti","nehodnocen","zhoršující se",2025-04-10,"RP SCHKO Èeský les","13732633 || 12084394 || 12084382 || 13732606 || 12084404 || 12084374 || 13732563 || 12084379 || 13732617 || 12084391 || 12084367 || 12084366 || 12084450 || 12084387 || 12084399 || 12084426 || 13732604 || 12084418 || 13732631 || 12084451 || 12084365 || 13732535 || 12084433 || 12084390 || 13732548 || 12084371 || 12084415 || 12084434 || 13732549 || 13732603 || 12084439 || 13732605 || 13732632 || 12084469 || 12084435 || 12084363 || 12084423 || 12084388 || 12084389 || 12084458 || 12084425 || 12084460 || 12084360 || 12084385 || 12084386 || 12084370 || 12084438 || 12084459 || 12084372 || 12084361 || 12084461 || 12084362 || 12084416 || 12084424 || 12084462 || 13732638 || 13732592"
"Druh","CZ0323826","Dobøany","Bombina variegata",1193,2022-05-10,2024-07-24,"Krajský úøad Plzeòského kraje","POPULACE_P1b",83.33,30,"% lokalit v dobrém stavu","dobrý","neznámý",2025-04-10,"RP SCHKO Èeský les","13732633 || 12084394 || 12084382 || 13732606 || 12084404 || 12084374 || 13732563 || 12084379 || 13732617 || 12084391 || 12084367 || 12084366 || 12084450 || 12084387 || 12084399 || 12084426 || 13732604 || 12084418 || 13732631 || 12084451 || 12084365 || 13732535 || 12084433 || 12084390 || 13732548 || 12084371 || 12084415 || 12084434 || 13732549 || 13732603 || 12084439 || 13732605 || 13732632 || 12084469 || 12084435 || 12084363 || 12084423 || 12084388 || 12084389 || 12084458 || 12084425 || 12084460 || 12084360 || 12084385 || 12084386 || 12084370 || 12084438 || 12084459 || 12084372 || 12084361 || 12084461 || 12084362 || 12084416 || 12084424 || 12084462 || 13732638 || 13732592"
"Druh","CZ0323826","Dobøany","Bombina variegata",1193,2022-05-10,2024-07-24,"Krajský úøad Plzeòského kraje","REPRODUKCE_P2",63.64,30,"% lokalit v dobrém stavu","dobrý","zlepšující se",2025-04-10,"RP SCHKO Èeský les","13732633 || 12084394 || 12084382 || 13732606 || 12084404 || 12084374 || 13732563 || 12084379 || 13732617 || 12084391 || 12084367 || 12084366 || 12084450 || 12084387 || 12084399 || 12084426 || 13732604 || 12084418 || 13732631 || 12084451 || 12084365 || 13732535 || 12084433 || 12084390 || 13732548 || 12084371 || 12084415 || 12084434 || 13732549 || 13732603 || 12084439 || 13732605 || 13732632 || 12084469 || 12084435 || 12084363 || 12084423 || 12084388 || 12084389 || 12084458 || 12084425 || 12084460 || 12084360 || 12084385 || 12084386 || 12084370 || 12084438 || 12084459 || 12084372 || 12084361 || 12084461 || 12084362 || 12084416 || 12084424 || 12084462 || 13732638 || 13732592"
"Druh","CZ0323826","Dobøany","Bombina variegata",1193,2022-05-10,2024-07-24,"Krajský úøad Plzeòského kraje","ZTRATA_BIOTOPU_P3",100,30,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP SCHKO Èeský les","13732633 || 12084394 || 12084382 || 13732606 || 12084404 || 12084374 || 13732563 || 12084379 || 13732617 || 12084391 || 12084367 || 12084366 || 12084450 || 12084387 || 12084399 || 12084426 || 13732604 || 12084418 || 13732631 || 12084451 || 12084365 || 13732535 || 12084433 || 12084390 || 13732548 || 12084371 || 12084415 || 12084434 || 13732549 || 13732603 || 12084439 || 13732605 || 13732632 || 12084469 || 12084435 || 12084363 || 12084423 || 12084388 || 12084389 || 12084458 || 12084425 || 12084460 || 12084360 || 12084385 || 12084386 || 12084370 || 12084438 || 12084459 || 12084372 || 12084361 || 12084461 || 12084362 || 12084416 || 12084424 || 12084462 || 13732638 || 13732592"
"Druh","CZ0323826","Dobøany","Bombina variegata",1193,2022-05-10,2024-07-24,"Krajský úøad Plzeòského kraje","TLAK_RYB_P4",100,30,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP SCHKO Èeský les","13732633 || 12084394 || 12084382 || 13732606 || 12084404 || 12084374 || 13732563 || 12084379 || 13732617 || 12084391 || 12084367 || 12084366 || 12084450 || 12084387 || 12084399 || 12084426 || 13732604 || 12084418 || 13732631 || 12084451 || 12084365 || 13732535 || 12084433 || 12084390 || 13732548 || 12084371 || 12084415 || 12084434 || 13732549 || 13732603 || 12084439 || 13732605 || 13732632 || 12084469 || 12084435 || 12084363 || 12084423 || 12084388 || 12084389 || 12084458 || 12084425 || 12084460 || 12084360 || 12084385 || 12084386 || 12084370 || 12084438 || 12084459 || 12084372 || 12084361 || 12084461 || 12084362 || 12084416 || 12084424 || 12084462 || 13732638 || 13732592"
"Druh","CZ0323826","Dobøany","Bombina variegata",1193,2022-05-10,2024-07-24,"Krajský úøad Plzeòského kraje","VYSYCHANI_P6",100,30,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP SCHKO Èeský les","13732633 || 12084394 || 12084382 || 13732606 || 12084404 || 12084374 || 13732563 || 12084379 || 13732617 || 12084391 || 12084367 || 12084366 || 12084450 || 12084387 || 12084399 || 12084426 || 13732604 || 12084418 || 13732631 || 12084451 || 12084365 || 13732535 || 12084433 || 12084390 || 13732548 || 12084371 || 12084415 || 12084434 || 13732549 || 13732603 || 12084439 || 13732605 || 13732632 || 12084469 || 12084435 || 12084363 || 12084423 || 12084388 || 12084389 || 12084458 || 12084425 || 12084460 || 12084360 || 12084385 || 12084386 || 12084370 || 12084438 || 12084459 || 12084372 || 12084361 || 12084461 || 12084362 || 12084416 || 12084424 || 12084462 || 13732638 || 13732592"
"Druh","CZ0323826","Dobøany","Bombina variegata",1193,2022-05-10,2024-07-24,"Krajský úøad Plzeòského kraje","VEGETACE_P7",95.45,30,"% lokalit v dobrém stavu","dobrý","zhoršující se",2025-04-10,"RP SCHKO Èeský les","13732633 || 12084394 || 12084382 || 13732606 || 12084404 || 12084374 || 13732563 || 12084379 || 13732617 || 12084391 || 12084367 || 12084366 || 12084450 || 12084387 || 12084399 || 12084426 || 13732604 || 12084418 || 13732631 || 12084451 || 12084365 || 13732535 || 12084433 || 12084390 || 13732548 || 12084371 || 12084415 || 12084434 || 13732549 || 13732603 || 12084439 || 13732605 || 13732632 || 12084469 || 12084435 || 12084363 || 12084423 || 12084388 || 12084389 || 12084458 || 12084425 || 12084460 || 12084360 || 12084385 || 12084386 || 12084370 || 12084438 || 12084459 || 12084372 || 12084361 || 12084461 || 12084362 || 12084416 || 12084424 || 12084462 || 13732638 || 13732592"
"Druh","CZ0323826","Dobøany","Bombina variegata",1193,2022-05-10,2024-07-24,"Krajský úøad Plzeòského kraje","ZASTIN_P9",100,30,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP SCHKO Èeský les","13732633 || 12084394 || 12084382 || 13732606 || 12084404 || 12084374 || 13732563 || 12084379 || 13732617 || 12084391 || 12084367 || 12084366 || 12084450 || 12084387 || 12084399 || 12084426 || 13732604 || 12084418 || 13732631 || 12084451 || 12084365 || 13732535 || 12084433 || 12084390 || 13732548 || 12084371 || 12084415 || 12084434 || 13732549 || 13732603 || 12084439 || 13732605 || 13732632 || 12084469 || 12084435 || 12084363 || 12084423 || 12084388 || 12084389 || 12084458 || 12084425 || 12084460 || 12084360 || 12084385 || 12084386 || 12084370 || 12084438 || 12084459 || 12084372 || 12084361 || 12084461 || 12084362 || 12084416 || 12084424 || 12084462 || 13732638 || 13732592"
"Druh","CZ0323826","Dobøany","Bombina variegata",1193,2022-05-10,2024-07-24,"Krajský úøad Plzeòského kraje","UHYN_P10",100,30,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP SCHKO Èeský les","13732633 || 12084394 || 12084382 || 13732606 || 12084404 || 12084374 || 13732563 || 12084379 || 13732617 || 12084391 || 12084367 || 12084366 || 12084450 || 12084387 || 12084399 || 12084426 || 13732604 || 12084418 || 13732631 || 12084451 || 12084365 || 13732535 || 12084433 || 12084390 || 13732548 || 12084371 || 12084415 || 12084434 || 13732549 || 13732603 || 12084439 || 13732605 || 13732632 || 12084469 || 12084435 || 12084363 || 12084423 || 12084388 || 12084389 || 12084458 || 12084425 || 12084460 || 12084360 || 12084385 || 12084386 || 12084370 || 12084438 || 12084459 || 12084372 || 12084361 || 12084461 || 12084362 || 12084416 || 12084424 || 12084462 || 13732638 || 13732592"
"Druh","CZ0323826","Dobøany","Bombina variegata",1193,2022-05-10,2024-07-24,"Krajský úøad Plzeòského kraje","CELKOVE_P0",72.73,30,"% lokalit v dobrém stavu","dobrý","zlepšující se",2025-04-10,"RP SCHKO Èeský les","13732633 || 12084394 || 12084382 || 13732606 || 12084404 || 12084374 || 13732563 || 12084379 || 13732617 || 12084391 || 12084367 || 12084366 || 12084450 || 12084387 || 12084399 || 12084426 || 13732604 || 12084418 || 13732631 || 12084451 || 12084365 || 13732535 || 12084433 || 12084390 || 13732548 || 12084371 || 12084415 || 12084434 || 13732549 || 13732603 || 12084439 || 13732605 || 13732632 || 12084469 || 12084435 || 12084363 || 12084423 || 12084388 || 12084389 || 12084458 || 12084425 || 12084460 || 12084360 || 12084385 || 12084386 || 12084370 || 12084438 || 12084459 || 12084372 || 12084361 || 12084461 || 12084362 || 12084416 || 12084424 || 12084462 || 13732638 || 13732592"
"Druh","CZ0323826","Dobøany","Bombina variegata",1193,2022-05-10,2024-07-24,"Krajský úøad Plzeòského kraje","POCET_HODNOCENYCH_LOKALIT",22,NA,"poèet dílèích lokalit","nehodnocen","setrvalý",2025-04-10,"RP SCHKO Èeský les","13732633 || 12084394 || 12084382 || 13732606 || 12084404 || 12084374 || 13732563 || 12084379 || 13732617 || 12084391 || 12084367 || 12084366 || 12084450 || 12084387 || 12084399 || 12084426 || 13732604 || 12084418 || 13732631 || 12084451 || 12084365 || 13732535 || 12084433 || 12084390 || 13732548 || 12084371 || 12084415 || 12084434 || 13732549 || 13732603 || 12084439 || 13732605 || 13732632 || 12084469 || 12084435 || 12084363 || 12084423 || 12084388 || 12084389 || 12084458 || 12084425 || 12084460 || 12084360 || 12084385 || 12084386 || 12084370 || 12084438 || 12084459 || 12084372 || 12084361 || 12084461 || 12084362 || 12084416 || 12084424 || 12084462 || 13732638 || 13732592"
"Druh","CZ0323826","Dobøany","Bombina variegata",1193,2022-05-10,2024-07-24,"Krajský úøad Plzeòského kraje","CELKOVE_HODNOCENI",NA,NA,"hodnocení dílèích parametrù","dobrý","neznámý",2025-04-10,"RP SCHKO Èeský les","13732633 || 12084394 || 12084382 || 13732606 || 12084404 || 12084374 || 13732563 || 12084379 || 13732617 || 12084391 || 12084367 || 12084366 || 12084450 || 12084387 || 12084399 || 12084426 || 13732604 || 12084418 || 13732631 || 12084451 || 12084365 || 13732535 || 12084433 || 12084390 || 13732548 || 12084371 || 12084415 || 12084434 || 13732549 || 13732603 || 12084439 || 13732605 || 13732632 || 12084469 || 12084435 || 12084363 || 12084423 || 12084388 || 12084389 || 12084458 || 12084425 || 12084460 || 12084360 || 12084385 || 12084386 || 12084370 || 12084438 || 12084459 || 12084372 || 12084361 || 12084461 || 12084362 || 12084416 || 12084424 || 12084462 || 13732638 || 13732592"
"Druh","CZ0713394","Dolní a Prostøední Svrèov","Bombina bombina",1188,2022-04-10,2024-07-10,"Krajský úøad Olomouckého kraje","PRESENCE_P1a",0,50,"% lokalit v dobrém stavu","špatný","setrvalý",2025-04-10,"RP Olomoucko","12226134 || 12232919 || 12746078 || 12746077 || 12226132 || 13390038 || 13390047 || 12226198 || 12746079 || 13390050 || 12226108 || 12746112 || 12226205 || 13390045 || 12226072 || 12226100 || 12746126 || 13390036 || 13390122 || 12746098 || 12226128 || 12746080 || 12226133 || 12226201 || 12746113 || 13390057 || 13390062 || 12226075 || 12226163 || 12746162 || 12746099 || 13390055 || 12226202 || 12226212 || 13390098"
"Druh","CZ0713394","Dolní a Prostøední Svrèov","Bombina bombina",1188,2022-04-10,2024-07-10,"Krajský úøad Olomouckého kraje","POCET_MIN",0,NA,"volající samci","nehodnocen","setrvalý",2025-04-10,"RP Olomoucko","12226134 || 12232919 || 12746078 || 12746077 || 12226132 || 13390038 || 13390047 || 12226198 || 12746079 || 13390050 || 12226108 || 12746112 || 12226205 || 13390045 || 12226072 || 12226100 || 12746126 || 13390036 || 13390122 || 12746098 || 12226128 || 12746080 || 12226133 || 12226201 || 12746113 || 13390057 || 13390062 || 12226075 || 12226163 || 12746162 || 12746099 || 13390055 || 12226202 || 12226212 || 13390098"
"Druh","CZ0713394","Dolní a Prostøední Svrèov","Bombina bombina",1188,2022-04-10,2024-07-10,"Krajský úøad Olomouckého kraje","POCET_MAX",0,NA,"volající samci","nehodnocen","setrvalý",2025-04-10,"RP Olomoucko","12226134 || 12232919 || 12746078 || 12746077 || 12226132 || 13390038 || 13390047 || 12226198 || 12746079 || 13390050 || 12226108 || 12746112 || 12226205 || 13390045 || 12226072 || 12226100 || 12746126 || 13390036 || 13390122 || 12746098 || 12226128 || 12746080 || 12226133 || 12226201 || 12746113 || 13390057 || 13390062 || 12226075 || 12226163 || 12746162 || 12746099 || 13390055 || 12226202 || 12226212 || 13390098"
"Druh","CZ0713394","Dolní a Prostøední Svrèov","Bombina bombina",1188,2022-04-10,2024-07-10,"Krajský úøad Olomouckého kraje","POPULACE_P1b",0,50,"% lokalit v dobrém stavu","špatný","setrvalý",2025-04-10,"RP Olomoucko","12226134 || 12232919 || 12746078 || 12746077 || 12226132 || 13390038 || 13390047 || 12226198 || 12746079 || 13390050 || 12226108 || 12746112 || 12226205 || 13390045 || 12226072 || 12226100 || 12746126 || 13390036 || 13390122 || 12746098 || 12226128 || 12746080 || 12226133 || 12226201 || 12746113 || 13390057 || 13390062 || 12226075 || 12226163 || 12746162 || 12746099 || 13390055 || 12226202 || 12226212 || 13390098"
"Druh","CZ0713394","Dolní a Prostøední Svrèov","Bombina bombina",1188,2022-04-10,2024-07-10,"Krajský úøad Olomouckého kraje","REPRODUKCE_P2",NA,NA,"% lokalit v dobrém stavu","nehodnocen","neznámý",2025-04-10,"RP Olomoucko","12226134 || 12232919 || 12746078 || 12746077 || 12226132 || 13390038 || 13390047 || 12226198 || 12746079 || 13390050 || 12226108 || 12746112 || 12226205 || 13390045 || 12226072 || 12226100 || 12746126 || 13390036 || 13390122 || 12746098 || 12226128 || 12746080 || 12226133 || 12226201 || 12746113 || 13390057 || 13390062 || 12226075 || 12226163 || 12746162 || 12746099 || 13390055 || 12226202 || 12226212 || 13390098"
"Druh","CZ0713394","Dolní a Prostøední Svrèov","Bombina bombina",1188,2022-04-10,2024-07-10,"Krajský úøad Olomouckého kraje","ZTRATA_BIOTOPU_P3",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP Olomoucko","12226134 || 12232919 || 12746078 || 12746077 || 12226132 || 13390038 || 13390047 || 12226198 || 12746079 || 13390050 || 12226108 || 12746112 || 12226205 || 13390045 || 12226072 || 12226100 || 12746126 || 13390036 || 13390122 || 12746098 || 12226128 || 12746080 || 12226133 || 12226201 || 12746113 || 13390057 || 13390062 || 12226075 || 12226163 || 12746162 || 12746099 || 13390055 || 12226202 || 12226212 || 13390098"
"Druh","CZ0713394","Dolní a Prostøední Svrèov","Bombina bombina",1188,2022-04-10,2024-07-10,"Krajský úøad Olomouckého kraje","TLAK_RYB_P4",60,50,"% lokalit v dobrém stavu","dobrý","zlepšující se",2025-04-10,"RP Olomoucko","12226134 || 12232919 || 12746078 || 12746077 || 12226132 || 13390038 || 13390047 || 12226198 || 12746079 || 13390050 || 12226108 || 12746112 || 12226205 || 13390045 || 12226072 || 12226100 || 12746126 || 13390036 || 13390122 || 12746098 || 12226128 || 12746080 || 12226133 || 12226201 || 12746113 || 13390057 || 13390062 || 12226075 || 12226163 || 12746162 || 12746099 || 13390055 || 12226202 || 12226212 || 13390098"
"Druh","CZ0713394","Dolní a Prostøední Svrèov","Bombina bombina",1188,2022-04-10,2024-07-10,"Krajský úøad Olomouckého kraje","MANIPULACE_HLADINOU_P5",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP Olomoucko","12226134 || 12232919 || 12746078 || 12746077 || 12226132 || 13390038 || 13390047 || 12226198 || 12746079 || 13390050 || 12226108 || 12746112 || 12226205 || 13390045 || 12226072 || 12226100 || 12746126 || 13390036 || 13390122 || 12746098 || 12226128 || 12746080 || 12226133 || 12226201 || 12746113 || 13390057 || 13390062 || 12226075 || 12226163 || 12746162 || 12746099 || 13390055 || 12226202 || 12226212 || 13390098"
"Druh","CZ0713394","Dolní a Prostøední Svrèov","Bombina bombina",1188,2022-04-10,2024-07-10,"Krajský úøad Olomouckého kraje","VYSYCHANI_P6",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP Olomoucko","12226134 || 12232919 || 12746078 || 12746077 || 12226132 || 13390038 || 13390047 || 12226198 || 12746079 || 13390050 || 12226108 || 12746112 || 12226205 || 13390045 || 12226072 || 12226100 || 12746126 || 13390036 || 13390122 || 12746098 || 12226128 || 12746080 || 12226133 || 12226201 || 12746113 || 13390057 || 13390062 || 12226075 || 12226163 || 12746162 || 12746099 || 13390055 || 12226202 || 12226212 || 13390098"
"Druh","CZ0713394","Dolní a Prostøední Svrèov","Bombina bombina",1188,2022-04-10,2024-07-10,"Krajský úøad Olomouckého kraje","PRUHLEDNOST_P8",80,50,"% lokalit v dobrém stavu","dobrý","zhoršující se",2025-04-10,"RP Olomoucko","12226134 || 12232919 || 12746078 || 12746077 || 12226132 || 13390038 || 13390047 || 12226198 || 12746079 || 13390050 || 12226108 || 12746112 || 12226205 || 13390045 || 12226072 || 12226100 || 12746126 || 13390036 || 13390122 || 12746098 || 12226128 || 12746080 || 12226133 || 12226201 || 12746113 || 13390057 || 13390062 || 12226075 || 12226163 || 12746162 || 12746099 || 13390055 || 12226202 || 12226212 || 13390098"
"Druh","CZ0713394","Dolní a Prostøední Svrèov","Bombina bombina",1188,2022-04-10,2024-07-10,"Krajský úøad Olomouckého kraje","ZASTIN_P9",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP Olomoucko","12226134 || 12232919 || 12746078 || 12746077 || 12226132 || 13390038 || 13390047 || 12226198 || 12746079 || 13390050 || 12226108 || 12746112 || 12226205 || 13390045 || 12226072 || 12226100 || 12746126 || 13390036 || 13390122 || 12746098 || 12226128 || 12746080 || 12226133 || 12226201 || 12746113 || 13390057 || 13390062 || 12226075 || 12226163 || 12746162 || 12746099 || 13390055 || 12226202 || 12226212 || 13390098"
"Druh","CZ0713394","Dolní a Prostøední Svrèov","Bombina bombina",1188,2022-04-10,2024-07-10,"Krajský úøad Olomouckého kraje","UHYN_P10",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP Olomoucko","12226134 || 12232919 || 12746078 || 12746077 || 12226132 || 13390038 || 13390047 || 12226198 || 12746079 || 13390050 || 12226108 || 12746112 || 12226205 || 13390045 || 12226072 || 12226100 || 12746126 || 13390036 || 13390122 || 12746098 || 12226128 || 12746080 || 12226133 || 12226201 || 12746113 || 13390057 || 13390062 || 12226075 || 12226163 || 12746162 || 12746099 || 13390055 || 12226202 || 12226212 || 13390098"
"Druh","CZ0713394","Dolní a Prostøední Svrèov","Bombina bombina",1188,2022-04-10,2024-07-10,"Krajský úøad Olomouckého kraje","CELKOVE_P0",0,50,"% lokalit v dobrém stavu","špatný","setrvalý",2025-04-10,"RP Olomoucko","12226134 || 12232919 || 12746078 || 12746077 || 12226132 || 13390038 || 13390047 || 12226198 || 12746079 || 13390050 || 12226108 || 12746112 || 12226205 || 13390045 || 12226072 || 12226100 || 12746126 || 13390036 || 13390122 || 12746098 || 12226128 || 12746080 || 12226133 || 12226201 || 12746113 || 13390057 || 13390062 || 12226075 || 12226163 || 12746162 || 12746099 || 13390055 || 12226202 || 12226212 || 13390098"
"Druh","CZ0713394","Dolní a Prostøední Svrèov","Bombina bombina",1188,2022-04-10,2024-07-10,"Krajský úøad Olomouckého kraje","POCET_HODNOCENYCH_LOKALIT",5,NA,"poèet dílèích lokalit","nehodnocen","setrvalý",2025-04-10,"RP Olomoucko","12226134 || 12232919 || 12746078 || 12746077 || 12226132 || 13390038 || 13390047 || 12226198 || 12746079 || 13390050 || 12226108 || 12746112 || 12226205 || 13390045 || 12226072 || 12226100 || 12746126 || 13390036 || 13390122 || 12746098 || 12226128 || 12746080 || 12226133 || 12226201 || 12746113 || 13390057 || 13390062 || 12226075 || 12226163 || 12746162 || 12746099 || 13390055 || 12226202 || 12226212 || 13390098"
"Druh","CZ0713394","Dolní a Prostøední Svrèov","Bombina bombina",1188,2022-04-10,2024-07-10,"Krajský úøad Olomouckého kraje","CELKOVE_HODNOCENI",NA,NA,"hodnocení dílèích parametrù","špatný","setrvalý",2025-04-10,"RP Olomoucko","12226134 || 12232919 || 12746078 || 12746077 || 12226132 || 13390038 || 13390047 || 12226198 || 12746079 || 13390050 || 12226108 || 12746112 || 12226205 || 13390045 || 12226072 || 12226100 || 12746126 || 13390036 || 13390122 || 12746098 || 12226128 || 12746080 || 12226133 || 12226201 || 12746113 || 13390057 || 13390062 || 12226075 || 12226163 || 12746162 || 12746099 || 13390055 || 12226202 || 12226212 || 13390098"
"Druh","CZ0813442","Dolní Marklovice","Bombina bombina",1188,2022-06-01,2024-10-17,"Krajský úøad Moravskoslezského kraje","PRESENCE_P1a",38.46,30,"% lokalit v dobrém stavu","dobrý","zlepšující se",2025-04-10,"RP Moravskoslezské","13826715 || 13732552 || 13820523 || 13820509 || 12226067 || 13820517 || 12226124 || 13826692 || 12226179 || 13820515 || 13820529 || 13826741 || 12801175 || 12801243 || 12801139 || 13820548 || 13820540 || 12226157 || 13826728 || 12226098 || 12226228 || 12226199 || 12226222 || 12226192 || 12747423 || 13820512 || 13826729 || 12747408 || 13820521 || 12226068 || 12226130 || 13826712 || 12226242 || 12747433 || 13820526 || 12747434 || 13820519 || 12747432 || 13820511 || 13820520 || 13826743 || 11978796 || 12226090 || 12747387 || 12226095 || 12791103 || 13826736 || 11978794 || 12747431 || 13820531 || 13820499 || 12226223 || 12226162 || 12226195 || 13820513 || 13826698 || 13820527 || 12034903 || 12226127 || 12747416 || 12780016 || 13820502 || 13820542 || 13826739 || 12747435 || 12226071 || 12226125 || 12747417 || 12034999 || 12747406 || 13820500 || 12226220 || 13826727 || 13820539 || 12226094 || 12747436 || 12034957 || 13820503 || 13820528 || 12226197 || 12226091 || 12034960 || 12747393 || 12747419 || 12747394 || 13820514 || 12226194 || 13826699 || 13820550 || 12747418 || 12226156 || 12035000"
