"typ_predmetu_hodnoceni","kod_chu","nazev_chu","druh","feature_code","hodnocene_obdobi_od","hodnocene_obdobi_do","oop","parametr_nazev","parametr_hodnota","parametr_limit","parametr_jednotka","stav","trend","datum_hodnoceni","pracoviste","ID_ND_AKCE"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Triturus cristatus",1166,2023-05-05,2024-04-25,"AOPK ÈR - RP Vysoèina","POCET_MAX",60,NA,"adulti","nehodnocen","zlepšující se",2025-04-10,"RP Vysoèina","13732571 || 12772646 || 12756412 || 12756414 || 12756395 || 12756420 || 12756407 || 13732619"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Triturus cristatus",1166,2023-05-05,2024-04-25,"AOPK ÈR - RP Vysoèina","POPULACE_P1b",100,50,"% lokalit v dobrém stavu","dobrý","neznámý",2025-04-10,"RP Vysoèina","13732571 || 12772646 || 12756412 || 12756414 || 12756395 || 12756420 || 12756407 || 13732619"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Triturus cristatus",1166,2023-05-05,2024-04-25,"AOPK ÈR - RP Vysoèina","REPRODUKCE_P2",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP Vysoèina","13732571 || 12772646 || 12756412 || 12756414 || 12756395 || 12756420 || 12756407 || 13732619"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Triturus cristatus",1166,2023-05-05,2024-04-25,"AOPK ÈR - RP Vysoèina","ZTRATA_BIOTOPU_P3",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP Vysoèina","13732571 || 12772646 || 12756412 || 12756414 || 12756395 || 12756420 || 12756407 || 13732619"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Triturus cristatus",1166,2023-05-05,2024-04-25,"AOPK ÈR - RP Vysoèina","TLAK_RYB_P4",50,50,"% lokalit v dobrém stavu","dobrý","zhoršující se",2025-04-10,"RP Vysoèina","13732571 || 12772646 || 12756412 || 12756414 || 12756395 || 12756420 || 12756407 || 13732619"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Triturus cristatus",1166,2023-05-05,2024-04-25,"AOPK ÈR - RP Vysoèina","MANIPULACE_HLADINOU_P5",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP Vysoèina","13732571 || 12772646 || 12756412 || 12756414 || 12756395 || 12756420 || 12756407 || 13732619"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Triturus cristatus",1166,2023-05-05,2024-04-25,"AOPK ÈR - RP Vysoèina","VYSYCHANI_P6",100,50,"% lokalit v dobrém stavu","dobrý","zlepšující se",2025-04-10,"RP Vysoèina","13732571 || 12772646 || 12756412 || 12756414 || 12756395 || 12756420 || 12756407 || 13732619"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Triturus cristatus",1166,2023-05-05,2024-04-25,"AOPK ÈR - RP Vysoèina","VEGETACE_P7",50,50,"% lokalit v dobrém stavu","dobrý","zhoršující se",2025-04-10,"RP Vysoèina","13732571 || 12772646 || 12756412 || 12756414 || 12756395 || 12756420 || 12756407 || 13732619"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Triturus cristatus",1166,2023-05-05,2024-04-25,"AOPK ÈR - RP Vysoèina","PRUHLEDNOST_P8",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP Vysoèina","13732571 || 12772646 || 12756412 || 12756414 || 12756395 || 12756420 || 12756407 || 13732619"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Triturus cristatus",1166,2023-05-05,2024-04-25,"AOPK ÈR - RP Vysoèina","UHYN_P10",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP Vysoèina","13732571 || 12772646 || 12756412 || 12756414 || 12756395 || 12756420 || 12756407 || 13732619"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Triturus cristatus",1166,2023-05-05,2024-04-25,"AOPK ÈR - RP Vysoèina","CELKOVE_P0",75,50,"% lokalit v dobrém stavu","dobrý","zhoršující se",2025-04-10,"RP Vysoèina","13732571 || 12772646 || 12756412 || 12756414 || 12756395 || 12756420 || 12756407 || 13732619"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Triturus cristatus",1166,2023-05-05,2024-04-25,"AOPK ÈR - RP Vysoèina","CELKOVE_HODNOCENI",NA,NA,"hodnocení dílèích parametrù","dobrý","neznámý",2025-04-10,"RP Vysoèina","13732571 || 12772646 || 12756412 || 12756414 || 12756395 || 12756420 || 12756407 || 13732619"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Triturus cristatus",1166,2023-05-05,2024-04-25,"AOPK ÈR - RP Vysoèina","POCET_HODNOCENYCH_LOKALIT",2,NA,"poèet dílèích lokalit","nehodnocen","zlepšující se",2025-04-10,"RP Vysoèina","13732571 || 12772646 || 12756412 || 12756414 || 12756395 || 12756420 || 12756407 || 13732619"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Bombina bombina",1188,2022-04-28,2024-04-25,"AOPK ÈR - RP Vysoèina","PRESENCE_P1a",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP Vysoèina","12082887 || 12082828 || 12082861 || 13732642 || 12082883 || 12756372 || 12756425 || 12756362 || 12756382 || 12756358 || 13732618 || 12756439"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Bombina bombina",1188,2022-04-28,2024-04-25,"AOPK ÈR - RP Vysoèina","POCET_MIN",22,NA,"volající samci","nehodnocen","zhoršující se",2025-04-10,"RP Vysoèina","12082887 || 12082828 || 12082861 || 13732642 || 12082883 || 12756372 || 12756425 || 12756362 || 12756382 || 12756358 || 13732618 || 12756439"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Bombina bombina",1188,2022-04-28,2024-04-25,"AOPK ÈR - RP Vysoèina","POCET_MAX",100,NA,"volající samci","nehodnocen","setrvalý",2025-04-10,"RP Vysoèina","12082887 || 12082828 || 12082861 || 13732642 || 12082883 || 12756372 || 12756425 || 12756362 || 12756382 || 12756358 || 13732618 || 12756439"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Bombina bombina",1188,2022-04-28,2024-04-25,"AOPK ÈR - RP Vysoèina","POPULACE_P1b",100,50,"% lokalit v dobrém stavu","dobrý","zlepšující se",2025-04-10,"RP Vysoèina","12082887 || 12082828 || 12082861 || 13732642 || 12082883 || 12756372 || 12756425 || 12756362 || 12756382 || 12756358 || 13732618 || 12756439"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Bombina bombina",1188,2022-04-28,2024-04-25,"AOPK ÈR - RP Vysoèina","REPRODUKCE_P2",NA,NA,"% lokalit v dobrém stavu","nehodnocen","neznámý",2025-04-10,"RP Vysoèina","12082887 || 12082828 || 12082861 || 13732642 || 12082883 || 12756372 || 12756425 || 12756362 || 12756382 || 12756358 || 13732618 || 12756439"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Bombina bombina",1188,2022-04-28,2024-04-25,"AOPK ÈR - RP Vysoèina","ZTRATA_BIOTOPU_P3",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP Vysoèina","12082887 || 12082828 || 12082861 || 13732642 || 12082883 || 12756372 || 12756425 || 12756362 || 12756382 || 12756358 || 13732618 || 12756439"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Bombina bombina",1188,2022-04-28,2024-04-25,"AOPK ÈR - RP Vysoèina","TLAK_RYB_P4",50,50,"% lokalit v dobrém stavu","dobrý","zhoršující se",2025-04-10,"RP Vysoèina","12082887 || 12082828 || 12082861 || 13732642 || 12082883 || 12756372 || 12756425 || 12756362 || 12756382 || 12756358 || 13732618 || 12756439"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Bombina bombina",1188,2022-04-28,2024-04-25,"AOPK ÈR - RP Vysoèina","MANIPULACE_HLADINOU_P5",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP Vysoèina","12082887 || 12082828 || 12082861 || 13732642 || 12082883 || 12756372 || 12756425 || 12756362 || 12756382 || 12756358 || 13732618 || 12756439"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Bombina bombina",1188,2022-04-28,2024-04-25,"AOPK ÈR - RP Vysoèina","VYSYCHANI_P6",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP Vysoèina","12082887 || 12082828 || 12082861 || 13732642 || 12082883 || 12756372 || 12756425 || 12756362 || 12756382 || 12756358 || 13732618 || 12756439"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Bombina bombina",1188,2022-04-28,2024-04-25,"AOPK ÈR - RP Vysoèina","PRUHLEDNOST_P8",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP Vysoèina","12082887 || 12082828 || 12082861 || 13732642 || 12082883 || 12756372 || 12756425 || 12756362 || 12756382 || 12756358 || 13732618 || 12756439"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Bombina bombina",1188,2022-04-28,2024-04-25,"AOPK ÈR - RP Vysoèina","ZASTIN_P9",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP Vysoèina","12082887 || 12082828 || 12082861 || 13732642 || 12082883 || 12756372 || 12756425 || 12756362 || 12756382 || 12756358 || 13732618 || 12756439"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Bombina bombina",1188,2022-04-28,2024-04-25,"AOPK ÈR - RP Vysoèina","UHYN_P10",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP Vysoèina","12082887 || 12082828 || 12082861 || 13732642 || 12082883 || 12756372 || 12756425 || 12756362 || 12756382 || 12756358 || 13732618 || 12756439"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Bombina bombina",1188,2022-04-28,2024-04-25,"AOPK ÈR - RP Vysoèina","CELKOVE_P0",100,50,"% lokalit v dobrém stavu","dobrý","zlepšující se",2025-04-10,"RP Vysoèina","12082887 || 12082828 || 12082861 || 13732642 || 12082883 || 12756372 || 12756425 || 12756362 || 12756382 || 12756358 || 13732618 || 12756439"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Bombina bombina",1188,2022-04-28,2024-04-25,"AOPK ÈR - RP Vysoèina","POCET_HODNOCENYCH_LOKALIT",2,NA,"poèet dílèích lokalit","nehodnocen","zlepšující se",2025-04-10,"RP Vysoèina","12082887 || 12082828 || 12082861 || 13732642 || 12082883 || 12756372 || 12756425 || 12756362 || 12756382 || 12756358 || 13732618 || 12756439"
"Druh","CZ0533696","Kochánovické rybníky a tùnì","Bombina bombina",1188,2022-04-28,2024-04-25,"AOPK ÈR - RP Vysoèina","CELKOVE_HODNOCENI",NA,NA,"hodnocení dílèích parametrù","dobrý","zlepšující se",2025-04-10,"RP Vysoèina","12082887 || 12082828 || 12082861 || 13732642 || 12082883 || 12756372 || 12756425 || 12756362 || 12756382 || 12756358 || 13732618 || 12756439"
"Druh","CZ0423216","Kopistská výsypka","Triturus cristatus",1166,2022-04-20,2024-05-12,"Krajský úøad Ústeckého kraje","PRESENCE_P1a",100,50,"% lokalit v dobrém stavu","dobrý","zlepšující se",2025-04-10,"RP SCHKO Èeské støedohoøí","12057411 || 12057373 || 13123328 || 12057380 || 13123273 || 12057442 || 13409833 || 13116123 || 13409839 || 13116245 || 12057376 || 12057369 || 13116222 || 12057455 || 12057361 || 12057405 || 13116090 || 12057364 || 13116306 || 12057328 || 13116155 || 12057330 || 12057335 || 13121353 || 12057351 || 12057386 || 13121354 || 13121347 || 12057451 || 13121352 || 12057310 || 12057343 || 13121349 || 12057365 || 12057311 || 13409840 || 13121350 || 12057387 || 12548456"
"Druh","CZ0423216","Kopistská výsypka","Triturus cristatus",1166,2022-04-20,2024-05-12,"Krajský úøad Ústeckého kraje","POCET_MIN",17,NA,"adulti","nehodnocen","zlepšující se",2025-04-10,"RP SCHKO Èeské støedohoøí","12057411 || 12057373 || 13123328 || 12057380 || 13123273 || 12057442 || 13409833 || 13116123 || 13409839 || 13116245 || 12057376 || 12057369 || 13116222 || 12057455 || 12057361 || 12057405 || 13116090 || 12057364 || 13116306 || 12057328 || 13116155 || 12057330 || 12057335 || 13121353 || 12057351 || 12057386 || 13121354 || 13121347 || 12057451 || 13121352 || 12057310 || 12057343 || 13121349 || 12057365 || 12057311 || 13409840 || 13121350 || 12057387 || 12548456"
"Druh","CZ0423216","Kopistská výsypka","Triturus cristatus",1166,2022-04-20,2024-05-12,"Krajský úøad Ústeckého kraje","POCET_MAX",110,NA,"adulti","nehodnocen","zlepšující se",2025-04-10,"RP SCHKO Èeské støedohoøí","12057411 || 12057373 || 13123328 || 12057380 || 13123273 || 12057442 || 13409833 || 13116123 || 13409839 || 13116245 || 12057376 || 12057369 || 13116222 || 12057455 || 12057361 || 12057405 || 13116090 || 12057364 || 13116306 || 12057328 || 13116155 || 12057330 || 12057335 || 13121353 || 12057351 || 12057386 || 13121354 || 13121347 || 12057451 || 13121352 || 12057310 || 12057343 || 13121349 || 12057365 || 12057311 || 13409840 || 13121350 || 12057387 || 12548456"
"Druh","CZ0423216","Kopistská výsypka","Triturus cristatus",1166,2022-04-20,2024-05-12,"Krajský úøad Ústeckého kraje","POPULACE_P1b",100,50,"% lokalit v dobrém stavu","dobrý","zlepšující se",2025-04-10,"RP SCHKO Èeské støedohoøí","12057411 || 12057373 || 13123328 || 12057380 || 13123273 || 12057442 || 13409833 || 13116123 || 13409839 || 13116245 || 12057376 || 12057369 || 13116222 || 12057455 || 12057361 || 12057405 || 13116090 || 12057364 || 13116306 || 12057328 || 13116155 || 12057330 || 12057335 || 13121353 || 12057351 || 12057386 || 13121354 || 13121347 || 12057451 || 13121352 || 12057310 || 12057343 || 13121349 || 12057365 || 12057311 || 13409840 || 13121350 || 12057387 || 12548456"
"Druh","CZ0423216","Kopistská výsypka","Triturus cristatus",1166,2022-04-20,2024-05-12,"Krajský úøad Ústeckého kraje","REPRODUKCE_P2",14.29,50,"% lokalit v dobrém stavu","špatný","zhoršující se",2025-04-10,"RP SCHKO Èeské støedohoøí","12057411 || 12057373 || 13123328 || 12057380 || 13123273 || 12057442 || 13409833 || 13116123 || 13409839 || 13116245 || 12057376 || 12057369 || 13116222 || 12057455 || 12057361 || 12057405 || 13116090 || 12057364 || 13116306 || 12057328 || 13116155 || 12057330 || 12057335 || 13121353 || 12057351 || 12057386 || 13121354 || 13121347 || 12057451 || 13121352 || 12057310 || 12057343 || 13121349 || 12057365 || 12057311 || 13409840 || 13121350 || 12057387 || 12548456"
"Druh","CZ0423216","Kopistská výsypka","Triturus cristatus",1166,2022-04-20,2024-05-12,"Krajský úøad Ústeckého kraje","ZTRATA_BIOTOPU_P3",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP SCHKO Èeské støedohoøí","12057411 || 12057373 || 13123328 || 12057380 || 13123273 || 12057442 || 13409833 || 13116123 || 13409839 || 13116245 || 12057376 || 12057369 || 13116222 || 12057455 || 12057361 || 12057405 || 13116090 || 12057364 || 13116306 || 12057328 || 13116155 || 12057330 || 12057335 || 13121353 || 12057351 || 12057386 || 13121354 || 13121347 || 12057451 || 13121352 || 12057310 || 12057343 || 13121349 || 12057365 || 12057311 || 13409840 || 13121350 || 12057387 || 12548456"
"Druh","CZ0423216","Kopistská výsypka","Triturus cristatus",1166,2022-04-20,2024-05-12,"Krajský úøad Ústeckého kraje","TLAK_RYB_P4",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP SCHKO Èeské støedohoøí","12057411 || 12057373 || 13123328 || 12057380 || 13123273 || 12057442 || 13409833 || 13116123 || 13409839 || 13116245 || 12057376 || 12057369 || 13116222 || 12057455 || 12057361 || 12057405 || 13116090 || 12057364 || 13116306 || 12057328 || 13116155 || 12057330 || 12057335 || 13121353 || 12057351 || 12057386 || 13121354 || 13121347 || 12057451 || 13121352 || 12057310 || 12057343 || 13121349 || 12057365 || 12057311 || 13409840 || 13121350 || 12057387 || 12548456"
"Druh","CZ0423216","Kopistská výsypka","Triturus cristatus",1166,2022-04-20,2024-05-12,"Krajský úøad Ústeckého kraje","MANIPULACE_HLADINOU_P5",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP SCHKO Èeské støedohoøí","12057411 || 12057373 || 13123328 || 12057380 || 13123273 || 12057442 || 13409833 || 13116123 || 13409839 || 13116245 || 12057376 || 12057369 || 13116222 || 12057455 || 12057361 || 12057405 || 13116090 || 12057364 || 13116306 || 12057328 || 13116155 || 12057330 || 12057335 || 13121353 || 12057351 || 12057386 || 13121354 || 13121347 || 12057451 || 13121352 || 12057310 || 12057343 || 13121349 || 12057365 || 12057311 || 13409840 || 13121350 || 12057387 || 12548456"
"Druh","CZ0423216","Kopistská výsypka","Triturus cristatus",1166,2022-04-20,2024-05-12,"Krajský úøad Ústeckého kraje","VYSYCHANI_P6",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP SCHKO Èeské støedohoøí","12057411 || 12057373 || 13123328 || 12057380 || 13123273 || 12057442 || 13409833 || 13116123 || 13409839 || 13116245 || 12057376 || 12057369 || 13116222 || 12057455 || 12057361 || 12057405 || 13116090 || 12057364 || 13116306 || 12057328 || 13116155 || 12057330 || 12057335 || 13121353 || 12057351 || 12057386 || 13121354 || 13121347 || 12057451 || 13121352 || 12057310 || 12057343 || 13121349 || 12057365 || 12057311 || 13409840 || 13121350 || 12057387 || 12548456"
"Druh","CZ0423216","Kopistská výsypka","Triturus cristatus",1166,2022-04-20,2024-05-12,"Krajský úøad Ústeckého kraje","VEGETACE_P7",57.14,50,"% lokalit v dobrém stavu","dobrý","zhoršující se",2025-04-10,"RP SCHKO Èeské støedohoøí","12057411 || 12057373 || 13123328 || 12057380 || 13123273 || 12057442 || 13409833 || 13116123 || 13409839 || 13116245 || 12057376 || 12057369 || 13116222 || 12057455 || 12057361 || 12057405 || 13116090 || 12057364 || 13116306 || 12057328 || 13116155 || 12057330 || 12057335 || 13121353 || 12057351 || 12057386 || 13121354 || 13121347 || 12057451 || 13121352 || 12057310 || 12057343 || 13121349 || 12057365 || 12057311 || 13409840 || 13121350 || 12057387 || 12548456"
"Druh","CZ0423216","Kopistská výsypka","Triturus cristatus",1166,2022-04-20,2024-05-12,"Krajský úøad Ústeckého kraje","PRUHLEDNOST_P8",57.14,50,"% lokalit v dobrém stavu","dobrý","zhoršující se",2025-04-10,"RP SCHKO Èeské støedohoøí","12057411 || 12057373 || 13123328 || 12057380 || 13123273 || 12057442 || 13409833 || 13116123 || 13409839 || 13116245 || 12057376 || 12057369 || 13116222 || 12057455 || 12057361 || 12057405 || 13116090 || 12057364 || 13116306 || 12057328 || 13116155 || 12057330 || 12057335 || 13121353 || 12057351 || 12057386 || 13121354 || 13121347 || 12057451 || 13121352 || 12057310 || 12057343 || 13121349 || 12057365 || 12057311 || 13409840 || 13121350 || 12057387 || 12548456"
"Druh","CZ0423216","Kopistská výsypka","Triturus cristatus",1166,2022-04-20,2024-05-12,"Krajský úøad Ústeckého kraje","UHYN_P10",100,50,"% lokalit v dobrém stavu","dobrý","setrvalý",2025-04-10,"RP SCHKO Èeské støedohoøí","12057411 || 12057373 || 13123328 || 12057380 || 13123273 || 12057442 || 13409833 || 13116123 || 13409839 || 13116245 || 12057376 || 12057369 || 13116222 || 12057455 || 12057361 || 12057405 || 13116090 || 12057364 || 13116306 || 12057328 || 13116155 || 12057330 || 12057335 || 13121353 || 12057351 || 12057386 || 13121354 || 13121347 || 12057451 || 13121352 || 12057310 || 12057343 || 13121349 || 12057365 || 12057311 || 13409840 || 13121350 || 12057387 || 12548456"
"Druh","CZ0423216","Kopistská výsypka","Triturus cristatus",1166,2022-04-20,2024-05-12,"Krajský úøad Ústeckého kraje","CELKOVE_P0",85.71,50,"% lokalit v dobrém stavu","dobrý","zlepšující se",2025-04-10,"RP SCHKO Èeské støedohoøí","12057411 || 12057373 || 13123328 || 12057380 || 13123273 || 12057442 || 13409833 || 13116123 || 13409839 || 13116245 || 12057376 || 12057369 || 13116222 || 12057455 || 12057361 || 12057405 || 13116090 || 12057364 || 13116306 || 12057328 || 13116155 || 12057330 || 12057335 || 13121353 || 12057351 || 12057386 || 13121354 || 13121347 || 12057451 || 13121352 || 12057310 || 12057343 || 13121349 || 12057365 || 12057311 || 13409840 || 13121350 || 12057387 || 12548456"
"Druh","CZ0423216","Kopistská výsypka","Triturus cristatus",1166,2022-04-20,2024-05-12,"Krajský úøad Ústeckého kraje","CELKOVE_HODNOCENI",NA,NA,"hodnocení dílèích parametrù","špatný","setrvalý",2025-04-10,"RP SCHKO Èeské støedohoøí","12057411 || 12057373 || 13123328 || 12057380 || 13123273 || 12057442 || 13409833 || 13116123 || 13409839 || 13116245 || 12057376 || 12057369 || 13116222 || 12057455 || 12057361 || 12057405 || 13116090 || 12057364 || 13116306 || 12057328 || 13116155 || 12057330 || 12057335 || 13121353 || 12057351 || 12057386 || 13121354 || 13121347 || 12057451 || 13121352 || 12057310 || 12057343 || 13121349 || 12057365 || 12057311 || 13409840 || 13121350 || 12057387 || 12548456"
"Druh","CZ0423216","Kopistská výsypka","Triturus cristatus",1166,2022-04-20,2024-05-12,"Krajský úøad Ústeckého kraje","POCET_HODNOCENYCH_LOKALIT",7,NA,"poèet dílèích lokalit","nehodnocen","setrvalý",2025-04-10,"RP SCHKO Èeské støedohoøí","12057411 || 12057373 || 13123328 || 12057380 || 13123273 || 12057442 || 13409833 || 13116123 || 13409839 || 13116245 || 12057376 || 12057369 || 13116222 || 12057455 || 12057361 || 12057405 || 13116090 || 12057364 || 13116306 || 12057328 || 13116155 || 12057330 || 12057335 || 13121353 || 12057351 || 12057386 || 13121354 || 13121347 || 12057451 || 13121352 || 12057310 || 12057343 || 13121349 || 12057365 || 12057311 || 13409840 || 13121350 || 12057387 || 12548456"
"Druh","CZ0423216","Kopistská výsypka","Bombina bombina",1188,2022-04-15,2024-05-12,"Krajský úøad Ústeckého kraje","PRESENCE_P1a",95,30,"% lokalit v dobrém stavu","dobrý","zlepšující se",2025-04-10,"RP SCHKO Èeské støedohoøí","12546396 || 13409844 || 12057366 || 12546410 || 13409826 || 12546395 || 12057344 || 12057439 || 13123328 || 12548487 || 12548472 || 12057341 || 12057424 || 13409827 || 12548488 || 13409845 || 12057327 || 12546397 || 12057440 || 13437190 || 13437177 || 12546401 || 12546414 || 12057441 || 12057381 || 12546416 || 12546411 || 13437166 || 13437250 || 12546415 || 13437191 || 12057413 || 12548476 || 12057425 || 13437216 || 12548482 || 12548453 || 12057342 || 12057345 || 12548489 || 13437232 || 12548462 || 13437186 || 12546402 || 12057394 || 12057418 || 12546417 || 12546418 || 13437150 || 13437227 || 12057388 || 12546399 || 12546412 || 12057346 || 12546413 || 12057408 || 12057449 || 12548479 || 12548468 || 12057389 || 12548490 || 12057390 || 12548480 || 12548457 || 12057446 || 12548459 || 12548475 || 12548465 || 12057354 || 12548463 || 12057459 || 12057347 || 12548458 || 12553133 || 13437207 || 12548481 || 12548469 || 12548493 || 13437162 || 12057398 || 12057399 || 12057395 || 12548474 || 12057372 || 13439581 || 12548486 || 12548467 || 13439570 || 12057312 || 12057314 || 12548470 || 12548491 || 12548471 || 12057426 || 13116245 || 12057412 || 13409839 || 12548477 || 13409833 || 13116123 || 12548455 || 12548483 || 12057431 || 12546394 || 12546408 || 13409824 || 13409825 || 12057370 || 13116222 || 12057452 || 12546409 || 12057437 || 13116090 || 13116306 || 13116155 || 13121347 || 13121352 || 12057325 || 12057336 || 13409840 || 13409831 || 13121349 || 12548484 || 12057401 || 13121350 || 12548456 || 12548466"
"Druh","CZ0423216","Kopistská výsypka","Bombina bombina",1188,2022-04-15,2024-05-12,"Krajský úøad Ústeckého kraje","POCET_MIN",629,NA,"volající samci","nehodnocen","zlepšující se",2025-04-10,"RP SCHKO Èeské støedohoøí","12546396 || 13409844 || 12057366 || 12546410 || 13409826 || 12546395 || 12057344 || 12057439 || 13123328 || 12548487 || 12548472 || 12057341 || 12057424 || 13409827 || 12548488 || 13409845 || 12057327 || 12546397 || 12057440 || 13437190 || 13437177 || 12546401 || 12546414 || 12057441 || 12057381 || 12546416 || 12546411 || 13437166 || 13437250 || 12546415 || 13437191 || 12057413 || 12548476 || 12057425 || 13437216 || 12548482 || 12548453 || 12057342 || 12057345 || 12548489 || 13437232 || 12548462 || 13437186 || 12546402 || 12057394 || 12057418 || 12546417 || 12546418 || 13437150 || 13437227 || 12057388 || 12546399 || 12546412 || 12057346 || 12546413 || 12057408 || 12057449 || 12548479 || 12548468 || 12057389 || 12548490 || 12057390 || 12548480 || 12548457 || 12057446 || 12548459 || 12548475 || 12548465 || 12057354 || 12548463 || 12057459 || 12057347 || 12548458 || 12553133 || 13437207 || 12548481 || 12548469 || 12548493 || 13437162 || 12057398 || 12057399 || 12057395 || 12548474 || 12057372 || 13439581 || 12548486 || 12548467 || 13439570 || 12057312 || 12057314 || 12548470 || 12548491 || 12548471 || 12057426 || 13116245 || 12057412 || 13409839 || 12548477 || 13409833 || 13116123 || 12548455 || 12548483 || 12057431 || 12546394 || 12546408 || 13409824 || 13409825 || 12057370 || 13116222 || 12057452 || 12546409 || 12057437 || 13116090 || 13116306 || 13116155 || 13121347 || 13121352 || 12057325 || 12057336 || 13409840 || 13409831 || 13121349 || 12548484 || 12057401 || 13121350 || 12548456 || 12548466"
"Druh","CZ0423216","Kopistská výsypka","Bombina bombina",1188,2022-04-15,2024-05-12,"Krajský úøad Ústeckého kraje","POCET_MAX",2230,NA,"volající samci","nehodnocen","zlepšující se",2025-04-10,"RP SCHKO Èeské støedohoøí","12546396 || 13409844 || 12057366 || 12546410 || 13409826 || 12546395 || 12057344 || 12057439 || 13123328 || 12548487 || 12548472 || 12057341 || 12057424 || 13409827 || 12548488 || 13409845 || 12057327 || 12546397 || 12057440 || 13437190 || 13437177 || 12546401 || 12546414 || 12057441 || 12057381 || 12546416 || 12546411 || 13437166 || 13437250 || 12546415 || 13437191 || 12057413 || 12548476 || 12057425 || 13437216 || 12548482 || 12548453 || 12057342 || 12057345 || 12548489 || 13437232 || 12548462 || 13437186 || 12546402 || 12057394 || 12057418 || 12546417 || 12546418 || 13437150 || 13437227 || 12057388 || 12546399 || 12546412 || 12057346 || 12546413 || 12057408 || 12057449 || 12548479 || 12548468 || 12057389 || 12548490 || 12057390 || 12548480 || 12548457 || 12057446 || 12548459 || 12548475 || 12548465 || 12057354 || 12548463 || 12057459 || 12057347 || 12548458 || 12553133 || 13437207 || 12548481 || 12548469 || 12548493 || 13437162 || 12057398 || 12057399 || 12057395 || 12548474 || 12057372 || 13439581 || 12548486 || 12548467 || 13439570 || 12057312 || 12057314 || 12548470 || 12548491 || 12548471 || 12057426 || 13116245 || 12057412 || 13409839 || 12548477 || 13409833 || 13116123 || 12548455 || 12548483 || 12057431 || 12546394 || 12546408 || 13409824 || 13409825 || 12057370 || 13116222 || 12057452 || 12546409 || 12057437 || 13116090 || 13116306 || 13116155 || 13121347 || 13121352 || 12057325 || 12057336 || 13409840 || 13409831 || 13121349 || 12548484 || 12057401 || 13121350 || 12548456 || 12548466"
