"typ_predmetu_hodnoceni","kod_chu","nazev_chu","druh","feature_code","hodnocene_obdobi_od","hodnocene_obdobi_do","oop","parametr_nazev","parametr_hodnota","parametr_limit","parametr_jednotka","stav","trend","datum_hodnoceni","pracoviste","ind_nadr","metodika"
"Druh","CZ0313513","RaöeliniötÏ KapliËky","Carabus menetriesi pacholei",NA,2012-05-14,2019-06-09,"Krajsk˝ ˙¯ad JihoËeskÈho kraje",27,"ano","ano","p¯Ìtomnost druhu","dobr˝","nezn·m˝",2025-08-30,"RP JiûnÌ »echy",NA,15087
"Druh","CZ0314024","äumava","Carabus menetriesi pacholei",NA,2012-05-14,2024-07-02,"Krajsk˝ ˙¯ad JihoËeskÈho kraje, Krajsk˝ ˙¯ad PlzeÚskÈho kraje, Spr·va NP äumava",27,"ano","ano","p¯Ìtomnost druhu","dobr˝","nezn·m˝",2025-08-30,"RP JiûnÌ »echy",NA,15087
"Druh","CZ0314123","Boletice","Carabus menetriesi pacholei",NA,2012-05-14,2022-06-01,"AOPK »R - RP JiûnÌ »echy, Krajsk˝ ˙¯ad JihoËeskÈho kraje, Spr·va NP äumava, ⁄jezdnÌ ˙¯ad Boletice",27,"ano","ano","p¯Ìtomnost druhu","dobr˝","nezn·m˝",2025-08-30,"RP JiûnÌ »echy",NA,15087
"Druh","CZ0414110","KruönohorskÈ platÛ","Carabus menetriesi pacholei",NA,2012-06-01,2022-07-12,"Krajsk˝ ˙¯ad KarlovarskÈho kraje, AOPK »R - RP SCHKO Slavkovsk˝ les",27,"ano","ano","p¯Ìtomnost druhu","dobr˝","nezn·m˝",2025-08-30,"RP SCHKO Slavkovsk˝ les",NA,15087
"Druh","CZ0714081","RejvÌz","Carabus variolosus",NA,2012-05-25,2022-06-07,"AOPK »R - RP Olomoucko",27,"ano","ano","p¯Ìtomnost druhu","dobr˝","nezn·m˝",2025-08-30,"RP Olomoucko",NA,15087
"Druh","CZ0714133","Libav·","Carabus variolosus",NA,2013-07-11,2023-05-19,"AOPK »R - RP Olomoucko, ⁄jezdnÌ ˙¯ad Libav·",27,"ano","ano","p¯Ìtomnost druhu","dobr˝","nezn·m˝",2025-08-30,"RP Olomoucko",NA,15087
"Druh","CZ0724089","Beskydy","Carabus variolosus",NA,2012-04-14,2024-09-04,"AOPK »R - RP MoravskoslezskÈ",27,"ano","ano","p¯Ìtomnost druhu","dobr˝","nezn·m˝",2025-08-30,"RP MoravskoslezskÈ",NA,15087
"Druh","CZ0724090","BÌlÈ Karpaty","Carabus variolosus",NA,2013-05-01,2023-06-16,"AOPK »R - RP SCHKO BÌlÈ Karpaty",27,"ano","ano","p¯Ìtomnost druhu","dobr˝","nezn·m˝",2025-08-30,"RP SCHKO BÌlÈ Karpaty",NA,15087
"Druh","CZ0113002","MilÌËovsk˝ les","Cerambyx cerdo",NA,2012-05-20,2023-07-13,"Magistr·t hlavnÌho mÏsta Prahy",27,"ano","ano","p¯Ìtomnost druhu","dobr˝","nezn·m˝",2025-08-30,"RP St¯ednÌ »echy",NA,15087
"Druh","CZ0313099","HlubockÈ hr·ze","Cerambyx cerdo",NA,2012-05-11,2023-06-02,"Krajsk˝ ˙¯ad JihoËeskÈho kraje",27,"ano","ano","p¯Ìtomnost druhu","dobr˝","nezn·m˝",2025-08-30,"RP JiûnÌ »echy",NA,15087
