typ_predmetu_hodnoceni;kod_chu;nazev_chu;druh;feature_code;hodnocene_obdobi_od;hodnocene_obdobi_do;oop;parametr_nazev;parametr_hodnota;parametr_limit;parametr_jednotka;stav;trend;datum_hodnoceni;pracoviste;metodika
Druh;CZ0414127;Hradiště;Triturus cristatus;1166;2022-05-07;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;32;87.5;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Triturus cristatus;1166;2022-05-07;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;33;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Triturus cristatus;1166;2022-05-07;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;34;93.75;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Triturus cristatus;1166;2022-05-07;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;35;56.25;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Triturus cristatus;1166;2022-05-07;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;36;87.5;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Triturus cristatus;1166;2022-05-07;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;38;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Triturus cristatus;1166;2022-05-07;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;130;32.81;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Triturus cristatus;1166;2022-05-07;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;10;NA;NA;hodnocení dílčích parametrů;dobrý;zlepšující se;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Triturus cristatus;1166;2022-05-07;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;131;32;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Bombina bombina;1188;2022-04-24;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;27;28.57;30;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Bombina bombina;1188;2022-04-24;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;21;97;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Bombina bombina;1188;2022-04-24;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;22;320;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Bombina bombina;1188;2022-04-24;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;80;85.71;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Bombina bombina;1188;2022-04-24;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;30;NA;30;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Bombina bombina;1188;2022-04-24;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;31;96.43;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Bombina bombina;1188;2022-04-24;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;32;82.14;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Bombina bombina;1188;2022-04-24;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;33;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Bombina bombina;1188;2022-04-24;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;34;92.86;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Bombina bombina;1188;2022-04-24;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;36;96.43;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Bombina bombina;1188;2022-04-24;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;37;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Bombina bombina;1188;2022-04-24;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;38;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Bombina bombina;1188;2022-04-24;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;130;26.79;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Bombina bombina;1188;2022-04-24;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;131;28;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0414127;Hradiště;Bombina bombina;1188;2022-04-24;2024-08-22;Krajský úřad Ústeckého kraje, Újezdní úřad Hradiště, Krajský úřad Karlovarského kraje, AOPK ČR - RP SCHKO Slavkovský les;10;NA;NA;hodnocení dílčích parametrů;špatný;setrvalý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423215;Kateřina - mokřad;Bombina bombina;1188;2022-05-03;2024-07-20;Krajský úřad Ústeckého kraje;27;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423215;Kateřina - mokřad;Bombina bombina;1188;2022-05-03;2024-07-20;Krajský úřad Ústeckého kraje;21;0;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423215;Kateřina - mokřad;Bombina bombina;1188;2022-05-03;2024-07-20;Krajský úřad Ústeckého kraje;22;0;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423215;Kateřina - mokřad;Bombina bombina;1188;2022-05-03;2024-07-20;Krajský úřad Ústeckého kraje;80;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423215;Kateřina - mokřad;Bombina bombina;1188;2022-05-03;2024-07-20;Krajský úřad Ústeckého kraje;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423215;Kateřina - mokřad;Bombina bombina;1188;2022-05-03;2024-07-20;Krajský úřad Ústeckého kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423215;Kateřina - mokřad;Bombina bombina;1188;2022-05-03;2024-07-20;Krajský úřad Ústeckého kraje;32;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423215;Kateřina - mokřad;Bombina bombina;1188;2022-05-03;2024-07-20;Krajský úřad Ústeckého kraje;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423215;Kateřina - mokřad;Bombina bombina;1188;2022-05-03;2024-07-20;Krajský úřad Ústeckého kraje;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423215;Kateřina - mokřad;Bombina bombina;1188;2022-05-03;2024-07-20;Krajský úřad Ústeckého kraje;36;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423215;Kateřina - mokřad;Bombina bombina;1188;2022-05-03;2024-07-20;Krajský úřad Ústeckého kraje;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423215;Kateřina - mokřad;Bombina bombina;1188;2022-05-03;2024-07-20;Krajský úřad Ústeckého kraje;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423215;Kateřina - mokřad;Bombina bombina;1188;2022-05-03;2024-07-20;Krajský úřad Ústeckého kraje;130;0;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423215;Kateřina - mokřad;Bombina bombina;1188;2022-05-03;2024-07-20;Krajský úřad Ústeckého kraje;131;2;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423215;Kateřina - mokřad;Bombina bombina;1188;2022-05-03;2024-07-20;Krajský úřad Ústeckého kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Triturus cristatus;1166;2023-05-05;2024-04-25;AOPK ČR - RP Vysočina;27;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Triturus cristatus;1166;2023-05-05;2024-04-25;AOPK ČR - RP Vysočina;21;12;NA;adulti;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Triturus cristatus;1166;2023-05-05;2024-04-25;AOPK ČR - RP Vysočina;22;60;NA;adulti;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Triturus cristatus;1166;2023-05-05;2024-04-25;AOPK ČR - RP Vysočina;80;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Triturus cristatus;1166;2023-05-05;2024-04-25;AOPK ČR - RP Vysočina;30;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Triturus cristatus;1166;2023-05-05;2024-04-25;AOPK ČR - RP Vysočina;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Triturus cristatus;1166;2023-05-05;2024-04-25;AOPK ČR - RP Vysočina;32;50;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Triturus cristatus;1166;2023-05-05;2024-04-25;AOPK ČR - RP Vysočina;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Triturus cristatus;1166;2023-05-05;2024-04-25;AOPK ČR - RP Vysočina;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Triturus cristatus;1166;2023-05-05;2024-04-25;AOPK ČR - RP Vysočina;35;50;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Triturus cristatus;1166;2023-05-05;2024-04-25;AOPK ČR - RP Vysočina;36;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Triturus cristatus;1166;2023-05-05;2024-04-25;AOPK ČR - RP Vysočina;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Triturus cristatus;1166;2023-05-05;2024-04-25;AOPK ČR - RP Vysočina;130;75;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Triturus cristatus;1166;2023-05-05;2024-04-25;AOPK ČR - RP Vysočina;10;NA;NA;hodnocení dílčích parametrů;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Triturus cristatus;1166;2023-05-05;2024-04-25;AOPK ČR - RP Vysočina;131;2;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Bombina bombina;1188;2022-04-28;2024-04-25;AOPK ČR - RP Vysočina;27;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Bombina bombina;1188;2022-04-28;2024-04-25;AOPK ČR - RP Vysočina;21;22;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Bombina bombina;1188;2022-04-28;2024-04-25;AOPK ČR - RP Vysočina;22;100;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Bombina bombina;1188;2022-04-28;2024-04-25;AOPK ČR - RP Vysočina;80;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Bombina bombina;1188;2022-04-28;2024-04-25;AOPK ČR - RP Vysočina;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Bombina bombina;1188;2022-04-28;2024-04-25;AOPK ČR - RP Vysočina;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Bombina bombina;1188;2022-04-28;2024-04-25;AOPK ČR - RP Vysočina;32;50;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Bombina bombina;1188;2022-04-28;2024-04-25;AOPK ČR - RP Vysočina;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Bombina bombina;1188;2022-04-28;2024-04-25;AOPK ČR - RP Vysočina;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Bombina bombina;1188;2022-04-28;2024-04-25;AOPK ČR - RP Vysočina;36;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Bombina bombina;1188;2022-04-28;2024-04-25;AOPK ČR - RP Vysočina;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Bombina bombina;1188;2022-04-28;2024-04-25;AOPK ČR - RP Vysočina;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Bombina bombina;1188;2022-04-28;2024-04-25;AOPK ČR - RP Vysočina;130;100;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Bombina bombina;1188;2022-04-28;2024-04-25;AOPK ČR - RP Vysočina;131;2;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0533696;Kochánovické rybníky a tůně;Bombina bombina;1188;2022-04-28;2024-04-25;AOPK ČR - RP Vysočina;10;NA;NA;hodnocení dílčích parametrů;dobrý;zlepšující se;2025-04-10;RP Vysočina;19269
Druh;CZ0423216;Kopistská výsypka;Triturus cristatus;1166;2022-04-20;2024-05-12;Krajský úřad Ústeckého kraje;27;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Triturus cristatus;1166;2022-04-20;2024-05-12;Krajský úřad Ústeckého kraje;21;17;NA;adulti;nehodnocen;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Triturus cristatus;1166;2022-04-20;2024-05-12;Krajský úřad Ústeckého kraje;22;110;NA;adulti;nehodnocen;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Triturus cristatus;1166;2022-04-20;2024-05-12;Krajský úřad Ústeckého kraje;80;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Triturus cristatus;1166;2022-04-20;2024-05-12;Krajský úřad Ústeckého kraje;30;14.29;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Triturus cristatus;1166;2022-04-20;2024-05-12;Krajský úřad Ústeckého kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Triturus cristatus;1166;2022-04-20;2024-05-12;Krajský úřad Ústeckého kraje;32;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Triturus cristatus;1166;2022-04-20;2024-05-12;Krajský úřad Ústeckého kraje;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Triturus cristatus;1166;2022-04-20;2024-05-12;Krajský úřad Ústeckého kraje;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Triturus cristatus;1166;2022-04-20;2024-05-12;Krajský úřad Ústeckého kraje;35;57.14;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Triturus cristatus;1166;2022-04-20;2024-05-12;Krajský úřad Ústeckého kraje;36;57.14;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Triturus cristatus;1166;2022-04-20;2024-05-12;Krajský úřad Ústeckého kraje;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Triturus cristatus;1166;2022-04-20;2024-05-12;Krajský úřad Ústeckého kraje;130;85.71;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Triturus cristatus;1166;2022-04-20;2024-05-12;Krajský úřad Ústeckého kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;setrvalý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Triturus cristatus;1166;2022-04-20;2024-05-12;Krajský úřad Ústeckého kraje;131;7;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Bombina bombina;1188;2022-04-15;2024-05-12;Krajský úřad Ústeckého kraje;27;95;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Bombina bombina;1188;2022-04-15;2024-05-12;Krajský úřad Ústeckého kraje;21;629;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Bombina bombina;1188;2022-04-15;2024-05-12;Krajský úřad Ústeckého kraje;22;2230;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Bombina bombina;1188;2022-04-15;2024-05-12;Krajský úřad Ústeckého kraje;80;50;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Bombina bombina;1188;2022-04-15;2024-05-12;Krajský úřad Ústeckého kraje;30;NA;30;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Bombina bombina;1188;2022-04-15;2024-05-12;Krajský úřad Ústeckého kraje;31;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Bombina bombina;1188;2022-04-15;2024-05-12;Krajský úřad Ústeckého kraje;32;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Bombina bombina;1188;2022-04-15;2024-05-12;Krajský úřad Ústeckého kraje;33;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Bombina bombina;1188;2022-04-15;2024-05-12;Krajský úřad Ústeckého kraje;34;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Bombina bombina;1188;2022-04-15;2024-05-12;Krajský úřad Ústeckého kraje;36;90;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Bombina bombina;1188;2022-04-15;2024-05-12;Krajský úřad Ústeckého kraje;37;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Bombina bombina;1188;2022-04-15;2024-05-12;Krajský úřad Ústeckého kraje;38;100;30;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Bombina bombina;1188;2022-04-15;2024-05-12;Krajský úřad Ústeckého kraje;130;55;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Bombina bombina;1188;2022-04-15;2024-05-12;Krajský úřad Ústeckého kraje;131;20;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0423216;Kopistská výsypka;Bombina bombina;1188;2022-04-15;2024-05-12;Krajský úřad Ústeckého kraje;10;NA;NA;hodnocení dílčích parametrů;dobrý;setrvalý;2025-04-10;RP SCHKO České středohoří;19269
Druh;CZ0613322;Koupaliště u Bohuslavic;Triturus cristatus;1166;2023-05-22;2023-07-10;Krajský úřad Kraje Vysočina;27;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613322;Koupaliště u Bohuslavic;Triturus cristatus;1166;2023-05-22;2023-07-10;Krajský úřad Kraje Vysočina;21;1;NA;adulti;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613322;Koupaliště u Bohuslavic;Triturus cristatus;1166;2023-05-22;2023-07-10;Krajský úřad Kraje Vysočina;22;10;NA;adulti;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613322;Koupaliště u Bohuslavic;Triturus cristatus;1166;2023-05-22;2023-07-10;Krajský úřad Kraje Vysočina;80;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613322;Koupaliště u Bohuslavic;Triturus cristatus;1166;2023-05-22;2023-07-10;Krajský úřad Kraje Vysočina;30;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613322;Koupaliště u Bohuslavic;Triturus cristatus;1166;2023-05-22;2023-07-10;Krajský úřad Kraje Vysočina;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613322;Koupaliště u Bohuslavic;Triturus cristatus;1166;2023-05-22;2023-07-10;Krajský úřad Kraje Vysočina;32;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613322;Koupaliště u Bohuslavic;Triturus cristatus;1166;2023-05-22;2023-07-10;Krajský úřad Kraje Vysočina;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613322;Koupaliště u Bohuslavic;Triturus cristatus;1166;2023-05-22;2023-07-10;Krajský úřad Kraje Vysočina;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
