typ_predmetu_hodnoceni;kod_chu;nazev_chu;druh;feature_code;hodnocene_obdobi_od;hodnocene_obdobi_do;oop;parametr_nazev;parametr_hodnota;parametr_limit;parametr_jednotka;stav;trend;datum_hodnoceni;pracoviste;metodika
Druh;CZ0613322;Koupaliště u Bohuslavic;Triturus cristatus;1166;2023-05-22;2023-07-10;Krajský úřad Kraje Vysočina;35;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613322;Koupaliště u Bohuslavic;Triturus cristatus;1166;2023-05-22;2023-07-10;Krajský úřad Kraje Vysočina;36;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613322;Koupaliště u Bohuslavic;Triturus cristatus;1166;2023-05-22;2023-07-10;Krajský úřad Kraje Vysočina;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613322;Koupaliště u Bohuslavic;Triturus cristatus;1166;2023-05-22;2023-07-10;Krajský úřad Kraje Vysočina;130;100;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613322;Koupaliště u Bohuslavic;Triturus cristatus;1166;2023-05-22;2023-07-10;Krajský úřad Kraje Vysočina;10;NA;NA;hodnocení dílčích parametrů;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613322;Koupaliště u Bohuslavic;Triturus cristatus;1166;2023-05-22;2023-07-10;Krajský úřad Kraje Vysočina;131;2;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0313103;Lom Skalka u Sepekova;Triturus cristatus;1166;2022-05-14;2024-07-13;Krajský úřad Jihočeského kraje;27;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313103;Lom Skalka u Sepekova;Triturus cristatus;1166;2022-05-14;2024-07-13;Krajský úřad Jihočeského kraje;21;12;NA;adulti;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313103;Lom Skalka u Sepekova;Triturus cristatus;1166;2022-05-14;2024-07-13;Krajský úřad Jihočeského kraje;22;60;NA;adulti;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313103;Lom Skalka u Sepekova;Triturus cristatus;1166;2022-05-14;2024-07-13;Krajský úřad Jihočeského kraje;80;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313103;Lom Skalka u Sepekova;Triturus cristatus;1166;2022-05-14;2024-07-13;Krajský úřad Jihočeského kraje;30;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313103;Lom Skalka u Sepekova;Triturus cristatus;1166;2022-05-14;2024-07-13;Krajský úřad Jihočeského kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313103;Lom Skalka u Sepekova;Triturus cristatus;1166;2022-05-14;2024-07-13;Krajský úřad Jihočeského kraje;32;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313103;Lom Skalka u Sepekova;Triturus cristatus;1166;2022-05-14;2024-07-13;Krajský úřad Jihočeského kraje;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313103;Lom Skalka u Sepekova;Triturus cristatus;1166;2022-05-14;2024-07-13;Krajský úřad Jihočeského kraje;34;50;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313103;Lom Skalka u Sepekova;Triturus cristatus;1166;2022-05-14;2024-07-13;Krajský úřad Jihočeského kraje;35;50;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313103;Lom Skalka u Sepekova;Triturus cristatus;1166;2022-05-14;2024-07-13;Krajský úřad Jihočeského kraje;36;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313103;Lom Skalka u Sepekova;Triturus cristatus;1166;2022-05-14;2024-07-13;Krajský úřad Jihočeského kraje;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313103;Lom Skalka u Sepekova;Triturus cristatus;1166;2022-05-14;2024-07-13;Krajský úřad Jihočeského kraje;130;50;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313103;Lom Skalka u Sepekova;Triturus cristatus;1166;2022-05-14;2024-07-13;Krajský úřad Jihočeského kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;setrvalý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313103;Lom Skalka u Sepekova;Triturus cristatus;1166;2022-05-14;2024-07-13;Krajský úřad Jihočeského kraje;131;2;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313815;Malý Bukač;Triturus cristatus;1166;2022-05-16;2024-07-02;Krajský úřad Jihočeského kraje;27;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313815;Malý Bukač;Triturus cristatus;1166;2022-05-16;2024-07-02;Krajský úřad Jihočeského kraje;21;11;NA;adulti;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313815;Malý Bukač;Triturus cristatus;1166;2022-05-16;2024-07-02;Krajský úřad Jihočeského kraje;22;50;NA;adulti;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313815;Malý Bukač;Triturus cristatus;1166;2022-05-16;2024-07-02;Krajský úřad Jihočeského kraje;80;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313815;Malý Bukač;Triturus cristatus;1166;2022-05-16;2024-07-02;Krajský úřad Jihočeského kraje;30;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313815;Malý Bukač;Triturus cristatus;1166;2022-05-16;2024-07-02;Krajský úřad Jihočeského kraje;31;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313815;Malý Bukač;Triturus cristatus;1166;2022-05-16;2024-07-02;Krajský úřad Jihočeského kraje;32;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313815;Malý Bukač;Triturus cristatus;1166;2022-05-16;2024-07-02;Krajský úřad Jihočeského kraje;33;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313815;Malý Bukač;Triturus cristatus;1166;2022-05-16;2024-07-02;Krajský úřad Jihočeského kraje;34;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313815;Malý Bukač;Triturus cristatus;1166;2022-05-16;2024-07-02;Krajský úřad Jihočeského kraje;35;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313815;Malý Bukač;Triturus cristatus;1166;2022-05-16;2024-07-02;Krajský úřad Jihočeského kraje;36;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313815;Malý Bukač;Triturus cristatus;1166;2022-05-16;2024-07-02;Krajský úřad Jihočeského kraje;38;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313815;Malý Bukač;Triturus cristatus;1166;2022-05-16;2024-07-02;Krajský úřad Jihočeského kraje;130;0;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313815;Malý Bukač;Triturus cristatus;1166;2022-05-16;2024-07-02;Krajský úřad Jihočeského kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;zhoršující se;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313815;Malý Bukač;Triturus cristatus;1166;2022-05-16;2024-07-02;Krajský úřad Jihočeského kraje;131;1;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0613003;Maršovec a Čepička;Bombina bombina;1188;2022-04-30;2024-05-12;Krajský úřad Kraje Vysočina;27;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613003;Maršovec a Čepička;Bombina bombina;1188;2022-04-30;2024-05-12;Krajský úřad Kraje Vysočina;21;113;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613003;Maršovec a Čepička;Bombina bombina;1188;2022-04-30;2024-05-12;Krajský úřad Kraje Vysočina;22;250;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613003;Maršovec a Čepička;Bombina bombina;1188;2022-04-30;2024-05-12;Krajský úřad Kraje Vysočina;80;66.67;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613003;Maršovec a Čepička;Bombina bombina;1188;2022-04-30;2024-05-12;Krajský úřad Kraje Vysočina;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613003;Maršovec a Čepička;Bombina bombina;1188;2022-04-30;2024-05-12;Krajský úřad Kraje Vysočina;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613003;Maršovec a Čepička;Bombina bombina;1188;2022-04-30;2024-05-12;Krajský úřad Kraje Vysočina;32;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613003;Maršovec a Čepička;Bombina bombina;1188;2022-04-30;2024-05-12;Krajský úřad Kraje Vysočina;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613003;Maršovec a Čepička;Bombina bombina;1188;2022-04-30;2024-05-12;Krajský úřad Kraje Vysočina;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613003;Maršovec a Čepička;Bombina bombina;1188;2022-04-30;2024-05-12;Krajský úřad Kraje Vysočina;36;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613003;Maršovec a Čepička;Bombina bombina;1188;2022-04-30;2024-05-12;Krajský úřad Kraje Vysočina;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613003;Maršovec a Čepička;Bombina bombina;1188;2022-04-30;2024-05-12;Krajský úřad Kraje Vysočina;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613003;Maršovec a Čepička;Bombina bombina;1188;2022-04-30;2024-05-12;Krajský úřad Kraje Vysočina;130;75;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613003;Maršovec a Čepička;Bombina bombina;1188;2022-04-30;2024-05-12;Krajský úřad Kraje Vysočina;131;4;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613003;Maršovec a Čepička;Bombina bombina;1188;2022-04-30;2024-05-12;Krajský úřad Kraje Vysočina;10;NA;NA;hodnocení dílčích parametrů;dobrý;zlepšující se;2025-04-10;RP Vysočina;19269
Druh;CZ0423660;Pražská pole;Triturus cristatus;1166;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;27;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Triturus cristatus;1166;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;21;0;NA;adulti;nehodnocen;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Triturus cristatus;1166;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;22;0;NA;adulti;nehodnocen;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Triturus cristatus;1166;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;80;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Triturus cristatus;1166;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;30;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Triturus cristatus;1166;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Triturus cristatus;1166;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;32;11.11;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Triturus cristatus;1166;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Triturus cristatus;1166;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Triturus cristatus;1166;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;35;11.11;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Triturus cristatus;1166;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;36;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Triturus cristatus;1166;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Triturus cristatus;1166;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;130;0;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Triturus cristatus;1166;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;setrvalý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Triturus cristatus;1166;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;131;9;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Bombina bombina;1188;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;27;11.11;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Bombina bombina;1188;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;21;1;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Bombina bombina;1188;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;22;10;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Bombina bombina;1188;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;80;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Bombina bombina;1188;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Bombina bombina;1188;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Bombina bombina;1188;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;32;11.11;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Bombina bombina;1188;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Bombina bombina;1188;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Bombina bombina;1188;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;36;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Bombina bombina;1188;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Bombina bombina;1188;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;38;88.89;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Bombina bombina;1188;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;130;0;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Bombina bombina;1188;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;131;9;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0423660;Pražská pole;Bombina bombina;1188;2022-04-30;2024-07-21;Krajský úřad Ústeckého kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;setrvalý;2025-04-10;RP SCHKO Slavkovský les;19269
Druh;CZ0313116;Radomilická mokřina;Bombina bombina;1188;2023-04-13;2024-05-16;Krajský úřad Jihočeského kraje;27;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313116;Radomilická mokřina;Bombina bombina;1188;2023-04-13;2024-05-16;Krajský úřad Jihočeského kraje;21;101;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313116;Radomilická mokřina;Bombina bombina;1188;2023-04-13;2024-05-16;Krajský úřad Jihočeského kraje;22;1000;NA;volající samci;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313116;Radomilická mokřina;Bombina bombina;1188;2023-04-13;2024-05-16;Krajský úřad Jihočeského kraje;80;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313116;Radomilická mokřina;Bombina bombina;1188;2023-04-13;2024-05-16;Krajský úřad Jihočeského kraje;30;NA;100;% lokalit v dobrém stavu;neznámý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313116;Radomilická mokřina;Bombina bombina;1188;2023-04-13;2024-05-16;Krajský úřad Jihočeského kraje;31;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313116;Radomilická mokřina;Bombina bombina;1188;2023-04-13;2024-05-16;Krajský úřad Jihočeského kraje;32;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313116;Radomilická mokřina;Bombina bombina;1188;2023-04-13;2024-05-16;Krajský úřad Jihočeského kraje;33;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313116;Radomilická mokřina;Bombina bombina;1188;2023-04-13;2024-05-16;Krajský úřad Jihočeského kraje;34;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313116;Radomilická mokřina;Bombina bombina;1188;2023-04-13;2024-05-16;Krajský úřad Jihočeského kraje;36;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313116;Radomilická mokřina;Bombina bombina;1188;2023-04-13;2024-05-16;Krajský úřad Jihočeského kraje;37;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313116;Radomilická mokřina;Bombina bombina;1188;2023-04-13;2024-05-16;Krajský úřad Jihočeského kraje;38;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313116;Radomilická mokřina;Bombina bombina;1188;2023-04-13;2024-05-16;Krajský úřad Jihočeského kraje;130;100;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313116;Radomilická mokřina;Bombina bombina;1188;2023-04-13;2024-05-16;Krajský úřad Jihočeského kraje;131;1;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313116;Radomilická mokřina;Bombina bombina;1188;2023-04-13;2024-05-16;Krajský úřad Jihočeského kraje;10;NA;NA;hodnocení dílčích parametrů;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313119;Rašeliniště Radlice;Triturus cristatus;1166;2022-05-15;2024-07-24;Krajský úřad Jihočeského kraje;27;66.67;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313119;Rašeliniště Radlice;Triturus cristatus;1166;2022-05-15;2024-07-24;Krajský úřad Jihočeského kraje;21;12;NA;adulti;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313119;Rašeliniště Radlice;Triturus cristatus;1166;2022-05-15;2024-07-24;Krajský úřad Jihočeského kraje;22;60;NA;adulti;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313119;Rašeliniště Radlice;Triturus cristatus;1166;2022-05-15;2024-07-24;Krajský úřad Jihočeského kraje;80;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313119;Rašeliniště Radlice;Triturus cristatus;1166;2022-05-15;2024-07-24;Krajský úřad Jihočeského kraje;30;66.67;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313119;Rašeliniště Radlice;Triturus cristatus;1166;2022-05-15;2024-07-24;Krajský úřad Jihočeského kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313119;Rašeliniště Radlice;Triturus cristatus;1166;2022-05-15;2024-07-24;Krajský úřad Jihočeského kraje;32;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313119;Rašeliniště Radlice;Triturus cristatus;1166;2022-05-15;2024-07-24;Krajský úřad Jihočeského kraje;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313119;Rašeliniště Radlice;Triturus cristatus;1166;2022-05-15;2024-07-24;Krajský úřad Jihočeského kraje;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313119;Rašeliniště Radlice;Triturus cristatus;1166;2022-05-15;2024-07-24;Krajský úřad Jihočeského kraje;35;66.67;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313119;Rašeliniště Radlice;Triturus cristatus;1166;2022-05-15;2024-07-24;Krajský úřad Jihočeského kraje;36;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313119;Rašeliniště Radlice;Triturus cristatus;1166;2022-05-15;2024-07-24;Krajský úřad Jihočeského kraje;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313119;Rašeliniště Radlice;Triturus cristatus;1166;2022-05-15;2024-07-24;Krajský úřad Jihočeského kraje;130;0;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313119;Rašeliniště Radlice;Triturus cristatus;1166;2022-05-15;2024-07-24;Krajský úřad Jihočeského kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;zhoršující se;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0313119;Rašeliniště Radlice;Triturus cristatus;1166;2022-05-15;2024-07-24;Krajský úřad Jihočeského kraje;131;3;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-04-10;RP Jižní Čechy;19269
Druh;CZ0613328;Rašelinné jezírko Rosička;Triturus cristatus;1166;2022-05-15;2024-08-03;Krajský úřad Kraje Vysočina;27;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613328;Rašelinné jezírko Rosička;Triturus cristatus;1166;2022-05-15;2024-08-03;Krajský úřad Kraje Vysočina;21;11;NA;adulti;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613328;Rašelinné jezírko Rosička;Triturus cristatus;1166;2022-05-15;2024-08-03;Krajský úřad Kraje Vysočina;22;50;NA;adulti;nehodnocen;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613328;Rašelinné jezírko Rosička;Triturus cristatus;1166;2022-05-15;2024-08-03;Krajský úřad Kraje Vysočina;80;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613328;Rašelinné jezírko Rosička;Triturus cristatus;1166;2022-05-15;2024-08-03;Krajský úřad Kraje Vysočina;30;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613328;Rašelinné jezírko Rosička;Triturus cristatus;1166;2022-05-15;2024-08-03;Krajský úřad Kraje Vysočina;31;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613328;Rašelinné jezírko Rosička;Triturus cristatus;1166;2022-05-15;2024-08-03;Krajský úřad Kraje Vysočina;32;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613328;Rašelinné jezírko Rosička;Triturus cristatus;1166;2022-05-15;2024-08-03;Krajský úřad Kraje Vysočina;33;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
Druh;CZ0613328;Rašelinné jezírko Rosička;Triturus cristatus;1166;2022-05-15;2024-08-03;Krajský úřad Kraje Vysočina;34;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-04-10;RP Vysočina;19269
