ROK;kod_chu;NAZEV;DRUH;SKUPINA;KOD_LOKAL;NAZEV_LOK;POLE;pracoviste;oop;HODNOCENE_OBDOBI_OD;HODNOCENE_OBDOBI_DO;ID_ND_AKCE;DATUM;CILMON;ID_IND;JEDNOTKA;TYP_IND;IND_GRP;KLIC;UROVEN;LIM_IND;LIM_INDLIST;HOD_IND;STAV_IND
2021;CZ0210111;Paterovské stráně;Pulsatilla patens;Cévnaté rostliny;Bělá pod Bezdězem;Bělá pod Bezdězem;5555a;RP SCHKO Kokořínsko - Máchův kraj;Krajský úřad Středočeského kraje;2015-04-17;2021-04-15;11773089;2021-04-15;1;CELKOVE_HODNOCENI;NA;NA;NA;NA;lok;NA;NA;špatný;0
2021;CZ0210111;Paterovské stráně;Pulsatilla patens;Cévnaté rostliny;Bělá pod Bezdězem;Bělá pod Bezdězem;5555a;RP SCHKO Kokořínsko - Máchův kraj;Krajský úřad Středočeského kraje;2015-04-17;2021-04-15;11773089;2021-04-15;1;CELKOVE_SUM;NA;NA;NA;NA;NA;;;2;NA
2021;CZ0210111;Paterovské stráně;Pulsatilla patens;Cévnaté rostliny;Bělá pod Bezdězem;Bělá pod Bezdězem;5555a;RP SCHKO Kokořínsko - Máchův kraj;Krajský úřad Středočeského kraje;2015-04-17;2021-04-15;11773089;2021-04-15;1;POP_POCET;trsů;min;minmax;ano;lok;70;alespoň 70 trsů;0;0
2021;CZ0210111;Paterovské stráně;Pulsatilla patens;Cévnaté rostliny;Bělá pod Bezdězem;Bělá pod Bezdězem;5555a;RP SCHKO Kokořínsko - Máchův kraj;Krajský úřad Středočeského kraje;2015-04-17;2021-04-15;11773089;2021-04-15;1;POP_POSKPERC;počet trsů;max;minmax;ne;lok;1;nejvýš 1 počet trsů;0;1
2021;CZ0210111;Paterovské stráně;Pulsatilla patens;Cévnaté rostliny;Bělá pod Bezdězem;Bělá pod Bezdězem;5555a;RP SCHKO Kokořínsko - Máchův kraj;Krajský úřad Středočeského kraje;2015-04-17;2021-04-15;11773089;2021-04-15;1;POP_POSKPOC;počet typů poškození rostlin;max;minmax;ne;lok;2;nejvýš 2 počet typů poškození rostlin;0;1
2021;CZ0210111;Paterovské stráně;Pulsatilla patens;Cévnaté rostliny;Bělá pod Bezdězem;Bělá pod Bezdězem;5555a;RP SCHKO Kokořínsko - Máchův kraj;Krajský úřad Středočeského kraje;2015-04-17;2021-04-15;11773089;2021-04-15;1;POP_TREND;posledních dvou let s menším počtem jedinců než je referenční hodnota;max;minmax;ano;lok;1;nejvýš 1 posledních dvou let s menším počtem jedinců než je referenční hodnota;2;0
2021;CZ0210111;Paterovské stráně;Pulsatilla patens;Cévnaté rostliny;Bělá pod Bezdězem;Bělá pod Bezdězem;5555a;RP SCHKO Kokořínsko - Máchův kraj;Krajský úřad Středočeského kraje;2015-04-17;2021-04-15;11773089;2021-04-15;1;POP_VITAL;% počtu trsů;min;minmax;ano;lok;30;alespoň 30 % počtu trsů;neznámý;NA
2021;CZ0210111;Paterovské stráně;Pulsatilla patens;Cévnaté rostliny;Bělá pod Bezdězem;Bělá pod Bezdězem;5555a;RP SCHKO Kokořínsko - Máchův kraj;Krajský úřad Středočeského kraje;2015-04-17;2021-04-15;11773089;2021-04-15;1;STA_POKRDREV;NA;val;val;ne;lok;0;0, do 5 %, 5-25 %;neznámý;NA
2021;CZ0210111;Paterovské stráně;Pulsatilla patens;Cévnaté rostliny;Bělá pod Bezdězem;Bělá pod Bezdězem;5555a;RP SCHKO Kokořínsko - Máchův kraj;Krajský úřad Středočeského kraje;2015-04-17;2021-04-15;11773089;2021-04-15;1;STA_POKRSTAR;NA;val;val;ne;lok;0;0, do 5 %, 5-25 %;neznámý;NA
2021;CZ0210111;Paterovské stráně;Pulsatilla patens;Cévnaté rostliny;Bělá pod Bezdězem;Bělá pod Bezdězem;5555a;RP SCHKO Kokořínsko - Máchův kraj;Krajský úřad Středočeského kraje;2015-04-17;2021-04-15;11773089;2021-04-15;1;STA_POKRYVNOSTEXPANZNI;NA;val;val;ne;lok;0;0, do 5 %, 5-25 %;neznámý;NA
