"kod_chu","DRUH","KOD_LOKAL","POLE","ROK","ID_IND","SKUPINA","NAZEV_LOK","ID_ND_AKCE","DATUM","HOD_IND","TYP_IND","LIM_IND","JEDNOTKA","LIM_INDLIST","STAV_IND","KLIC","IND_GRP","UROVEN","CILMON","IND_SUM","IND_SUMKLIC","IND_SUMOST","IND_LEN","IND_LENKLIC","IND_LENOST","CELKOVE","NAZEV","HODNOCENE_OBDOBI_OD","HODNOCENE_OBDOBI_DO","pracoviste","oop"
"CZ0313128","Cerambyx cerdo","CZ0313128","6854d","2015","POP_PRESENCE","Brouci","Klec","10013480, 10014187, 10014188, 10014189, 10014190, 10014191, 10014192, 10014193, 10014194, 10014195, 10014196, 10014197, 10014198, 10014199, 10014200, 10014201, 10014202, 10014203, 10014204, 10014205, 10014206, 10014207, 10014208, 10014209, 10014212","2015-01-01","ano","val","ano",NA,"ano",1,"ano","val","lok","0","2","2","0",3,1,2,0.5,"Nadìjská soustava",2013-06-21,2015-01-01,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy"
"CZ0313128","Cerambyx cerdo","CZ0313128","6854d","2015","STA_VHSTROMK","Brouci","Klec","10013480, 10014187, 10014188, 10014189, 10014190, 10014191, 10014192, 10014193, 10014194, 10014195, 10014196, 10014197, 10014198, 10014199, 10014200, 10014201, 10014202, 10014203, 10014204, 10014205, 10014206, 10014207, 10014208, 10014209, 10014212","2015-01-01","neznámı","val","ano",NA,"ano",NA,"ne","val","lok","0","2","2","0",3,1,2,0.5,"Nadìjská soustava",2013-06-21,2015-01-01,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy"
"CZ0313128","Cerambyx cerdo","CZ0313128","6854d","2015","STA_VHSTROMN","Brouci","Klec","10013480, 10014187, 10014188, 10014189, 10014190, 10014191, 10014192, 10014193, 10014194, 10014195, 10014196, 10014197, 10014198, 10014199, 10014200, 10014201, 10014202, 10014203, 10014204, 10014205, 10014206, 10014207, 10014208, 10014209, 10014212","2015-01-01","neznámı","val","ano",NA,"ano",NA,"ne","val","lok","0","2","2","0",3,1,2,0.5,"Nadìjská soustava",2013-06-21,2015-01-01,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy"
"CZ0313128","Osmoderma barnabita","CZ0313128","6854c","2015","CELKOVE_HODNOCENI","Brouci","Klec","10014183, 10014184, 10014185, 10014186","2015-01-01","zhoršenı",NA,NA,NA,NA,0.5,NA,NA,NA,"0","2","2","0",3,1,2,0.5,"Nadìjská soustava",2014-03-11,2015-01-01,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy"
"CZ0313128","Osmoderma barnabita","CZ0313128","6854c","2015","POP_PRESENCE","Brouci","Klec","10014183, 10014184, 10014185, 10014186","2015-01-01","ano","val","ano",NA,"ano",1,"ano","val","lok","0","2","2","0",3,1,2,0.5,"Nadìjská soustava",2014-03-11,2015-01-01,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy"
"CZ0313128","Osmoderma barnabita","CZ0313128","6854c","2015","STA_VHSTROMK","Brouci","Klec","10014183, 10014184, 10014185, 10014186","2015-01-01","neznámı","val","ano",NA,"ano",NA,"ne","val","lok","0","2","2","0",3,1,2,0.5,"Nadìjská soustava",2014-03-11,2015-01-01,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy"
"CZ0313128","Osmoderma barnabita","CZ0313128","6854c","2015","STA_VHSTROMN","Brouci","Klec","10014183, 10014184, 10014185, 10014186","2015-01-01","neznámı","val","ano",NA,"ano",NA,"ne","val","lok","0","2","2","0",3,1,2,0.5,"Nadìjská soustava",2014-03-11,2015-01-01,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy"
"CZ0814092","Lycaena dispar","Ostrava - Stará Bìlá - NPR Polanská niva","6275a","2013","CELKOVE_HODNOCENI","Motıli","Ostrava - Stará Bìlá - NPR Polanská niva","10015590","2013-06-09","zhoršenı",NA,NA,NA,NA,0.5,NA,NA,NA,"0","1","1","0",3,1,2,0.5,"Poodøí",2013-06-09,2013-06-09,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské, Krajskı úøad Moravskoslezského kraje"
"CZ0814092","Lycaena dispar","Ostrava - Stará Bìlá - NPR Polanská niva","6275a","2013","POP_PRESENCE","Motıli","Ostrava - Stará Bìlá - NPR Polanská niva","10015590","2013-06-09","ano","val","ano",NA,"ano",1,"ano","val","lok","0","1","1","0",3,1,2,0.5,"Poodøí",2013-06-09,2013-06-09,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské, Krajskı úøad Moravskoslezského kraje"
"CZ0814092","Lycaena dispar","Ostrava - Stará Bìlá - NPR Polanská niva","6275a","2013","STA_LIKVIDACE","Motıli","Ostrava - Stará Bìlá - NPR Polanská niva","10015590","2013-06-09","neznámı","val","nezaznamenána",NA,"nezaznamenána",NA,"ne","val","lok","0","1","1","0",3,1,2,0.5,"Poodøí",2013-06-09,2013-06-09,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské, Krajskı úøad Moravskoslezského kraje"
"CZ0814092","Lycaena dispar","Ostrava - Stará Bìlá - NPR Polanská niva","6275a","2013","STA_PRITOMNOSTROSTLIN","Motıli","Ostrava - Stará Bìlá - NPR Polanská niva","10015590","2013-06-09","neznámı","val","jednotlivì",NA,"jednotlivì, dominantnì, hojnì",NA,"ne","val","lok","0","1","1","0",3,1,2,0.5,"Poodøí",2013-06-09,2013-06-09,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské, Krajskı úøad Moravskoslezského kraje"
"CZ0320053","Euplagia quadripunctaria","23314, Ostrovec-Lhotka, PR Lípa","6048c","2017","CELKOVE_HODNOCENI","Motıli","23314, Ostrovec-Lhotka, PR Lípa","10016085","2017-08-01","neznámı",NA,NA,NA,NA,NA,NA,NA,NA,"0","1","1","0",2,1,1,NA,"Kohoutov",2017-08-01,2017-08-01,"RP Støední Èechy","AOPK ÈR - RP Støední Èechy"
"CZ0320053","Euplagia quadripunctaria","23314, Ostrovec-Lhotka, PR Lípa","6048c","2017","POP_PRESENCE","Motıli","23314, Ostrovec-Lhotka, PR Lípa","10016085","2017-08-01","ano","val","ano",NA,"ano",1,"ano","val","lok","0","1","1","0",2,1,1,NA,"Kohoutov",2017-08-01,2017-08-01,"RP Støední Èechy","AOPK ÈR - RP Støední Èechy"
"CZ0320053","Euplagia quadripunctaria","23314, Ostrovec-Lhotka, PR Lípa","6048c","2017","STA_PRITOMNOSTROSTLIN","Motıli","23314, Ostrovec-Lhotka, PR Lípa","10016085","2017-08-01","neznámı","val","jednotlivì",NA,"jednotlivì, dominantnì, hojnì",NA,"ne","val","lok","0","1","1","0",2,1,1,NA,"Kohoutov",2017-08-01,2017-08-01,"RP Støední Èechy","AOPK ÈR - RP Støední Èechy"
