typ_predmetu_hodnoceni;kod_chu;nazev_chu;druh;feature_code;datum_hodnoceni_od;datum_hodnoceni_do;parametr_nazev;parametr_hodnota;parametr_limit;parametr_jednotka;stav;trend;datum_hodnoceni;oop;pracoviste;poznamka;Poznámka
Stanoviště;CZ0424127;Východní Krušnohoří;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;135;NA;NA;% hranice s nepřírodními biotopy;8;NA;2025-11-07;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;RP SCHKO České středohoří;NA;NA
Stanoviště;CZ0424127;Východní Krušnohoří;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;134;NA;NA;zastoupení nepřírodních biotopů v segmentech stanoviště;8;NA;2025-11-07;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;RP SCHKO České středohoří;NA;NA
Stanoviště;CZ0424127;Východní Krušnohoří;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;136;NA;NA;druhy červeného seznamu;8;NA;2025-11-07;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;RP SCHKO České středohoří;NA;NA
Stanoviště;CZ0424127;Východní Krušnohoří;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;137;NA;NA;% rozlohy zasažené invazními druhy;8;NA;2025-11-07;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;RP SCHKO České středohoří;MINIMI;NA
Stanoviště;CZ0424127;Východní Krušnohoří;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;138;NA;NA;% rozlohy zasažené expanzivními druhy;8;NA;2025-11-07;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;RP SCHKO České středohoří;MINIMI;NA
Stanoviště;CZ0424127;Východní Krušnohoří;Bučiny asociace Asperulo-Fagetum;9130;2009-02-24;2024-06-29;10;NA;NA;NA;13;NA;2025-11-07;AOPK ČR - RP SCHKO České středohoří, Krajský úřad Ústeckého kraje;RP SCHKO České středohoří;NA;NA
Stanoviště;CZ0510028;Ralsko;Bučiny asociace Asperulo-Fagetum;9130;2021-06-28;2022-05-15;128;106,3637;85.55;hektary;11;4;2025-11-07;AOPK ČR - RP Liberecko, Krajský úřad Libereckého kraje;RP Liberecko;VMB2;NA
Stanoviště;CZ0510028;Ralsko;Bučiny asociace Asperulo-Fagetum;9130;2021-06-28;2022-05-15;129;2,1959;1.2;140;13;4;2025-11-07;AOPK ČR - RP Liberecko, Krajský úřad Libereckého kraje;RP Liberecko;VMB2;NA
Stanoviště;CZ0510028;Ralsko;Bučiny asociace Asperulo-Fagetum;9130;2021-06-28;2022-05-15;132;1,7752;NA;140;8;NA;2025-11-07;AOPK ČR - RP Liberecko, Krajský úřad Libereckého kraje;RP Liberecko;NA;NA
Stanoviště;CZ0510028;Ralsko;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;133;NA;NA;% rozlohy v celistvém uspořádání splňující hodnotu minimiareálu;8;NA;2025-11-07;AOPK ČR - RP Liberecko, Krajský úřad Libereckého kraje;RP Liberecko;NA;NA
Stanoviště;CZ0510028;Ralsko;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;135;NA;NA;% hranice s nepřírodními biotopy;8;NA;2025-11-07;AOPK ČR - RP Liberecko, Krajský úřad Libereckého kraje;RP Liberecko;NA;NA
Stanoviště;CZ0510028;Ralsko;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;134;NA;NA;zastoupení nepřírodních biotopů v segmentech stanoviště;8;NA;2025-11-07;AOPK ČR - RP Liberecko, Krajský úřad Libereckého kraje;RP Liberecko;NA;NA
Stanoviště;CZ0510028;Ralsko;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;136;NA;NA;druhy červeného seznamu;8;NA;2025-11-07;AOPK ČR - RP Liberecko, Krajský úřad Libereckého kraje;RP Liberecko;MINIMI;NA
Stanoviště;CZ0510028;Ralsko;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;137;NA;NA;% rozlohy zasažené invazními druhy;8;NA;2025-11-07;AOPK ČR - RP Liberecko, Krajský úřad Libereckého kraje;RP Liberecko;MINIMI;NA
Stanoviště;CZ0510028;Ralsko;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;138;NA;NA;% rozlohy zasažené expanzivními druhy;8;NA;2025-11-07;AOPK ČR - RP Liberecko, Krajský úřad Libereckého kraje;RP Liberecko;MINIMI;NA
Stanoviště;CZ0510028;Ralsko;Bučiny asociace Asperulo-Fagetum;9130;2021-06-28;2022-05-15;10;NA;NA;NA;12;NA;2025-11-07;AOPK ČR - RP Liberecko, Krajský úřad Libereckého kraje;RP Liberecko;NA;NA
Stanoviště;CZ0510164;Kozlov - Tábor;Bučiny asociace Asperulo-Fagetum;9130;2017-05-21;2022-08-02;128;143,4801;143.07;hektary;11;3;2025-11-07;Krajský úřad Královéhradeckého kraje, Krajský úřad Libereckého kraje;RP Liberecko;VMB2;NA
Stanoviště;CZ0510164;Kozlov - Tábor;Bučiny asociace Asperulo-Fagetum;9130;2017-05-21;2022-08-02;129;2,6722;2;140;13;4;2025-11-07;Krajský úřad Královéhradeckého kraje, Krajský úřad Libereckého kraje;RP Liberecko;MINIMI;NA
Stanoviště;CZ0510164;Kozlov - Tábor;Bučiny asociace Asperulo-Fagetum;9130;2017-05-21;2022-08-02;132;1,6981;NA;140;8;NA;2025-11-07;Krajský úřad Královéhradeckého kraje, Krajský úřad Libereckého kraje;RP Liberecko;NA;NA
Stanoviště;CZ0510164;Kozlov - Tábor;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;133;NA;NA;% rozlohy v celistvém uspořádání splňující hodnotu minimiareálu;8;NA;2025-11-07;Krajský úřad Královéhradeckého kraje, Krajský úřad Libereckého kraje;RP Liberecko;NA;NA
Stanoviště;CZ0510164;Kozlov - Tábor;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;135;NA;NA;% hranice s nepřírodními biotopy;8;NA;2025-11-07;Krajský úřad Královéhradeckého kraje, Krajský úřad Libereckého kraje;RP Liberecko;NA;NA
Stanoviště;CZ0510164;Kozlov - Tábor;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;134;NA;NA;zastoupení nepřírodních biotopů v segmentech stanoviště;8;NA;2025-11-07;Krajský úřad Královéhradeckého kraje, Krajský úřad Libereckého kraje;RP Liberecko;NA;NA
Stanoviště;CZ0510164;Kozlov - Tábor;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;136;NA;NA;druhy červeného seznamu;8;NA;2025-11-07;Krajský úřad Královéhradeckého kraje, Krajský úřad Libereckého kraje;RP Liberecko;NA;NA
Stanoviště;CZ0510164;Kozlov - Tábor;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;137;NA;NA;% rozlohy zasažené invazními druhy;8;NA;2025-11-07;Krajský úřad Královéhradeckého kraje, Krajský úřad Libereckého kraje;RP Liberecko;MINIMI;NA
Stanoviště;CZ0510164;Kozlov - Tábor;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;138;NA;NA;% rozlohy zasažené expanzivními druhy;8;NA;2025-11-07;Krajský úřad Královéhradeckého kraje, Krajský úřad Libereckého kraje;RP Liberecko;MINIMI;NA
Stanoviště;CZ0510164;Kozlov - Tábor;Bučiny asociace Asperulo-Fagetum;9130;2017-05-21;2022-08-02;10;NA;NA;NA;12;NA;2025-11-07;Krajský úřad Královéhradeckého kraje, Krajský úřad Libereckého kraje;RP Liberecko;NA;NA
Stanoviště;CZ0510191;Průlom Jizery u Rakous;Bučiny asociace Asperulo-Fagetum;9130;2018-06-08;2018-07-09;128;101,5413;101.54;hektary;11;3;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;VMB2;NA
Stanoviště;CZ0510191;Průlom Jizery u Rakous;Bučiny asociace Asperulo-Fagetum;9130;2018-06-08;2018-07-09;129;2,8294;2;140;13;3;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;MINIMI;NA
Stanoviště;CZ0510191;Průlom Jizery u Rakous;Bučiny asociace Asperulo-Fagetum;9130;2018-06-08;2018-07-09;132;2,0196;NA;140;8;3;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510191;Průlom Jizery u Rakous;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;133;NA;NA;% rozlohy v celistvém uspořádání splňující hodnotu minimiareálu;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;MINIMI;NA
Stanoviště;CZ0510191;Průlom Jizery u Rakous;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;135;NA;NA;% hranice s nepřírodními biotopy;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510191;Průlom Jizery u Rakous;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;134;NA;NA;zastoupení nepřírodních biotopů v segmentech stanoviště;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510191;Průlom Jizery u Rakous;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;136;NA;NA;druhy červeného seznamu;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510191;Průlom Jizery u Rakous;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;137;NA;NA;% rozlohy zasažené invazními druhy;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;MINIMI;NA
Stanoviště;CZ0510191;Průlom Jizery u Rakous;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;138;NA;NA;% rozlohy zasažené expanzivními druhy;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;MINIMI;NA
Stanoviště;CZ0510191;Průlom Jizery u Rakous;Bučiny asociace Asperulo-Fagetum;9130;2018-06-08;2018-07-09;10;NA;NA;NA;12;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510400;Jizerskohorské bučiny;Bučiny asociace Asperulo-Fagetum;9130;2014-07-17;2022-10-10;128;120,1064;163.16;hektary;13;4;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;VMB2;NA
Stanoviště;CZ0510400;Jizerskohorské bučiny;Bučiny asociace Asperulo-Fagetum;9130;2014-07-17;2022-10-10;129;1,6124;1.7;140;11;3;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;VMB2;NA
Stanoviště;CZ0510400;Jizerskohorské bučiny;Bučiny asociace Asperulo-Fagetum;9130;2014-07-17;2022-10-10;132;1,9988;NA;140;8;3;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510400;Jizerskohorské bučiny;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;133;NA;NA;% rozlohy v celistvém uspořádání splňující hodnotu minimiareálu;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510400;Jizerskohorské bučiny;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;135;NA;NA;% hranice s nepřírodními biotopy;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510400;Jizerskohorské bučiny;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;134;NA;NA;zastoupení nepřírodních biotopů v segmentech stanoviště;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510400;Jizerskohorské bučiny;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;136;NA;NA;druhy červeného seznamu;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510400;Jizerskohorské bučiny;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;137;NA;NA;% rozlohy zasažené invazními druhy;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;MINIMI;NA
Stanoviště;CZ0510400;Jizerskohorské bučiny;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;138;NA;NA;% rozlohy zasažené expanzivními druhy;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;MINIMI;NA
Stanoviště;CZ0510400;Jizerskohorské bučiny;Bučiny asociace Asperulo-Fagetum;9130;2014-07-17;2022-10-10;10;NA;NA;NA;12;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510405;Bukovec;Bučiny asociace Asperulo-Fagetum;9130;2023-07-18;2023-07-30;128;13,4681;12.56;hektary;11;2;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;VMB2;NA
Stanoviště;CZ0510405;Bukovec;Bučiny asociace Asperulo-Fagetum;9130;2023-07-18;2023-07-30;129;1,6788;2.1;140;11;2;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;VMB2;NA
Stanoviště;CZ0510405;Bukovec;Bučiny asociace Asperulo-Fagetum;9130;2023-07-18;2023-07-30;132;1,159;NA;140;8;3;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510405;Bukovec;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;133;NA;NA;% rozlohy v celistvém uspořádání splňující hodnotu minimiareálu;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;MINIMI;NA
Stanoviště;CZ0510405;Bukovec;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;135;NA;NA;% hranice s nepřírodními biotopy;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510405;Bukovec;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;134;NA;NA;zastoupení nepřírodních biotopů v segmentech stanoviště;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510405;Bukovec;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;136;NA;NA;druhy červeného seznamu;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510405;Bukovec;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;137;NA;NA;% rozlohy zasažené invazními druhy;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;MINIMI;NA
Stanoviště;CZ0510405;Bukovec;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;138;NA;NA;% rozlohy zasažené expanzivními druhy;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;MINIMI;NA
Stanoviště;CZ0510405;Bukovec;Bučiny asociace Asperulo-Fagetum;9130;2023-07-18;2023-07-30;10;NA;NA;NA;11;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510509;Jezevčí vrch;Bučiny asociace Asperulo-Fagetum;9130;2008-08-22;2011-08-23;128;25,6639;25.65;hektary;11;3;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;VMB2;NA
Stanoviště;CZ0510509;Jezevčí vrch;Bučiny asociace Asperulo-Fagetum;9130;2008-08-22;2011-08-23;129;1,0917;1.1;140;11;3;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;VMB2;NA
Stanoviště;CZ0510509;Jezevčí vrch;Bučiny asociace Asperulo-Fagetum;9130;2008-08-22;2011-08-23;132;2,4558;NA;140;8;3;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510509;Jezevčí vrch;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;133;NA;NA;% rozlohy v celistvém uspořádání splňující hodnotu minimiareálu;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;MINIMI;NA
Stanoviště;CZ0510509;Jezevčí vrch;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;135;NA;NA;% hranice s nepřírodními biotopy;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510509;Jezevčí vrch;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;134;NA;NA;zastoupení nepřírodních biotopů v segmentech stanoviště;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510509;Jezevčí vrch;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;136;NA;NA;druhy červeného seznamu;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0510509;Jezevčí vrch;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;137;NA;NA;% rozlohy zasažené invazními druhy;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;MINIMI;NA
Stanoviště;CZ0510509;Jezevčí vrch;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;138;NA;NA;% rozlohy zasažené expanzivními druhy;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;MINIMI;NA
Stanoviště;CZ0510509;Jezevčí vrch;Bučiny asociace Asperulo-Fagetum;9130;2008-08-22;2011-08-23;10;NA;NA;NA;11;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0514041;Suchý vrch - Naděje;Bučiny asociace Asperulo-Fagetum;9130;2024-07-14;2024-07-14;128;19,6395;40;hektary;13;2;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;MINIMI;NA
Stanoviště;CZ0514041;Suchý vrch - Naděje;Bučiny asociace Asperulo-Fagetum;9130;2024-07-14;2024-07-14;129;1,0593;1.1;140;11;4;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;VMB2;NA
Stanoviště;CZ0514041;Suchý vrch - Naděje;Bučiny asociace Asperulo-Fagetum;9130;2024-07-14;2024-07-14;132;1,0883;NA;140;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0514041;Suchý vrch - Naděje;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;133;NA;NA;% rozlohy v celistvém uspořádání splňující hodnotu minimiareálu;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;MINIMI;NA
Stanoviště;CZ0514041;Suchý vrch - Naděje;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;135;NA;NA;% hranice s nepřírodními biotopy;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0514041;Suchý vrch - Naděje;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;134;NA;NA;zastoupení nepřírodních biotopů v segmentech stanoviště;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0514041;Suchý vrch - Naděje;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;136;NA;NA;druhy červeného seznamu;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;MINIMI;NA
Stanoviště;CZ0514041;Suchý vrch - Naděje;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;137;NA;NA;% rozlohy zasažené invazními druhy;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;MINIMI;NA
Stanoviště;CZ0514041;Suchý vrch - Naděje;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;138;NA;NA;% rozlohy zasažené expanzivními druhy;8;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;MINIMI;NA
Stanoviště;CZ0514041;Suchý vrch - Naděje;Bučiny asociace Asperulo-Fagetum;9130;2024-07-14;2024-07-14;10;NA;NA;NA;12;NA;2025-11-07;AOPK ČR - RP Liberecko;RP Liberecko;NA;NA
Stanoviště;CZ0514670;Ronov - Vlhošť;Bučiny asociace Asperulo-Fagetum;9130;2013-07-24;2014-08-28;128;41,9485;30.37;hektary;11;3;2025-11-07;AOPK ČR - RP SCHKO Kokořínsko - Máchův kraj, Krajský úřad Libereckého kraje;RP SCHKO Kokořínsko - Máchův kraj;VMB2;NA
Stanoviště;CZ0514670;Ronov - Vlhošť;Bučiny asociace Asperulo-Fagetum;9130;2013-07-24;2014-08-28;129;1,4272;1.5;140;11;3;2025-11-07;AOPK ČR - RP SCHKO Kokořínsko - Máchův kraj, Krajský úřad Libereckého kraje;RP SCHKO Kokořínsko - Máchův kraj;VMB2;NA
Stanoviště;CZ0514670;Ronov - Vlhošť;Bučiny asociace Asperulo-Fagetum;9130;2013-07-24;2014-08-28;132;2,0589;NA;140;8;3;2025-11-07;AOPK ČR - RP SCHKO Kokořínsko - Máchův kraj, Krajský úřad Libereckého kraje;RP SCHKO Kokořínsko - Máchův kraj;NA;NA
Stanoviště;CZ0514670;Ronov - Vlhošť;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;133;NA;NA;% rozlohy v celistvém uspořádání splňující hodnotu minimiareálu;8;NA;2025-11-07;AOPK ČR - RP SCHKO Kokořínsko - Máchův kraj, Krajský úřad Libereckého kraje;RP SCHKO Kokořínsko - Máchův kraj;MINIMI;NA
Stanoviště;CZ0514670;Ronov - Vlhošť;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;135;NA;NA;% hranice s nepřírodními biotopy;8;NA;2025-11-07;AOPK ČR - RP SCHKO Kokořínsko - Máchův kraj, Krajský úřad Libereckého kraje;RP SCHKO Kokořínsko - Máchův kraj;NA;NA
Stanoviště;CZ0514670;Ronov - Vlhošť;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;134;NA;NA;zastoupení nepřírodních biotopů v segmentech stanoviště;8;NA;2025-11-07;AOPK ČR - RP SCHKO Kokořínsko - Máchův kraj, Krajský úřad Libereckého kraje;RP SCHKO Kokořínsko - Máchův kraj;NA;NA
Stanoviště;CZ0514670;Ronov - Vlhošť;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;136;NA;NA;druhy červeného seznamu;8;NA;2025-11-07;AOPK ČR - RP SCHKO Kokořínsko - Máchův kraj, Krajský úřad Libereckého kraje;RP SCHKO Kokořínsko - Máchův kraj;MINIMI;NA
Stanoviště;CZ0514670;Ronov - Vlhošť;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;137;NA;NA;% rozlohy zasažené invazními druhy;8;NA;2025-11-07;AOPK ČR - RP SCHKO Kokořínsko - Máchův kraj, Krajský úřad Libereckého kraje;RP SCHKO Kokořínsko - Máchův kraj;MINIMI;NA
Stanoviště;CZ0514670;Ronov - Vlhošť;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;138;NA;NA;% rozlohy zasažené expanzivními druhy;8;NA;2025-11-07;AOPK ČR - RP SCHKO Kokořínsko - Máchův kraj, Krajský úřad Libereckého kraje;RP SCHKO Kokořínsko - Máchův kraj;MINIMI;NA
Stanoviště;CZ0514670;Ronov - Vlhošť;Bučiny asociace Asperulo-Fagetum;9130;2013-07-24;2014-08-28;10;NA;NA;NA;11;NA;2025-11-07;AOPK ČR - RP SCHKO Kokořínsko - Máchův kraj, Krajský úřad Libereckého kraje;RP SCHKO Kokořínsko - Máchův kraj;NA;NA
Stanoviště;CZ0514672;Údolí Jizery a Kamenice;Bučiny asociace Asperulo-Fagetum;9130;2001-09-01;2020-09-13;128;64,3079;64.3;hektary;11;3;2025-11-07;Krajský úřad Libereckého kraje;RP Liberecko;NA;NA
Stanoviště;CZ0514672;Údolí Jizery a Kamenice;Bučiny asociace Asperulo-Fagetum;9130;2001-09-01;2020-09-13;129;3,3274;3.4;140;11;3;2025-11-07;Krajský úřad Libereckého kraje;RP Liberecko;VMB2;NA
Stanoviště;CZ0514672;Údolí Jizery a Kamenice;Bučiny asociace Asperulo-Fagetum;9130;2001-09-01;2020-09-13;132;2,8805;NA;140;8;3;2025-11-07;Krajský úřad Libereckého kraje;RP Liberecko;NA;NA
Stanoviště;CZ0514672;Údolí Jizery a Kamenice;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;133;NA;NA;% rozlohy v celistvém uspořádání splňující hodnotu minimiareálu;8;NA;2025-11-07;Krajský úřad Libereckého kraje;RP Liberecko;MINIMI;NA
Stanoviště;CZ0514672;Údolí Jizery a Kamenice;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;135;NA;NA;% hranice s nepřírodními biotopy;8;NA;2025-11-07;Krajský úřad Libereckého kraje;RP Liberecko;NA;NA
Stanoviště;CZ0514672;Údolí Jizery a Kamenice;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;134;NA;NA;zastoupení nepřírodních biotopů v segmentech stanoviště;8;NA;2025-11-07;Krajský úřad Libereckého kraje;RP Liberecko;NA;NA
Stanoviště;CZ0514672;Údolí Jizery a Kamenice;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;136;NA;NA;druhy červeného seznamu;8;NA;2025-11-07;Krajský úřad Libereckého kraje;RP Liberecko;NA;NA
Stanoviště;CZ0514672;Údolí Jizery a Kamenice;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;137;NA;NA;% rozlohy zasažené invazními druhy;8;NA;2025-11-07;Krajský úřad Libereckého kraje;RP Liberecko;MINIMI;NA
Stanoviště;CZ0514672;Údolí Jizery a Kamenice;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;138;NA;NA;% rozlohy zasažené expanzivními druhy;8;NA;2025-11-07;Krajský úřad Libereckého kraje;RP Liberecko;MINIMI;NA
Stanoviště;CZ0514672;Údolí Jizery a Kamenice;Bučiny asociace Asperulo-Fagetum;9130;2001-09-01;2020-09-13;10;NA;NA;NA;11;NA;2025-11-07;Krajský úřad Libereckého kraje;RP Liberecko;NA;NA
Stanoviště;CZ0520020;Hrádeček;Bučiny asociace Asperulo-Fagetum;9130;2014-05-17;2014-06-05;128;33,9651;37.7;hektary;13;3;2025-11-07;Krajský úřad Královéhradeckého kraje;RP Východní Čechy;VMB2;NA
Stanoviště;CZ0520020;Hrádeček;Bučiny asociace Asperulo-Fagetum;9130;2014-05-17;2014-06-05;129;2,3906;2;140;13;3;2025-11-07;Krajský úřad Královéhradeckého kraje;RP Východní Čechy;MINIMI;NA
Stanoviště;CZ0520020;Hrádeček;Bučiny asociace Asperulo-Fagetum;9130;2014-05-17;2014-06-05;132;1,7144;NA;140;8;3;2025-11-07;Krajský úřad Královéhradeckého kraje;RP Východní Čechy;NA;NA
Stanoviště;CZ0520020;Hrádeček;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;133;NA;NA;% rozlohy v celistvém uspořádání splňující hodnotu minimiareálu;8;NA;2025-11-07;Krajský úřad Královéhradeckého kraje;RP Východní Čechy;MINIMI;NA
Stanoviště;CZ0520020;Hrádeček;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;135;NA;NA;% hranice s nepřírodními biotopy;8;NA;2025-11-07;Krajský úřad Královéhradeckého kraje;RP Východní Čechy;NA;NA
Stanoviště;CZ0520020;Hrádeček;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;134;NA;NA;zastoupení nepřírodních biotopů v segmentech stanoviště;8;NA;2025-11-07;Krajský úřad Královéhradeckého kraje;RP Východní Čechy;NA;NA
Stanoviště;CZ0520020;Hrádeček;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;136;NA;NA;druhy červeného seznamu;8;NA;2025-11-07;Krajský úřad Královéhradeckého kraje;RP Východní Čechy;NA;NA
Stanoviště;CZ0520020;Hrádeček;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;137;NA;NA;% rozlohy zasažené invazními druhy;8;NA;2025-11-07;Krajský úřad Královéhradeckého kraje;RP Východní Čechy;MINIMI;NA
Stanoviště;CZ0520020;Hrádeček;Bučiny asociace Asperulo-Fagetum;9130;NA;NA;138;NA;NA;% rozlohy zasažené expanzivními druhy;8;NA;2025-11-07;Krajský úřad Královéhradeckého kraje;RP Východní Čechy;MINIMI;NA
