"TYP_CHU";"SITECODE";"HABITAT_CODE";"ROZLOHA_PASEKY";"ROZLOHA_HOLINY";"POCET_SEGMENTU_PASEKY"
"EVL";"CZ0214041";"91E0";0,290519369355447;0;4
"EVL";"CZ0810004";"3230";NA;NA;NA
"EVL";"CZ0810004";"9170";0;0;0
"EVL";"CZ0810004";"91E0";0;0;0
"EVL";"CZ0324026";"3260";NA;NA;NA
"EVL";"CZ0324026";"6430";NA;NA;NA
"EVL";"CZ0324026";"7140";NA;NA;NA
"EVL";"CZ0324026";"91E0";11,1609524389271;9,63456851134242;13
"EVL";"CZ0620011";"6210";NA;NA;NA
"EVL";"CZ0620011";"6210p";NA;NA;NA
"EVL";"CZ0420144";"7110";NA;NA;NA
"EVL";"CZ0420144";"7120";NA;NA;NA
"EVL";"CZ0420144";"7140";NA;NA;NA
"EVL";"CZ0420144";"9410";15,4246163219811;6,7897943791781;25
"EVL";"CZ0420144";"91D0";5,41609454137241;1,13452314241131;15
"EVL";"CZ0612137";"3130";NA;NA;NA
"EVL";"CZ0424039";"6110";NA;NA;NA
"EVL";"CZ0424039";"6210";NA;NA;NA
"EVL";"CZ0424039";"6510";NA;NA;NA
"EVL";"CZ0424039";"8160";NA;NA;NA
"EVL";"CZ0624071";"3150";NA;NA;NA
"EVL";"CZ0624071";"6410";NA;NA;NA
"EVL";"CZ0624071";"6440";NA;NA;NA
"EVL";"CZ0624071";"91E0";0;0;0
"EVL";"CZ0624071";"91F0";2,65786436492181;0;7
"EVL";"CZ0423510";"3260";NA;NA;NA
"EVL";"CZ0423510";"6430";NA;NA;NA
"EVL";"CZ0620169";"6210";NA;NA;NA
"EVL";"CZ0620169";"91G0";18,3433616198715;2,93264381243438;25
"EVL";"CZ0620169";"91I0";1,82354008663423;0;4
"EVL";"CZ0813516";"3220";NA;NA;NA
"EVL";"CZ0813516";"3240";NA;NA;NA
"EVL";"CZ0813516";"91E0";0;0;0
"EVL";"CZ0420501";"6410";NA;NA;NA
"EVL";"CZ0420501";"6520";NA;NA;NA
"EVL";"CZ0420501";"7140";NA;NA;NA
"EVL";"CZ0420501";"91D0";1,89006883858878;1,60050886676824;7
"EVL";"CZ0420501";"91E0";0,63278847971619;0;8
"EVL";"CZ0720190";"7220";NA;NA;NA
"EVL";"CZ0720190";"9130";0,272194160171878;0;1
"EVL";"CZ0610518";"6230";NA;NA;NA
"EVL";"CZ0314044";"6110";NA;NA;NA
"EVL";"CZ0314044";"6510";NA;NA;NA
"EVL";"CZ0314044";"8210";NA;NA;NA
"EVL";"CZ0314044";"8310";NA;NA;NA
"EVL";"CZ0314044";"91U0";0;0;0
"EVL";"CZ0524049";"2330";NA;NA;NA
"EVL";"CZ0524049";"3150";NA;NA;NA
"EVL";"CZ0524049";"3260";NA;NA;NA
"EVL";"CZ0524049";"6410";NA;NA;NA
"EVL";"CZ0524049";"6430";NA;NA;NA
"EVL";"CZ0524049";"6510";NA;NA;NA
"EVL";"CZ0524049";"91E0";0,366122938304234;0;18
"EVL";"CZ0524049";"91F0";0,0674188545040702;0;11
"EVL";"CZ0524046";"6430";NA;NA;NA
"EVL";"CZ0524046";"6520";NA;NA;NA
"EVL";"CZ0524046";"9110";41,0162653623267;21,0687046920259;46
"EVL";"CZ0524046";"9130";1,2714790998869;0;8
"EVL";"CZ0524046";"9410";5,70269989536645;2,11958690102594;11
"EVL";"CZ0310074";"3130";NA;NA;NA
"EVL";"CZ0310074";"3150";NA;NA;NA
"EVL";"CZ0413190";"3140";NA;NA;NA
"EVL";"CZ0420456";"8220";NA;NA;NA
"EVL";"CZ0420456";"9170";0;0;0
"EVL";"CZ0420456";"91I0";0,533645339726284;0;1
"EVL";"CZ0214042";"3150";NA;NA;NA
"EVL";"CZ0214042";"4030";NA;NA;NA
"EVL";"CZ0214042";"6230";NA;NA;NA
"EVL";"CZ0214042";"6410";NA;NA;NA
"EVL";"CZ0214042";"6430";NA;NA;NA
"EVL";"CZ0214042";"6510";NA;NA;NA
"EVL";"CZ0214042";"7140";NA;NA;NA
"EVL";"CZ0214042";"8220";NA;NA;NA
"EVL";"CZ0214042";"9110";2,25070280866216;1,9726202793235;4
"EVL";"CZ0214042";"9130";0;0;0
"EVL";"CZ0214042";"9410";15,9099667207879;11,0158973250116;28
"EVL";"CZ0214042";"91D0";0,644193515523835;0;8
"EVL";"CZ0210733";"2330";NA;NA;NA
"EVL";"CZ0210733";"4030";NA;NA;NA
"EVL";"CZ0810031";"9130";2,66003060873583;0;12
"EVL";"CZ0520603";"6230";NA;NA;NA
"EVL";"CZ0520603";"6430";NA;NA;NA
"EVL";"CZ0520603";"6510";NA;NA;NA
"EVL";"CZ0627016";"6210";NA;NA;NA
"EVL";"CZ0627016";"6210p";NA;NA;NA
"EVL";"CZ0310063";"6110";NA;NA;NA
"EVL";"CZ0314642";"6410";NA;NA;NA
"EVL";"CZ0322058";"6230";NA;NA;NA
"EVL";"CZ0210111";"6210";NA;NA;NA
"EVL";"CZ0210111";"91U0";0,309367190798908;0;5
"EVL";"CZ0620049";"6240";NA;NA;NA
"EVL";"CZ0320043";"91D0";0;0;0
"EVL";"CZ0524047";"3260";NA;NA;NA
"EVL";"CZ0524047";"8150";NA;NA;NA
"EVL";"CZ0524047";"8220";NA;NA;NA
"EVL";"CZ0524047";"9110";11,5031773936206;0;47
"EVL";"CZ0524047";"9130";0,829012385863832;0;5
"EVL";"CZ0524047";"9180";0,105126922251104;0;2
"EVL";"CZ0210721";"7220";NA;NA;NA
"EVL";"CZ0520009";"6410";NA;NA;NA
"EVL";"CZ0520009";"6510";NA;NA;NA
"EVL";"CZ0520009";"9170";3,77226308522126;0;5
"EVL";"CZ0410040";"4030";NA;NA;NA
"EVL";"CZ0410040";"6520";NA;NA;NA
"EVL";"CZ0410040";"7110";NA;NA;NA
"EVL";"CZ0410040";"7120";NA;NA;NA
"EVL";"CZ0410040";"7140";NA;NA;NA
"EVL";"CZ0410040";"9410";0,0713742665420547;0;2
"EVL";"CZ0410040";"91D0";0,0113998084556796;0;2
"EVL";"CZ0210730";"2330";NA;NA;NA
"EVL";"CZ0212023";"2330";NA;NA;NA
"EVL";"CZ0214049";"2330";NA;NA;NA
"EVL";"CZ0422084";"2330";NA;NA;NA
"EVL";"CZ0210064";"2330";NA;NA;NA
"EVL";"CZ0310615";"2330";NA;NA;NA
"EVL";"CZ0413184";"3140";NA;NA;NA
"EVL";"CZ0424138";"91F0";0,656155847766576;0;2
"EVL";"CZ0310017";"3150";NA;NA;NA
"EVL";"CZ0310017";"6430";NA;NA;NA
"EVL";"CZ0310017";"7120";NA;NA;NA
"EVL";"CZ0310017";"7140";NA;NA;NA
"EVL";"CZ0310017";"9410";5,49191825508906;2,25317999946512;13
"EVL";"CZ0310017";"91D0";0,00082266259198077;0;1
"EVL";"CZ0310017";"91E0";0,435457915589558;0;4
"EVL";"CZ0420462";"8220";NA;NA;NA
"EVL";"CZ0420462";"8230";NA;NA;NA
"EVL";"CZ0323159";"3270";NA;NA;NA
"EVL";"CZ0323159";"6510";NA;NA;NA
"EVL";"CZ0323159";"9170";0;0;0
"EVL";"CZ0323159";"9180";0;0;0
"EVL";"CZ0620013";"8160";NA;NA;NA
"EVL";"CZ0710004";"6510";NA;NA;NA
"EVL";"CZ0720435";"5130";NA;NA;NA
"EVL";"CZ0720435";"6210";NA;NA;NA
"EVL";"CZ0720435";"6510";NA;NA;NA
"EVL";"CZ0720435";"7220";NA;NA;NA
"EVL";"CZ0720435";"9130";8,29064295392177;0;19
"EVL";"CZ0720435";"9170";0,00613568867724389;0;1
"EVL";"CZ0720435";"6210p";NA;NA;NA
"EVL";"CZ0214014";"3130";NA;NA;NA
"EVL";"CZ0214014";"3150";NA;NA;NA
"EVL";"CZ0214014";"7140";NA;NA;NA
"EVL";"CZ0420160";"6430";NA;NA;NA
"EVL";"CZ0420160";"6210p";NA;NA;NA
"EVL";"CZ0420160";"91E0";0;0;0
"EVL";"CZ0514113";"3140";NA;NA;NA
"EVL";"CZ0514113";"3150";NA;NA;NA
"EVL";"CZ0514113";"8310";NA;NA;NA
"EVL";"CZ0612140";"3130";NA;NA;NA
"EVL";"CZ0624096";"3260";NA;NA;NA
"EVL";"CZ0624096";"4030";NA;NA;NA
"EVL";"CZ0624096";"5130";NA;NA;NA
"EVL";"CZ0624096";"6190";NA;NA;NA
"EVL";"CZ0624096";"6210";NA;NA;NA
"EVL";"CZ0624096";"6510";NA;NA;NA
"EVL";"CZ0624096";"8150";NA;NA;NA
"EVL";"CZ0624096";"8220";NA;NA;NA
"EVL";"CZ0624096";"8230";NA;NA;NA
"EVL";"CZ0624096";"8310";NA;NA;NA
"EVL";"CZ0624096";"9170";15,2934186869803;3,79978068292124;67
"EVL";"CZ0624096";"9180";0,0140682331649692;0;1
"EVL";"CZ0624096";"40A0";NA;NA;NA
"EVL";"CZ0624096";"91I0";0,0481343343454264;0;3
"EVL";"CZ0310057";"6230";NA;NA;NA
"EVL";"CZ0310057";"7110";NA;NA;NA
"EVL";"CZ0310057";"7140";NA;NA;NA
"EVL";"CZ0310057";"9410";1,31203855647529;0;4
"EVL";"CZ0310057";"91D0";0,149653612263542;0;1
"EVL";"CZ0210152";"2330";NA;NA;NA
"EVL";"CZ0210152";"3150";NA;NA;NA
"EVL";"CZ0210152";"6410";NA;NA;NA
"EVL";"CZ0210152";"6430";NA;NA;NA
"EVL";"CZ0210152";"6440";NA;NA;NA
"EVL";"CZ0210152";"6510";NA;NA;NA
"EVL";"CZ0210152";"7210";NA;NA;NA
"EVL";"CZ0210152";"7230";NA;NA;NA
"EVL";"CZ0210152";"91E0";0;0;0
"EVL";"CZ0210152";"91F0";0;0;0
"EVL";"CZ0210713";"6210";NA;NA;NA
"EVL";"CZ0210713";"6510";NA;NA;NA
"EVL";"CZ0620139";"6210";NA;NA;NA
"EVL";"CZ0814092";"3130";NA;NA;NA
"EVL";"CZ0814092";"3140";NA;NA;NA
"EVL";"CZ0814092";"3150";NA;NA;NA
"EVL";"CZ0814092";"6510";NA;NA;NA
"EVL";"CZ0814092";"9170";3,64702441725356;0;23
"EVL";"CZ0814092";"91E0";13,475985682997;7,10537905505191;52
"EVL";"CZ0814092";"91F0";13,5257683722154;6,35958752086398;40
"EVL";"CZ0424141";"3150";NA;NA;NA
"EVL";"CZ0424141";"3260";NA;NA;NA
"EVL";"CZ0424141";"3270";NA;NA;NA
"EVL";"CZ0424141";"6110";NA;NA;NA
"EVL";"CZ0424141";"8150";NA;NA;NA
"EVL";"CZ0424141";"8160";NA;NA;NA
"EVL";"CZ0424141";"9180";6,73516964758638;0;58
"EVL";"CZ0424141";"40A0";NA;NA;NA
"EVL";"CZ0424141";"91E0";0,846373079121482;0;12
"EVL";"CZ0210028";"6190";NA;NA;NA
"EVL";"CZ0210028";"9130";0;0;0
"EVL";"CZ0210028";"9180";0,000854506154032424;0;1
"EVL";"CZ0514669";"3150";NA;NA;NA
"EVL";"CZ0514669";"3160";NA;NA;NA
"EVL";"CZ0514669";"6410";NA;NA;NA
"EVL";"CZ0514669";"7140";NA;NA;NA
"EVL";"CZ0514669";"7150";NA;NA;NA
"EVL";"CZ0514669";"91D0";0;0;0
"EVL";"CZ0624060";"6210";NA;NA;NA
"EVL";"CZ0624060";"6250";NA;NA;NA
"EVL";"CZ0624060";"91G0";0,859964441887953;0;2
"EVL";"CZ0624060";"91I0";0,0552502028454561;0;1
"EVL";"CZ0714077";"4060";NA;NA;NA
"EVL";"CZ0714077";"4080";NA;NA;NA
"EVL";"CZ0714077";"6150";NA;NA;NA
"EVL";"CZ0714077";"6430";NA;NA;NA
"EVL";"CZ0714077";"7110";NA;NA;NA
"EVL";"CZ0714077";"7140";NA;NA;NA
"EVL";"CZ0714077";"8110";NA;NA;NA
"EVL";"CZ0714077";"8220";NA;NA;NA
"EVL";"CZ0714077";"9110";18,1179713230505;9,50179708491749;34
"EVL";"CZ0714077";"9410";180,641482415546;147,966841044614;108
"EVL";"CZ0714077";"91D0";0,118993137471165;0;4
"EVL";"CZ0320013";"6410";NA;NA;NA
"EVL";"CZ0320013";"6430";NA;NA;NA
"EVL";"CZ0320013";"91E0";0;0;0
"EVL";"CZ0214045";"3150";NA;NA;NA
"EVL";"CZ0214045";"7140";NA;NA;NA
"EVL";"CZ0214045";"91E0";0;0;0
"EVL";"CZ0110050";"6110";NA;NA;NA
"EVL";"CZ0110050";"6190";NA;NA;NA
"EVL";"CZ0110050";"6210";NA;NA;NA
"EVL";"CZ0110050";"9180";1,04035188201319;1,01401788447963;2
"EVL";"CZ0510191";"6210";NA;NA;NA
"EVL";"CZ0510191";"8210";NA;NA;NA
"EVL";"CZ0510191";"8220";NA;NA;NA
"EVL";"CZ0510191";"8310";NA;NA;NA
"EVL";"CZ0510191";"9110";0,859767332369596;0;7
"EVL";"CZ0510191";"9130";0,788274235220077;0;4
"EVL";"CZ0510191";"9150";0,0649086128472103;0;1
"EVL";"CZ0510191";"9180";0,0109809423621278;0;1
"EVL";"CZ0510191";"6210p";NA;NA;NA
"EVL";"CZ0620014";"6240";NA;NA;NA
"EVL";"CZ0620014";"6210p";NA;NA;NA
"EVL";"CZ0624114";"6210";NA;NA;NA
"EVL";"CZ0624114";"6240";NA;NA;NA
"EVL";"CZ0624114";"6210p";NA;NA;NA
"EVL";"CZ0624114";"91G0";24,0126917204588;7,17754093100726;39
"EVL";"CZ0624114";"91I0";9,24286641046145;4,31879619364676;17
"EVL";"CZ0710148";"6510";NA;NA;NA
"EVL";"CZ0710148";"9170";4,14982431674549;0;6
"EVL";"CZ0214012";"8310";NA;NA;NA
"EVL";"CZ0530027";"6430";NA;NA;NA
"EVL";"CZ0530027";"9130";2,84611373454618;0;9
"EVL";"CZ0530027";"91E0";0,199673815972569;0;2
"EVL";"CZ0810014";"7140";NA;NA;NA
"EVL";"CZ0810014";"91E0";0;0;0
"EVL";"CZ0810032";"9130";0,800424665464343;0;8
"EVL";"CZ0210023";"6510";NA;NA;NA
"EVL";"CZ0510403";"7110";NA;NA;NA
"EVL";"CZ0510403";"91D0";0;0;0
"EVL";"CZ0714078";"9110";1,05480834680434;1,05480834680434;1
"EVL";"CZ0714078";"9130";8,12563527135342;4,76586238440969;6
"EVL";"CZ0714078";"9180";0,0200476513003075;0;1
"EVL";"CZ0423225";"6210";NA;NA;NA
"EVL";"CZ0423225";"8220";NA;NA;NA
"EVL";"CZ0114001";"6190";NA;NA;NA
"EVL";"CZ0114001";"6210";NA;NA;NA
"EVL";"CZ0114001";"9170";0,0888666948736552;0;3
"EVL";"CZ0114001";"9180";0;0;0
"EVL";"CZ0114001";"91H0";0;0;0
"EVL";"CZ0210114";"2330";NA;NA;NA
"EVL";"CZ0210114";"4030";NA;NA;NA
"EVL";"CZ0210114";"6210";NA;NA;NA
"EVL";"CZ0210114";"8210";NA;NA;NA
"EVL";"CZ0620245";"6510";NA;NA;NA
"EVL";"CZ0620245";"8220";NA;NA;NA
"EVL";"CZ0620245";"9110";7,17572003606266;2,08842878061771;23
"EVL";"CZ0620245";"9130";13,6836566143147;2,51123235332444;28
"EVL";"CZ0620245";"9180";0,177279655595085;0;7
"EVL";"CZ0620245";"91E0";0,0363466064333765;0;3
"EVL";"CZ0510028";"9110";0,828681900436105;0;1
"EVL";"CZ0510028";"9130";0;0;0
"EVL";"CZ0510028";"9180";0;0;0
"EVL";"CZ0410020";"3150";NA;NA;NA
"EVL";"CZ0410020";"3260";NA;NA;NA
"EVL";"CZ0410020";"3270";NA;NA;NA
"EVL";"CZ0410020";"91E0";0;0;0
"EVL";"CZ0424033";"6210";NA;NA;NA
"EVL";"CZ0424033";"8150";NA;NA;NA
"EVL";"CZ0424033";"40A0";NA;NA;NA
"EVL";"CZ0610519";"3140";NA;NA;NA
"EVL";"CZ0610519";"3160";NA;NA;NA
"EVL";"CZ0610412";"9110";0;0;0
"EVL";"CZ0610412";"9130";0;0;0
"EVL";"CZ0610412";"91E0";0;0;0
"EVL";"CZ0510402";"6230";NA;NA;NA
"EVL";"CZ0510402";"7110";NA;NA;NA
"EVL";"CZ0510402";"7140";NA;NA;NA
"EVL";"CZ0510402";"9410";0;0;0
"EVL";"CZ0510402";"91D0";0,000393427359247784;0;1
"EVL";"CZ0510415";"3260";NA;NA;NA
"EVL";"CZ0510415";"6230";NA;NA;NA
"EVL";"CZ0510415";"7110";NA;NA;NA
"EVL";"CZ0510415";"7140";NA;NA;NA
"EVL";"CZ0510415";"9410";0;0;0
"EVL";"CZ0510415";"91D0";0,0471567584555119;0;1
"EVL";"CZ0313513";"7110";NA;NA;NA
"EVL";"CZ0313513";"91D0";0;0;0
"EVL";"CZ0420053";"7110";NA;NA;NA
"EVL";"CZ0420053";"9410";0;0;0
"EVL";"CZ0420053";"91D0";0;0;0
"EVL";"CZ0314637";"3140";NA;NA;NA
"EVL";"CZ0314637";"7140";NA;NA;NA
"EVL";"CZ0620016";"6210";NA;NA;NA
"EVL";"CZ0620016";"6210p";NA;NA;NA
"EVL";"CZ0534055";"6410";NA;NA;NA
"EVL";"CZ0534055";"7140";NA;NA;NA
"EVL";"CZ0212020";"7140";NA;NA;NA
"EVL";"CZ0212020";"7230";NA;NA;NA
"EVL";"CZ0714081";"6230";NA;NA;NA
"EVL";"CZ0714081";"6430";NA;NA;NA
"EVL";"CZ0714081";"7110";NA;NA;NA
"EVL";"CZ0714081";"7140";NA;NA;NA
"EVL";"CZ0714081";"9410";0;0;0
"EVL";"CZ0714081";"91D0";0;0;0
"EVL";"CZ0514670";"3150";NA;NA;NA
"EVL";"CZ0514670";"6410";NA;NA;NA
"EVL";"CZ0514670";"6510";NA;NA;NA
"EVL";"CZ0514670";"7140";NA;NA;NA
"EVL";"CZ0514670";"8220";NA;NA;NA
"EVL";"CZ0514670";"9130";0;0;0
"EVL";"CZ0514670";"9170";0,55480655259788;0;2
"EVL";"CZ0514670";"9180";0;0;0
"EVL";"CZ0620412";"8150";NA;NA;NA
"EVL";"CZ0620412";"9180";0;0;0
"EVL";"CZ0314109";"3160";NA;NA;NA
"EVL";"CZ0314109";"7140";NA;NA;NA
"EVL";"CZ0314109";"7150";NA;NA;NA
"EVL";"CZ0314109";"91D0";0;0;0
"EVL";"CZ0720420";"6210";NA;NA;NA
"EVL";"CZ0720420";"6510";NA;NA;NA
"EVL";"CZ0720420";"9170";8,79355603850926;6,89200686050062;10
"EVL";"CZ0720420";"91E0";1,21621492546437;1,05357688377537;2
"EVL";"CZ0720420";"91I0";0;0;0
"EVL";"CZ0410155";"6430";NA;NA;NA
"EVL";"CZ0410155";"6520";NA;NA;NA
"EVL";"CZ0410155";"7140";NA;NA;NA
"EVL";"CZ0410155";"9410";1,55227552483972;0;6
"EVL";"CZ0620158";"1340";NA;NA;NA
"EVL";"CZ0620158";"91F0";2,10327366137257;2,09800089210868;3
"EVL";"CZ0720185";"6230";NA;NA;NA
"EVL";"CZ0720185";"6510";NA;NA;NA
"EVL";"CZ0720185";"7220";NA;NA;NA
"EVL";"CZ0720185";"9110";0,000240256598411361;0;1
"EVL";"CZ0720185";"9170";0;0;0
"EVL";"CZ0720185";"91E0";0;0;0
"EVL";"CZ0310618";"3150";NA;NA;NA
"EVL";"CZ0310008";"3150";NA;NA;NA
"EVL";"CZ0612143";"3130";NA;NA;NA
"EVL";"CZ0214046";"3130";NA;NA;NA
"EVL";"CZ0314640";"3130";NA;NA;NA
"EVL";"CZ0314639";"3140";NA;NA;NA
"EVL";"CZ0314639";"3160";NA;NA;NA
"EVL";"CZ0614058";"3130";NA;NA;NA
"EVL";"CZ0614058";"3150";NA;NA;NA
"EVL";"CZ0710183";"6510";NA;NA;NA
"EVL";"CZ0710183";"8220";NA;NA;NA
"EVL";"CZ0710183";"9110";2,40155315646657;1,65083683628021;5
"EVL";"CZ0710183";"9130";0,00129366805773237;0;2
"EVL";"CZ0710183";"9180";0,00603193483057985;0;2
"EVL";"CZ0710183";"91E0";0;0;0
"EVL";"CZ0714086";"6430";NA;NA;NA
"EVL";"CZ0714086";"6510";NA;NA;NA
"EVL";"CZ0714086";"7110";NA;NA;NA
"EVL";"CZ0714086";"8210";NA;NA;NA
"EVL";"CZ0714086";"8220";NA;NA;NA
"EVL";"CZ0714086";"8310";NA;NA;NA
"EVL";"CZ0714086";"9110";128,692941866135;69,821062695501;184
"EVL";"CZ0714086";"9130";59,6013446971942;41,3616428370984;110
"EVL";"CZ0714086";"9180";6,71565955334697;3,64329059094175;37
"EVL";"CZ0714086";"9410";20,3408104525557;15,8784924078596;13
"EVL";"CZ0714086";"91E0";4,1728317815247;0;23
"EVL";"CZ0530149";"6510";NA;NA;NA
"EVL";"CZ0530149";"9130";6,13031792969347;1,60805531514222;18
"EVL";"CZ0530149";"9180";0,103525059058226;0;1
"EVL";"CZ0530149";"91E0";0,783490601809181;0;1
"EVL";"CZ0612145";"3130";NA;NA;NA
"EVL";"CZ0310067";"91U0";0;0;0
"EVL";"CZ0813462";"3220";NA;NA;NA
"EVL";"CZ0813462";"3240";NA;NA;NA
"EVL";"CZ0210731";"7140";NA;NA;NA
"EVL";"CZ0420449";"9180";0,0121648588722898;0;2
"EVL";"CZ0720033";"6210";NA;NA;NA
"EVL";"CZ0720033";"6430";NA;NA;NA
"EVL";"CZ0720033";"6510";NA;NA;NA
"EVL";"CZ0720033";"7140";NA;NA;NA
"EVL";"CZ0720033";"7220";NA;NA;NA
"EVL";"CZ0720033";"8220";NA;NA;NA
"EVL";"CZ0720033";"9130";3,73908971807552;2,13442044169293;7
"EVL";"CZ0720033";"9170";1,10052150614952;0;5
"EVL";"CZ0720033";"6210p";NA;NA;NA
"EVL";"CZ0530502";"2330";NA;NA;NA
"EVL";"CZ0620037";"9170";1,17994524265179;0;6
"EVL";"CZ0620037";"91I0";1,44936692573095;0;4
"EVL";"CZ0624118";"6210";NA;NA;NA
"EVL";"CZ0620048";"6210";NA;NA;NA
"EVL";"CZ0620048";"6240";NA;NA;NA
"EVL";"CZ0420041";"9170";0;0;0
"EVL";"CZ0420041";"91H0";0;0;0
"EVL";"CZ0420041";"91I0";0;0;0
"EVL";"CZ0810424";"3140";NA;NA;NA
"EVL";"CZ0810424";"3150";NA;NA;NA
"EVL";"CZ0210173";"1340";NA;NA;NA
"EVL";"CZ0620031";"1340";NA;NA;NA
"EVL";"CZ0620187";"1340";NA;NA;NA
"EVL";"CZ0624102";"1340";NA;NA;NA
"EVL";"CZ0420525";"1340";NA;NA;NA
"EVL";"CZ0420525";"6210";NA;NA;NA
"EVL";"CZ0212021";"6410";NA;NA;NA
"EVL";"CZ0510408";"7110";NA;NA;NA
"EVL";"CZ0510408";"9110";0,0669843058913026;0;3
"EVL";"CZ0510408";"9410";0,518222060808483;0;5
"EVL";"CZ0510408";"91D0";1,68335475670737;0;7
"EVL";"CZ0212019";"7220";NA;NA;NA
"EVL";"CZ0212019";"7230";NA;NA;NA
"EVL";"CZ0212019";"9150";0,121301555295294;0;1
"EVL";"CZ0212019";"9190";0,395927467268556;0;1
"EVL";"CZ0212019";"91E0";0,0773128946559392;0;1
"EVL";"CZ0620191";"3260";NA;NA;NA
"EVL";"CZ0620191";"8220";NA;NA;NA
"EVL";"CZ0620191";"9130";0;0;0
"EVL";"CZ0620191";"9170";0,0991455683086067;0;1
"EVL";"CZ0620191";"9180";0;0;0
"EVL";"CZ0410150";"1340";NA;NA;NA
"EVL";"CZ0410150";"3140";NA;NA;NA
"EVL";"CZ0410150";"3150";NA;NA;NA
"EVL";"CZ0410150";"3160";NA;NA;NA
"EVL";"CZ0410150";"7140";NA;NA;NA
"EVL";"CZ0410150";"7150";NA;NA;NA
"EVL";"CZ0410150";"9190";0;0;0
"EVL";"CZ0410150";"91D0";0;0;0
"EVL";"CZ0410150";"91E0";0,0204259047984984;0;1
"EVL";"CZ0624119";"3130";NA;NA;NA
"EVL";"CZ0624119";"3150";NA;NA;NA
"EVL";"CZ0624119";"3260";NA;NA;NA
"EVL";"CZ0624119";"3270";NA;NA;NA
"EVL";"CZ0624119";"6210";NA;NA;NA
"EVL";"CZ0624119";"6410";NA;NA;NA
"EVL";"CZ0624119";"6430";NA;NA;NA
"EVL";"CZ0624119";"6440";NA;NA;NA
"EVL";"CZ0624119";"91E0";0,422338485123754;0;14
"EVL";"CZ0624119";"91F0";287,206586126341;234,866126329125;163
"EVL";"CZ0624119";"91G0";4,54449289519473;4,41479663787393;6
"EVL";"CZ0424134";"6210";NA;NA;NA
"EVL";"CZ0810018";"9110";4,57471592056096;2,28487114007711;10
"EVL";"CZ0810018";"9130";50,2964587047818;34,9802907347302;51
"EVL";"CZ0810018";"9180";0,998151686768878;0;9
"EVL";"CZ0420083";"6510";NA;NA;NA
"EVL";"CZ0420083";"91E0";0;0;0
"EVL";"CZ0520508";"6510";NA;NA;NA
"EVL";"CZ0520508";"8210";NA;NA;NA
"EVL";"CZ0520508";"9130";0,585902304589636;0;7
"EVL";"CZ0622217";"6210";NA;NA;NA
"EVL";"CZ0624043";"6190";NA;NA;NA
"EVL";"CZ0624043";"6210";NA;NA;NA
"EVL";"CZ0624043";"6240";NA;NA;NA
"EVL";"CZ0624043";"8160";NA;NA;NA
"EVL";"CZ0624043";"8210";NA;NA;NA
"EVL";"CZ0624043";"8310";NA;NA;NA
"EVL";"CZ0624069";"6210";NA;NA;NA
"EVL";"CZ0624069";"9170";9,61616355434684;1,00521015241072;15
"EVL";"CZ0624069";"6210p";NA;NA;NA
"EVL";"CZ0624069";"91I0";0;0;0
"EVL";"CZ0620017";"6210p";NA;NA;NA
"EVL";"CZ0420061";"1340";NA;NA;NA
"EVL";"CZ0420061";"6210";NA;NA;NA
"EVL";"CZ0424133";"6210";NA;NA;NA
"EVL";"CZ0424136";"6210";NA;NA;NA
"EVL";"CZ0210734";"5130";NA;NA;NA
"EVL";"CZ0420059";"6210";NA;NA;NA
"EVL";"CZ0624020";"6110";NA;NA;NA
"EVL";"CZ0624020";"6190";NA;NA;NA
"EVL";"CZ0624020";"6210";NA;NA;NA
"EVL";"CZ0624020";"6240";NA;NA;NA
"EVL";"CZ0624020";"8210";NA;NA;NA
"EVL";"CZ0624020";"8310";NA;NA;NA
"EVL";"CZ0624068";"3150";NA;NA;NA
"EVL";"CZ0624068";"3270";NA;NA;NA
"EVL";"CZ0624068";"6430";NA;NA;NA
"EVL";"CZ0624068";"91E0";0,079992868394689;0;3
"EVL";"CZ0624068";"91F0";15,9914074043811;12,9039506802627;13
"EVL";"CZ0420063";"6210";NA;NA;NA
"EVL";"CZ0210053";"4030";NA;NA;NA
"EVL";"CZ0210053";"6190";NA;NA;NA
"EVL";"CZ0210053";"8150";NA;NA;NA
"EVL";"CZ0210053";"8220";NA;NA;NA
"EVL";"CZ0210053";"9170";0,552180893800619;0;3
"EVL";"CZ0210053";"9180";0,463634406350376;0;5
"EVL";"CZ0532132";"6210";NA;NA;NA
"EVL";"CZ0532132";"6510";NA;NA;NA
"EVL";"CZ0210708";"6190";NA;NA;NA
"EVL";"CZ0210708";"8160";NA;NA;NA
"EVL";"CZ0210708";"9130";0,0104868729773717;0;3
"EVL";"CZ0210708";"9170";0,409425865294529;0;4
"EVL";"CZ0210708";"9180";0,00328617008967809;0;2
"EVL";"CZ0210708";"40A0";NA;NA;NA
"EVL";"CZ0420082";"8220";NA;NA;NA
"EVL";"CZ0420082";"9110";7,9050004906005;4,73202756788824;10
"EVL";"CZ0420082";"9130";1,17176566537347;0;8
"EVL";"CZ0420082";"9180";0;0;0
"EVL";"CZ0610513";"6230";NA;NA;NA
"EVL";"CZ0612149";"8220";NA;NA;NA
"EVL";"CZ0514041";"4030";NA;NA;NA
"EVL";"CZ0514041";"8220";NA;NA;NA
"EVL";"CZ0514041";"8310";NA;NA;NA
