"TYP_CHU";"SITECODE";"HABITAT_CODE";"ROZLOHA_PASEKY";"ROZLOHA_HOLINY";"POCET_SEGMENTU_PASEKY"
"EVL";"CZ0210105";"9150";0;0;0
"EVL";"CZ0210105";"9180";0;0;0
"EVL";"CZ0614132";"3130";NA;NA;NA
"EVL";"CZ0620006";"6210";NA;NA;NA
"EVL";"CZ0620006";"6240";NA;NA;NA
"EVL";"CZ0520008";"8210";NA;NA;NA
"EVL";"CZ0620007";"6210";NA;NA;NA
"EVL";"CZ0610515";"6230";NA;NA;NA
"EVL";"CZ0624115";"6210";NA;NA;NA
"EVL";"CZ0624115";"6240";NA;NA;NA
"EVL";"CZ0624115";"6210p";NA;NA;NA
"EVL";"CZ0410413";"3260";NA;NA;NA
"EVL";"CZ0410413";"8220";NA;NA;NA
"EVL";"CZ0410413";"9110";1,69262042093535;0;28
"EVL";"CZ0410413";"9130";0;0;0
"EVL";"CZ0410413";"9170";0,408960728893779;0;2
"EVL";"CZ0410413";"9180";0,0925534909523878;0;4
"EVL";"CZ0410413";"91E0";0,0332496711119066;0;5
"EVL";"CZ0324025";"8150";NA;NA;NA
"EVL";"CZ0324025";"8220";NA;NA;NA
"EVL";"CZ0324025";"9110";0,305531764451005;0;1
"EVL";"CZ0324025";"9170";0,053047400696016;0;1
"EVL";"CZ0324025";"9180";0,00301516663857386;0;2
"EVL";"CZ0110154";"6190";NA;NA;NA
"EVL";"CZ0110154";"6210";NA;NA;NA
"EVL";"CZ0110154";"8220";NA;NA;NA
"EVL";"CZ0110154";"8230";NA;NA;NA
"EVL";"CZ0110154";"40A0";NA;NA;NA
"EVL";"CZ0620177";"91G0";27,6149445413876;8,71461095784693;52
"EVL";"CZ0620177";"91I0";11,1382014725421;6,23759817300355;14
"EVL";"CZ0214007";"3150";NA;NA;NA
"EVL";"CZ0214007";"6440";NA;NA;NA
"EVL";"CZ0214007";"6510";NA;NA;NA
"EVL";"CZ0214007";"7230";NA;NA;NA
"EVL";"CZ0214007";"9170";0;0;0
"EVL";"CZ0214007";"91E0";0;0;0
"EVL";"CZ0214007";"91F0";0;0;0
"EVL";"CZ0214002";"6210";NA;NA;NA
"EVL";"CZ0214002";"6510";NA;NA;NA
"EVL";"CZ0214002";"7220";NA;NA;NA
"EVL";"CZ0214002";"8160";NA;NA;NA
"EVL";"CZ0214002";"8210";NA;NA;NA
"EVL";"CZ0214002";"8230";NA;NA;NA
"EVL";"CZ0214002";"8310";NA;NA;NA
"EVL";"CZ0214002";"9130";6,33876616251655e-05;0;1
"EVL";"CZ0214002";"9150";0,0244913014864549;0;1
"EVL";"CZ0214002";"9170";0,745782942554958;0;7
"EVL";"CZ0214002";"9180";0,156985327812757;0;2
"EVL";"CZ0214002";"40A0";NA;NA;NA
"EVL";"CZ0214002";"6210p";NA;NA;NA
"EVL";"CZ0214002";"91H0";0,255629915947374;0;3
"EVL";"CZ0214002";"91I0";0,000875501845471445;0;1
"EVL";"CZ0214017";"3260";NA;NA;NA
"EVL";"CZ0214017";"3270";NA;NA;NA
"EVL";"CZ0214017";"5130";NA;NA;NA
"EVL";"CZ0214017";"6110";NA;NA;NA
"EVL";"CZ0214017";"6190";NA;NA;NA
"EVL";"CZ0214017";"6210";NA;NA;NA
"EVL";"CZ0214017";"7220";NA;NA;NA
"EVL";"CZ0214017";"8160";NA;NA;NA
"EVL";"CZ0214017";"8210";NA;NA;NA
"EVL";"CZ0214017";"8310";NA;NA;NA
"EVL";"CZ0214017";"9150";3,43599030265158;1,97489425808397;9
"EVL";"CZ0214017";"9170";8,24389513992249;0;33
"EVL";"CZ0214017";"9180";1,16987656998322;1,12809001278477;3
"EVL";"CZ0214017";"40A0";NA;NA;NA
"EVL";"CZ0214017";"6210p";NA;NA;NA
"EVL";"CZ0214017";"91H0";0,145321354762554;0;3
"EVL";"CZ0214017";"91I0";0,178616891070942;0;1
"EVL";"CZ0323151";"6430";NA;NA;NA
"EVL";"CZ0714075";"4060";NA;NA;NA
"EVL";"CZ0714075";"6150";NA;NA;NA
"EVL";"CZ0714075";"6430";NA;NA;NA
"EVL";"CZ0714075";"7110";NA;NA;NA
"EVL";"CZ0714075";"8220";NA;NA;NA
"EVL";"CZ0714075";"9110";37,9475627722899;22,9574992357507;47
"EVL";"CZ0714075";"9410";135,271345165168;92,4009761958601;79
"EVL";"CZ0714075";"91D0";0,267955671292533;0;3
"EVL";"CZ0214044";"6410";NA;NA;NA
"EVL";"CZ0214044";"6510";NA;NA;NA
"EVL";"CZ0214044";"9170";0,86003591918238;0;7
"EVL";"CZ0214044";"9190";2,65650905539552;0;10
"EVL";"CZ0410414";"7110";NA;NA;NA
"EVL";"CZ0410414";"7140";NA;NA;NA
"EVL";"CZ0410414";"9410";28,4762742977538;9,25498966814166;81
"EVL";"CZ0410414";"91D0";1,04581157281788;0;7
"EVL";"CZ0422077";"2330";NA;NA;NA
"EVL";"CZ0510508";"4030";NA;NA;NA
"EVL";"CZ0510508";"6510";NA;NA;NA
"EVL";"CZ0510508";"8150";NA;NA;NA
"EVL";"CZ0510508";"8220";NA;NA;NA
"EVL";"CZ0510508";"9110";4,15121214225221;3,37412357529644;8
"EVL";"CZ0620008";"6210p";NA;NA;NA
"EVL";"CZ0420528";"4030";NA;NA;NA
"EVL";"CZ0420528";"6230";NA;NA;NA
"EVL";"CZ0420528";"6430";NA;NA;NA
"EVL";"CZ0420528";"6520";NA;NA;NA
"EVL";"CZ0420528";"7110";NA;NA;NA
"EVL";"CZ0420528";"7120";NA;NA;NA
"EVL";"CZ0420528";"7140";NA;NA;NA
"EVL";"CZ0420528";"9410";2,4176430949441;1,47521466532114;3
"EVL";"CZ0420528";"91D0";0,0370370332745835;0;1
"EVL";"CZ0310010";"6410";NA;NA;NA
"EVL";"CZ0724120";"3150";NA;NA;NA
"EVL";"CZ0724120";"6510";NA;NA;NA
"EVL";"CZ0724120";"91E0";0;0;0
"EVL";"CZ0724120";"91F0";9,61985600431562;5,6638148854683;8
"EVL";"CZ0620417";"6250";NA;NA;NA
"EVL";"CZ0314648";"6410";NA;NA;NA
"EVL";"CZ0320053";"8220";NA;NA;NA
"EVL";"CZ0320053";"8230";NA;NA;NA
"EVL";"CZ0320053";"9130";17,6267650016209;3,18844236733261;53
"EVL";"CZ0320053";"9170";9,87370560593226;0;40
"EVL";"CZ0320053";"9180";1,41293991575157;0;15
"EVL";"CZ0810035";"6510";NA;NA;NA
"EVL";"CZ0810035";"9130";0;0;0
"EVL";"CZ0810035";"9170";0;0;0
"EVL";"CZ0214013";"3140";NA;NA;NA
"EVL";"CZ0214013";"3150";NA;NA;NA
"EVL";"CZ0214013";"6210";NA;NA;NA
"EVL";"CZ0214013";"6410";NA;NA;NA
"EVL";"CZ0214013";"6430";NA;NA;NA
"EVL";"CZ0214013";"6510";NA;NA;NA
"EVL";"CZ0214013";"7210";NA;NA;NA
"EVL";"CZ0214013";"7230";NA;NA;NA
"EVL";"CZ0214013";"8220";NA;NA;NA
"EVL";"CZ0214013";"8230";NA;NA;NA
"EVL";"CZ0214013";"8310";NA;NA;NA
"EVL";"CZ0214013";"9110";26,5623131907884;1,37736818631648;161
"EVL";"CZ0214013";"91E0";0,239893256204574;0;6
"EVL";"CZ0420021";"8220";NA;NA;NA
"EVL";"CZ0420021";"9110";0;0;0
"EVL";"CZ0420021";"9130";0,0487871377113461;0;1
"EVL";"CZ0420021";"9180";0,00095545485987328;0;1
"EVL";"CZ0423216";"3140";NA;NA;NA
"EVL";"CZ0714076";"6210";NA;NA;NA
"EVL";"CZ0714076";"6510";NA;NA;NA
"EVL";"CZ0714076";"8210";NA;NA;NA
"EVL";"CZ0420459";"6210";NA;NA;NA
"EVL";"CZ0420459";"6510";NA;NA;NA
"EVL";"CZ0420459";"8220";NA;NA;NA
"EVL";"CZ0420459";"9170";1,26697126759339;0;10
"EVL";"CZ0420459";"9180";0;0;0
"EVL";"CZ0420459";"40A0";NA;NA;NA
"EVL";"CZ0420459";"6210p";NA;NA;NA
"EVL";"CZ0420459";"91H0";0,00449316198639572;0;1
"EVL";"CZ0420459";"91I0";0,131635848960001;0;2
"EVL";"CZ0214037";"6110";NA;NA;NA
"EVL";"CZ0214037";"6190";NA;NA;NA
"EVL";"CZ0214037";"6210";NA;NA;NA
"EVL";"CZ0214037";"8310";NA;NA;NA
"EVL";"CZ0720016";"6210";NA;NA;NA
"EVL";"CZ0720016";"9170";0;0;0
"EVL";"CZ0720016";"91E0";0;0;0
"EVL";"CZ0720016";"91I0";0;0;0
"EVL";"CZ0614133";"6210";NA;NA;NA
"EVL";"CZ0614133";"6510";NA;NA;NA
"EVL";"CZ0210022";"6210";NA;NA;NA
"EVL";"CZ0210022";"9170";3,73250821365513;0;11
"EVL";"CZ0210022";"9190";0,0271301219399087;0;1
"EVL";"CZ0520507";"6510";NA;NA;NA
"EVL";"CZ0520507";"8210";NA;NA;NA
"EVL";"CZ0520507";"9130";0,0969220799506145;0;3
"EVL";"CZ0520507";"9180";0,0757007733853421;0;2
"EVL";"CZ0510164";"9130";7,15641950630022;1,25558959781786;25
"EVL";"CZ0510164";"9170";0,918964113073284;0;6
"EVL";"CZ0510164";"9180";0,315423527886829;0;4
"EVL";"CZ0510164";"91E0";1,44744786502238;0;7
"EVL";"CZ0310073";"3130";NA;NA;NA
"EVL";"CZ0530146";"4060";NA;NA;NA
"EVL";"CZ0530146";"6150";NA;NA;NA
"EVL";"CZ0530146";"6430";NA;NA;NA
"EVL";"CZ0530146";"7110";NA;NA;NA
"EVL";"CZ0530146";"8110";NA;NA;NA
"EVL";"CZ0530146";"8220";NA;NA;NA
"EVL";"CZ0530146";"8310";NA;NA;NA
"EVL";"CZ0530146";"9110";0;0;0
"EVL";"CZ0530146";"9410";11,8761264963618;6,37750353163553;9
"EVL";"CZ0530146";"91D0";0,171790715401892;0;1
"EVL";"CZ0710161";"9170";3,45905553298797;0;21
"EVL";"CZ0710161";"91F0";4,13773846363531;2,47711802823609;12
"EVL";"CZ0410401";"7110";NA;NA;NA
"EVL";"CZ0410401";"7120";NA;NA;NA
"EVL";"CZ0410401";"7140";NA;NA;NA
"EVL";"CZ0410401";"9410";2,08867816901286;1,2906287235231;4
"EVL";"CZ0410401";"91D0";2,98638039954351;1,04035107302252;6
"EVL";"CZ0534053";"6510";NA;NA;NA
"EVL";"CZ0534053";"8220";NA;NA;NA
"EVL";"CZ0534053";"9110";0,525488076051953;0;4
"EVL";"CZ0534053";"9130";0,500291302371546;0;4
"EVL";"CZ0534053";"9180";0,093922909737851;0;2
"EVL";"CZ0524044";"4030";NA;NA;NA
"EVL";"CZ0524044";"4060";NA;NA;NA
"EVL";"CZ0524044";"4070";NA;NA;NA
"EVL";"CZ0524044";"4080";NA;NA;NA
"EVL";"CZ0524044";"6150";NA;NA;NA
"EVL";"CZ0524044";"6230";NA;NA;NA
"EVL";"CZ0524044";"6430";NA;NA;NA
"EVL";"CZ0524044";"6510";NA;NA;NA
"EVL";"CZ0524044";"6520";NA;NA;NA
"EVL";"CZ0524044";"7110";NA;NA;NA
"EVL";"CZ0524044";"7140";NA;NA;NA
"EVL";"CZ0524044";"8110";NA;NA;NA
"EVL";"CZ0524044";"8220";NA;NA;NA
"EVL";"CZ0524044";"8310";NA;NA;NA
"EVL";"CZ0524044";"9110";241,670100145548;149,077365205194;347
"EVL";"CZ0524044";"9130";43,1616109891854;17,0121500382255;129
"EVL";"CZ0524044";"9140";35,1714491903094;14,2218753188046;140
"EVL";"CZ0524044";"9180";7,26054876955523;2,43523811403165;32
"EVL";"CZ0524044";"9410";337,97613624512;282,583489600371;137
"EVL";"CZ0524044";"91D0";4,04318902126803;0;15
"EVL";"CZ0524044";"91E0";4,36357193626864;0;41
"EVL";"CZ0210107";"9150";0;0;0
"EVL";"CZ0210107";"9180";0;0;0
"EVL";"CZ0210107";"91I0";0;0;0
"EVL";"CZ0624128";"6110";NA;NA;NA
"EVL";"CZ0624128";"6190";NA;NA;NA
"EVL";"CZ0624128";"6240";NA;NA;NA
"EVL";"CZ0624128";"8220";NA;NA;NA
"EVL";"CZ0624128";"40A0";NA;NA;NA
"EVL";"CZ0624064";"6410";NA;NA;NA
"EVL";"CZ0624064";"9170";7,82983831979595;2,28097500879334;26
"EVL";"CZ0624064";"91G0";1,39079187107139;0;3
"EVL";"CZ0624064";"91I0";0,646766989429165;0;2
"EVL";"CZ0414110";"4030";NA;NA;NA
"EVL";"CZ0414110";"6230";NA;NA;NA
"EVL";"CZ0414110";"6520";NA;NA;NA
"EVL";"CZ0414110";"7110";NA;NA;NA
"EVL";"CZ0414110";"7140";NA;NA;NA
"EVL";"CZ0414110";"8220";NA;NA;NA
"EVL";"CZ0414110";"9140";0;0;0
"EVL";"CZ0414110";"9410";308,733248232702;151,000932256814;411
"EVL";"CZ0414110";"91D0";12,4991288411969;1,23175505733786;95
"EVL";"CZ0420406";"6110";NA;NA;NA
"EVL";"CZ0420406";"6210";NA;NA;NA
"EVL";"CZ0420406";"40A0";NA;NA;NA
"EVL";"CZ0420406";"6210p";NA;NA;NA
"EVL";"CZ0210409";"6190";NA;NA;NA
"EVL";"CZ0210409";"8160";NA;NA;NA
"EVL";"CZ0210409";"9170";0;0;0
"EVL";"CZ0210409";"9180";0;0;0
"EVL";"CZ0210409";"91H0";0;0;0
"EVL";"CZ0624101";"6240";NA;NA;NA
"EVL";"CZ0624101";"91G0";15,0145040182828;8,18679517066693;23
"EVL";"CZ0624101";"91I0";10,118874182917;1,25777402462298;19
"EVL";"CZ0624065";"6240";NA;NA;NA
"EVL";"CZ0624065";"8310";NA;NA;NA
"EVL";"CZ0624065";"9150";0,132603569163028;0;1
"EVL";"CZ0624065";"9170";0;0;0
"EVL";"CZ0624065";"9180";0;0;0
"EVL";"CZ0624065";"91H0";0,00191130387342302;0;1
"EVL";"CZ0213039";"3150";NA;NA;NA
"EVL";"CZ0424111";"3260";NA;NA;NA
"EVL";"CZ0424111";"3270";NA;NA;NA
"EVL";"CZ0424111";"4030";NA;NA;NA
"EVL";"CZ0424111";"8220";NA;NA;NA
"EVL";"CZ0424111";"8310";NA;NA;NA
"EVL";"CZ0424111";"9110";11,2408119961955;4,63424572336822;25
"EVL";"CZ0424111";"9180";0,24492718878584;0;1
"EVL";"CZ0424111";"91E0";0,508173417518172;0;4
"EVL";"CZ0424111";"91T0";0,0632301666381222;0;5
"EVL";"CZ0214008";"3150";NA;NA;NA
"EVL";"CZ0214008";"8150";NA;NA;NA
"EVL";"CZ0214008";"8230";NA;NA;NA
"EVL";"CZ0214008";"9110";10,0019423422313;3,20876083718767;25
"EVL";"CZ0214008";"9130";13,0420385894603;7,89815293937507;25
"EVL";"CZ0214008";"9170";9,05240988629965;4,69261313814921;20
"EVL";"CZ0214008";"9180";0,330878159418203;0;5
"EVL";"CZ0214008";"9190";0,0612958293956425;0;2
"EVL";"CZ0710034";"9170";0;0;0
"EVL";"CZ0530174";"6410";NA;NA;NA
"EVL";"CZ0530174";"91E0";0,00012831654578913;0;1
"EVL";"CZ0620204";"9170";1,18610465752158;1,10188681236995;4
"EVL";"CZ0620009";"3130";NA;NA;NA
"EVL";"CZ0710007";"6510";NA;NA;NA
"EVL";"CZ0710007";"9170";3,13556360246498;0;8
"EVL";"CZ0710007";"91E0";0,202042549606725;0;3
"EVL";"CZ0420455";"9180";0,583032015887974;0;2
"EVL";"CZ0420455";"91I0";0;0;0
"EVL";"CZ0714133";"3130";NA;NA;NA
"EVL";"CZ0714133";"3150";NA;NA;NA
"EVL";"CZ0714133";"6230";NA;NA;NA
"EVL";"CZ0714133";"6410";NA;NA;NA
"EVL";"CZ0714133";"6430";NA;NA;NA
"EVL";"CZ0714133";"6510";NA;NA;NA
"EVL";"CZ0714133";"7140";NA;NA;NA
"EVL";"CZ0714133";"8150";NA;NA;NA
"EVL";"CZ0714133";"8220";NA;NA;NA
"EVL";"CZ0714133";"9110";6,57882511922261;3,81642601660135;10
"EVL";"CZ0714133";"9130";83,7593615681916;21,7361728223816;182
"EVL";"CZ0714133";"9170";23,6502123156782;3,94252290189338;79
"EVL";"CZ0714133";"9180";8,7668707464927;0;53
"EVL";"CZ0714133";"40A0";NA;NA;NA
"EVL";"CZ0714133";"91E0";0,710288360043738;0;17
"EVL";"CZ0214009";"3150";NA;NA;NA
"EVL";"CZ0214009";"6430";NA;NA;NA
"EVL";"CZ0214009";"6440";NA;NA;NA
"EVL";"CZ0214009";"6510";NA;NA;NA
"EVL";"CZ0214009";"91F0";9,48240561313331;1,23967734549395;23
"EVL";"CZ0310014";"9110";0;0;0
"EVL";"CZ0310014";"9130";0;0;0
"EVL";"CZ0310014";"9180";0;0;0
"EVL";"CZ0810021";"7220";NA;NA;NA
"EVL";"CZ0810021";"9180";0,323416360522821;0;5
"EVL";"CZ0420500";"6230";NA;NA;NA
"EVL";"CZ0420500";"6510";NA;NA;NA
"EVL";"CZ0420500";"8220";NA;NA;NA
"EVL";"CZ0420500";"9110";2,27030907874606;0;17
"EVL";"CZ0420500";"9180";0,419643611702447;0;6
"EVL";"CZ0530500";"6190";NA;NA;NA
"EVL";"CZ0530500";"8220";NA;NA;NA
"EVL";"CZ0530500";"9110";0,250446394007225;0;4
"EVL";"CZ0530500";"9130";0,498747644782293;0;10
"EVL";"CZ0530500";"9180";0,105261225299223;0;3
"EVL";"CZ0420454";"8150";NA;NA;NA
"EVL";"CZ0420454";"8220";NA;NA;NA
"EVL";"CZ0420454";"9180";0,0170667437758355;0;1
"EVL";"CZ0530503";"8220";NA;NA;NA
"EVL";"CZ0530503";"9110";0,817989092372917;0;3
"EVL";"CZ0530503";"9130";1,69591245282862;0;2
"EVL";"CZ0714073";"3150";NA;NA;NA
"EVL";"CZ0714073";"6410";NA;NA;NA
"EVL";"CZ0714073";"6510";NA;NA;NA
"EVL";"CZ0714073";"8310";NA;NA;NA
"EVL";"CZ0714073";"9170";124,364058097444;23,0896355859379;244
"EVL";"CZ0714073";"91E0";2,45838343992097;0;26
"EVL";"CZ0714073";"91F0";134,711510805454;42,8201302162184;224
"EVL";"CZ0410439";"3140";NA;NA;NA
"EVL";"CZ0414027";"3130";NA;NA;NA
"EVL";"CZ0414027";"3160";NA;NA;NA
"EVL";"CZ0414027";"4030";NA;NA;NA
"EVL";"CZ0414027";"6230";NA;NA;NA
"EVL";"CZ0414027";"6410";NA;NA;NA
"EVL";"CZ0414027";"7140";NA;NA;NA
"EVL";"CZ0414027";"91E0";0,701002930932209;0;2
"EVL";"CZ0210720";"3140";NA;NA;NA
"EVL";"CZ0210720";"7230";NA;NA;NA
"EVL";"CZ0210058";"6230";NA;NA;NA
"EVL";"CZ0210058";"6410";NA;NA;NA
"EVL";"CZ0210058";"6430";NA;NA;NA
"EVL";"CZ0210058";"6510";NA;NA;NA
"EVL";"CZ0210113";"6410";NA;NA;NA
"EVL";"CZ0210113";"6510";NA;NA;NA
"EVL";"CZ0210113";"7230";NA;NA;NA
"EVL";"CZ0210011";"5130";NA;NA;NA
"EVL";"CZ0210011";"6210";NA;NA;NA
"EVL";"CZ0210011";"9170";0;0;0
"EVL";"CZ0424140";"91F0";0;0;0
"EVL";"CZ0424037";"6210";NA;NA;NA
"EVL";"CZ0424037";"8220";NA;NA;NA
"EVL";"CZ0424037";"9110";0,375634543747384;0;1
"EVL";"CZ0424037";"9170";1,43656118746034;0;4
"EVL";"CZ0424037";"9180";0;0;0
"EVL";"CZ0624129";"6430";NA;NA;NA
"EVL";"CZ0624129";"6510";NA;NA;NA
"EVL";"CZ0624129";"9130";2,64622512655616;1,41044311116645;16
"EVL";"CZ0420520";"8220";NA;NA;NA
"EVL";"CZ0420520";"9110";7,35775246856267;1,75852460557688;17
"EVL";"CZ0420520";"9130";2,93261160198865;0;10
"EVL";"CZ0420520";"9180";0;0;0
"EVL";"CZ0610512";"3150";NA;NA;NA
"EVL";"CZ0210714";"3150";NA;NA;NA
"EVL";"CZ0210714";"91E0";0;0;0
"EVL";"CZ0210714";"91F0";0;0;0
"EVL";"CZ0624235";"6110";NA;NA;NA
"EVL";"CZ0624235";"6210";NA;NA;NA
"EVL";"CZ0714083";"4030";NA;NA;NA
"EVL";"CZ0714083";"6210p";NA;NA;NA
"EVL";"CZ0614137";"7140";NA;NA;NA
"EVL";"CZ0620020";"6210";NA;NA;NA
"EVL";"CZ0620020";"6210p";NA;NA;NA
"EVL";"CZ0530064";"6410";NA;NA;NA
"EVL";"CZ0624001";"3260";NA;NA;NA
"EVL";"CZ0624001";"6430";NA;NA;NA
"EVL";"CZ0410038";"7140";NA;NA;NA
"EVL";"CZ0410038";"7150";NA;NA;NA
"EVL";"CZ0620101";"91I0";8,80912836754394;6,89706698342968;11
"EVL";"CZ0210719";"7220";NA;NA;NA
"EVL";"CZ0420416";"6190";NA;NA;NA
"EVL";"CZ0420416";"8220";NA;NA;NA
"EVL";"CZ0420416";"8230";NA;NA;NA
"EVL";"CZ0420416";"9130";0;0;0
"EVL";"CZ0420416";"9180";0,0188038713781163;0;1
"EVL";"CZ0420416";"40A0";NA;NA;NA
"EVL";"CZ0420416";"91E0";0,0966300353816571;0;2
"EVL";"CZ0520022";"3150";NA;NA;NA
"EVL";"CZ0520022";"6410";NA;NA;NA
"EVL";"CZ0520022";"6510";NA;NA;NA
"EVL";"CZ0520022";"7230";NA;NA;NA
"EVL";"CZ0520022";"9170";0,0910683013091446;0;1
"EVL";"CZ0214006";"2330";NA;NA;NA
"EVL";"CZ0214006";"4030";NA;NA;NA
"EVL";"CZ0214006";"6210";NA;NA;NA
"EVL";"CZ0214006";"6510";NA;NA;NA
"EVL";"CZ0214006";"9170";0,906198842064838;0;4
"EVL";"CZ0214006";"9190";1,10283254660182;0;3
"EVL";"CZ0624100";"6210";NA;NA;NA
"EVL";"CZ0624100";"6240";NA;NA;NA
"EVL";"CZ0624100";"91G0";49,2549856298251;41,8494302031836;17
"EVL";"CZ0624100";"91H0";0,0815011190032886;0;2
"EVL";"CZ0624100";"91I0";29,5112927793837;22,5862659119226;12
"EVL";"CZ0213047";"3140";NA;NA;NA
"EVL";"CZ0620147";"6110";NA;NA;NA
"EVL";"CZ0620147";"6240";NA;NA;NA
"EVL";"CZ0314635";"3130";NA;NA;NA
"EVL";"CZ0410438";"3140";NA;NA;NA
"EVL";"CZ0620010";"3260";NA;NA;NA
"EVL";"CZ0420085";"6430";NA;NA;NA
"EVL";"CZ0714085";"3150";NA;NA;NA
"EVL";"CZ0714085";"6430";NA;NA;NA
"EVL";"CZ0714085";"6510";NA;NA;NA
"EVL";"CZ0714085";"91E0";0,408946387164631;0;13
"EVL";"CZ0714085";"91F0";162,421361662553;100,330306190626;187
"EVL";"CZ0813456";"3260";NA;NA;NA
"EVL";"CZ0813456";"6430";NA;NA;NA
"EVL";"CZ0813456";"91E0";0;0;0
"EVL";"CZ0530034";"9110";1,02499092534237;0;5
"EVL";"CZ0530034";"9130";2,79381799249912;1,17973811180541;3
"EVL";"CZ0530034";"91E0";0;0;0
"EVL";"CZ0624130";"6110";NA;NA;NA
"EVL";"CZ0624130";"6190";NA;NA;NA
"EVL";"CZ0624130";"6210";NA;NA;NA
"EVL";"CZ0624130";"6240";NA;NA;NA
"EVL";"CZ0624130";"6510";NA;NA;NA
"EVL";"CZ0624130";"8160";NA;NA;NA
"EVL";"CZ0624130";"8210";NA;NA;NA
"EVL";"CZ0624130";"8310";NA;NA;NA
"EVL";"CZ0624130";"9130";68,4023088239041;18,3722824909243;174
"EVL";"CZ0624130";"9150";0,585775444575759;0;8
"EVL";"CZ0624130";"9170";28,2666954712229;4,06836818435414;138
"EVL";"CZ0624130";"9180";1,73898324077057;0;28
"EVL";"CZ0624130";"91E0";0,252667879812293;0;10
"EVL";"CZ0624130";"91G0";4,15464584769214;1,90607182811485;20
"EVL";"CZ0624130";"91H0";4,17363687301986e-07;0;1
"EVL";"CZ0210421";"9170";1,43908988126386;0;5
"EVL";"CZ0210421";"91H0";0;0;0
"EVL";"CZ0624103";"3150";NA;NA;NA
"EVL";"CZ0624103";"91E0";0;0;0
"EVL";"CZ0624103";"91F0";38,2359604569998;28,0773948719024;38
"EVL";"CZ0420015";"7220";NA;NA;NA
"EVL";"CZ0420015";"9170";1,31705802870294;0;4
"EVL";"CZ0420015";"91F0";0,0232548601383925;0;2
"EVL";"CZ0620419";"6210";NA;NA;NA
"EVL";"CZ0620419";"6240";NA;NA;NA
"EVL";"CZ0213065";"6190";NA;NA;NA
"EVL";"CZ0213065";"6210";NA;NA;NA
"EVL";"CZ0213065";"40A0";NA;NA;NA
"EVL";"CZ0420008";"91U0";0;0;0
"EVL";"CZ0420076";"6210";NA;NA;NA
"EVL";"CZ0210044";"6210";NA;NA;NA
"EVL";"CZ0210044";"8230";NA;NA;NA
"EVL";"CZ0210044";"6210p";NA;NA;NA
"EVL";"CZ0622169";"6210";NA;NA;NA
"EVL";"CZ0720428";"6210";NA;NA;NA
"EVL";"CZ0720428";"6510";NA;NA;NA
"EVL";"CZ0720428";"7220";NA;NA;NA
"EVL";"CZ0720428";"9130";29,0996070626189;20,7695752824602;30
"EVL";"CZ0720428";"9170";5,29954622546435;2,2514264527576;15
"EVL";"CZ0720428";"6210p";NA;NA;NA
"EVL";"CZ0420035";"4030";NA;NA;NA
"EVL";"CZ0420035";"6230";NA;NA;NA
"EVL";"CZ0420035";"6430";NA;NA;NA
"EVL";"CZ0420035";"6520";NA;NA;NA
"EVL";"CZ0420035";"7120";NA;NA;NA
"EVL";"CZ0420035";"7140";NA;NA;NA
"EVL";"CZ0420035";"9410";0;0;0
"EVL";"CZ0420035";"91D0";0;0;0
"EVL";"CZ0614054";"4030";NA;NA;NA
"EVL";"CZ0614054";"5130";NA;NA;NA
"EVL";"CZ0614054";"6230";NA;NA;NA
"EVL";"CZ0614054";"7140";NA;NA;NA
"EVL";"CZ0320037";"6230";NA;NA;NA
"EVL";"CZ0320037";"7140";NA;NA;NA
"EVL";"CZ0210003";"7140";NA;NA;NA
"EVL";"CZ0620154";"6210";NA;NA;NA
"EVL";"CZ0620154";"8230";NA;NA;NA
"EVL";"CZ0724121";"5130";NA;NA;NA
"EVL";"CZ0724121";"6210";NA;NA;NA
"EVL";"CZ0724121";"6510";NA;NA;NA
"EVL";"CZ0724121";"7220";NA;NA;NA
"EVL";"CZ0724121";"9130";2,12925341311494e-06;0;6
"EVL";"CZ0724121";"9170";0,108953154926908;0;8
"EVL";"CZ0720058";"6510";NA;NA;NA
"EVL";"CZ0313128";"7150";NA;NA;NA
"EVL";"CZ0410021";"3160";NA;NA;NA
"EVL";"CZ0410021";"6510";NA;NA;NA
"EVL";"CZ0410021";"7140";NA;NA;NA
"EVL";"CZ0410021";"9410";3,80249380279047;1,30167397786017;9
"EVL";"CZ0410021";"91D0";0,703839254516222;0;5
"EVL";"CZ0724107";"91F0";30,874513435043;18,5890887545361;46
"EVL";"CZ0520030";"9170";44,9739877190202;11,7223362108517;80
"EVL";"CZ0520030";"91E0";0,547662367713707;0;3
"EVL";"CZ0310084";"6110";NA;NA;NA
"EVL";"CZ0310084";"6210";NA;NA;NA
"EVL";"CZ0310084";"8210";NA;NA;NA
"EVL";"CZ0214043";"6410";NA;NA;NA
"EVL";"CZ0214043";"7230";NA;NA;NA
"EVL";"CZ0610517";"6230";NA;NA;NA
"EVL";"CZ0624099";"3150";NA;NA;NA
"EVL";"CZ0624099";"6440";NA;NA;NA
"EVL";"CZ0624099";"6510";NA;NA;NA
"EVL";"CZ0624099";"91E0";1,56830668469807;0;9
"EVL";"CZ0624099";"91F0";56,8029989962505;28,3875272517095;74
"EVL";"CZ0214041";"6410";NA;NA;NA
"EVL";"CZ0214041";"6430";NA;NA;NA
"EVL";"CZ0214041";"6510";NA;NA;NA
