"SITECODE";"NAZEV";"HABITAT_CODE";"DATE_MIN";"DATE_MAX";"PAR_NAZEV";"PAR_HODNOTA";"ROK_HODNOCENI"
"CZ0622218";"Dunajovické kopce";"6210";"11883";"14765";"RELATIVE_AREA_PERC";"0";2024
"CZ0622218";"Dunajovické kopce";"6210";"11883";"14765";"EVL_AREA_PERC";"45.52";2024
"CZ0622218";"Dunajovické kopce";"6210";"11883";"14765";"GOOD_DOC_AREA_HA";"38.42";2024
"CZ0622218";"Dunajovické kopce";"6210";"11883";"14765";"W_AREA_HA";"2.573";2024
"CZ0622218";"Dunajovické kopce";"6210";"11883";"14765";"W_AREA_PERC";"6.439";2024
"CZ0622218";"Dunajovické kopce";"6210";"11883";"14765";"PASEKY_AREA_HA";NA;2024
"CZ0622218";"Dunajovické kopce";"6210";"11883";"14765";"PASEKY_AREA_PERC";NA;2024
"CZ0622218";"Dunajovické kopce";"6210";"11883";"14765";"DEGRAD_AREA_HA";"2.573";2024
"CZ0622218";"Dunajovické kopce";"6210";"11883";"14765";"DEGRAD_AREA_PERC";"6.439";2024
"CZ0622218";"Dunajovické kopce";"6210";"11883";"14765";"PERC_0";"0";2024
"CZ0622218";"Dunajovické kopce";"6210";"11883";"14765";"PERC_1";"100";2024
"CZ0622218";"Dunajovické kopce";"6210";"11883";"14765";"PERC_2";"0";2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"ROZLOHA";"5.832";2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"KVALITA";"1.711";2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"TYPICKE_DRUHY";"2";2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"REPRE";"1.895";2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"REPRE_SDF";"2.105";2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"CONSERVATION";"1.711";2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"DEGREE_OF_CONSERVATION";"100";2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"MRTVE_DREVO";NA;2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"KALAMITA_POLOM";NA;2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"RELATIVE_AREA_PERC";"0";2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"EVL_AREA_PERC";"37.534";2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"GOOD_DOC_AREA_HA";"5.832";2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"W_AREA_HA";"0";2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"W_AREA_PERC";"0";2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"PASEKY_AREA_HA";NA;2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"PASEKY_AREA_PERC";NA;2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"DEGRAD_AREA_HA";"0";2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"DEGRAD_AREA_PERC";"0";2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"PERC_0";"0";2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"PERC_1";"0";2024
"CZ0624020";"Stránská skála";"6210";"16204";"16204";"PERC_2";"100";2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"ROZLOHA";"17.84";2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"KVALITA";"3.242";2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"TYPICKE_DRUHY";"2.027";2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"REPRE";"1.648";2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"REPRE_SDF";"2.286";2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"CONSERVATION";"2.533";2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"DEGREE_OF_CONSERVATION";"29.163";2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"MRTVE_DREVO";NA;2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"KALAMITA_POLOM";NA;2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"RELATIVE_AREA_PERC";"0";2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"EVL_AREA_PERC";"23.133";2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"GOOD_DOC_AREA_HA";"5.202";2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"W_AREA_HA";"1.643";2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"W_AREA_PERC";"9.212";2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"PASEKY_AREA_HA";NA;2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"PASEKY_AREA_PERC";NA;2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"DEGRAD_AREA_HA";"1.643";2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"DEGRAD_AREA_PERC";"9.212";2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"PERC_0";"0";2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"PERC_1";"0";2024
"CZ0624043";"Stolová hora";"6210";"19146";"19151";"PERC_2";"100";2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"ROZLOHA";"18.037";2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"KVALITA";"2.676";2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"TYPICKE_DRUHY";"2.204";2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"REPRE";"1.39";2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"REPRE_SDF";"2.61";2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"CONSERVATION";"1.899";2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"DEGREE_OF_CONSERVATION";"79.586";2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"MRTVE_DREVO";NA;2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"KALAMITA_POLOM";NA;2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"RELATIVE_AREA_PERC";"0";2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"EVL_AREA_PERC";"10.166";2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"GOOD_DOC_AREA_HA";"14.355";2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"W_AREA_HA";"3.682";2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"W_AREA_PERC";"20.414";2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"PASEKY_AREA_HA";NA;2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"PASEKY_AREA_PERC";NA;2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"DEGRAD_AREA_HA";"3.682";2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"DEGRAD_AREA_PERC";"20.414";2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"PERC_0";"0";2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"PERC_1";"0";2024
"CZ0624060";"Pouzdřanská step - Kolby";"6210";"19496";"19899";"PERC_2";"100";2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"ROZLOHA";"14.969";2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"KVALITA";"1.317";2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"TYPICKE_DRUHY";"1.741";2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"REPRE";"1.799";2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"REPRE_SDF";"1.841";2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"CONSERVATION";"1.216";2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"DEGREE_OF_CONSERVATION";"89.931";2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"MRTVE_DREVO";NA;2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"KALAMITA_POLOM";NA;2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"RELATIVE_AREA_PERC";"0";2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"EVL_AREA_PERC";"7.337";2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"GOOD_DOC_AREA_HA";"13.462";2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"W_AREA_HA";"1.507";2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"W_AREA_PERC";"10.069";2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"PASEKY_AREA_HA";NA;2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"PASEKY_AREA_PERC";NA;2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"DEGRAD_AREA_HA";"1.507";2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"DEGRAD_AREA_PERC";"10.069";2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"PERC_0";"0";2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"PERC_1";"100";2024
"CZ0624062";"Černecký a Milonický hájek";"6210";"15474";"15474";"PERC_2";"0";2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"ROZLOHA";"15.024";2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"KVALITA";"1.068";2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"TYPICKE_DRUHY";"2";2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"REPRE";"1";2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"REPRE_SDF";"3";2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"CONSERVATION";"1.068";2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"DEGREE_OF_CONSERVATION";"100";2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"MRTVE_DREVO";NA;2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"KALAMITA_POLOM";NA;2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"RELATIVE_AREA_PERC";"0";2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"EVL_AREA_PERC";"28.226";2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"GOOD_DOC_AREA_HA";"15.024";2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"W_AREA_HA";"0";2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"W_AREA_PERC";"0";2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"PASEKY_AREA_HA";NA;2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"PASEKY_AREA_PERC";NA;2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"DEGRAD_AREA_HA";"0";2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"DEGRAD_AREA_PERC";"0";2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"PERC_0";"0";2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"PERC_1";"100";2024
"CZ0624066";"Jasenová";"6210";"15497";"15497";"PERC_2";"0";2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"ROZLOHA";"0";2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"KVALITA";NA;2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"TYPICKE_DRUHY";NA;2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"REPRE";NA;2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"REPRE_SDF";NA;2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"CONSERVATION";NA;2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"DEGREE_OF_CONSERVATION";NA;2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"MRTVE_DREVO";NA;2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"KALAMITA_POLOM";NA;2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"RELATIVE_AREA_PERC";NA;2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"EVL_AREA_PERC";NA;2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"GOOD_DOC_AREA_HA";NA;2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"W_AREA_HA";"0";2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"W_AREA_PERC";"NaN";2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"PASEKY_AREA_HA";NA;2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"PASEKY_AREA_PERC";NA;2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"DEGRAD_AREA_HA";"0";2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"DEGRAD_AREA_PERC";"NaN";2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"PERC_0";NA;2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"PERC_1";NA;2024
"CZ0624069";"Strabišov - Oulehla";"6210";NA;NA;"PERC_2";NA;2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"ROZLOHA";"857.74";2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"KVALITA";"1.81";2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"TYPICKE_DRUHY";"1.717";2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"REPRE";"1.652";2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"REPRE_SDF";"1.97";2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"CONSERVATION";"1.642";2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"DEGREE_OF_CONSERVATION";"78.332";2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"MRTVE_DREVO";NA;2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"KALAMITA_POLOM";NA;2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"RELATIVE_AREA_PERC";"0";2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"EVL_AREA_PERC";"17.667";2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"GOOD_DOC_AREA_HA";"671.888";2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"W_AREA_HA";"55.684";2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"W_AREA_PERC";"6.492";2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"PASEKY_AREA_HA";NA;2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"PASEKY_AREA_PERC";NA;2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"DEGRAD_AREA_HA";"55.684";2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"DEGRAD_AREA_PERC";"6.492";2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"PERC_0";"0";2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"PERC_1";"6.871";2024
"CZ0624072";"Čertoryje";"6210";"12226";"18775";"PERC_2";"93.129";2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"ROZLOHA";"156.81";2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"KVALITA";"2.803";2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"TYPICKE_DRUHY";"2.342";2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"REPRE";"1.227";2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"REPRE_SDF";"2.755";2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"CONSERVATION";"2.336";2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"DEGREE_OF_CONSERVATION";"54.122";2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"MRTVE_DREVO";NA;2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"KALAMITA_POLOM";NA;2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"RELATIVE_AREA_PERC";"0";2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"EVL_AREA_PERC";"2.5";2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"GOOD_DOC_AREA_HA";"84.869";2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"W_AREA_HA";"56.299";2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"W_AREA_PERC";"35.903";2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"PASEKY_AREA_HA";NA;2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"PASEKY_AREA_PERC";NA;2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"DEGRAD_AREA_HA";"56.299";2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"DEGRAD_AREA_PERC";"35.903";2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"PERC_0";"0";2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"PERC_1";"0";2024
"CZ0624096";"Podyjí";"6210";"16932";"19641";"PERC_2";"100";2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"ROZLOHA";"5.681";2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"KVALITA";"1";2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"TYPICKE_DRUHY";"1";2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"REPRE";"1";2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"REPRE_SDF";"2";2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"CONSERVATION";"1";2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"DEGREE_OF_CONSERVATION";"100";2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"MRTVE_DREVO";NA;2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"KALAMITA_POLOM";NA;2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"RELATIVE_AREA_PERC";"0";2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"EVL_AREA_PERC";"70.289";2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"GOOD_DOC_AREA_HA";"5.681";2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"W_AREA_HA";"0";2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"W_AREA_PERC";"0";2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"PASEKY_AREA_HA";NA;2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"PASEKY_AREA_PERC";NA;2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"DEGRAD_AREA_HA";"0";2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"DEGRAD_AREA_PERC";"0";2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"PERC_0";"0";2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"PERC_1";"0";2024
"CZ0624097";"Šévy";"6210";"19870";"19870";"PERC_2";"100";2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"ROZLOHA";"17.166";2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"KVALITA";"1.647";2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"TYPICKE_DRUHY";"1.799";2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"REPRE";"2";2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"REPRE_SDF";"1.799";2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"CONSERVATION";"1.196";2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"DEGREE_OF_CONSERVATION";"95.711";2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"MRTVE_DREVO";NA;2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"KALAMITA_POLOM";NA;2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"RELATIVE_AREA_PERC";"0";2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"EVL_AREA_PERC";"0.703";2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"GOOD_DOC_AREA_HA";"16.429";2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"W_AREA_HA";"0";2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"W_AREA_PERC";"0";2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"PASEKY_AREA_HA";NA;2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"PASEKY_AREA_PERC";NA;2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"DEGRAD_AREA_HA";"0";2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"DEGRAD_AREA_PERC";"0";2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"PERC_0";"0";2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"PERC_1";"95.643";2024
"CZ0624100";"Milovický les";"6210";"15141";"15875";"PERC_2";"4.357";2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"ROZLOHA";"27.055";2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"KVALITA";"2.247";2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"TYPICKE_DRUHY";"2.178";2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"REPRE";"1.324";2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"REPRE_SDF";"2.687";2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"CONSERVATION";"2.024";2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"DEGREE_OF_CONSERVATION";"77.658";2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"MRTVE_DREVO";NA;2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"KALAMITA_POLOM";NA;2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"RELATIVE_AREA_PERC";"0";2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"EVL_AREA_PERC";"6.659";2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"GOOD_DOC_AREA_HA";"21.011";2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"W_AREA_HA";"4.519";2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"W_AREA_PERC";"16.704";2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"PASEKY_AREA_HA";NA;2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"PASEKY_AREA_PERC";NA;2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"DEGRAD_AREA_HA";"4.519";2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"DEGRAD_AREA_PERC";"16.704";2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"PERC_0";"0";2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"PERC_1";"0";2024
"CZ0624104";"Děvín";"6210";"19153";"19218";"PERC_2";"100";2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"ROZLOHA";"3.987";2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"KVALITA";"2.946";2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"TYPICKE_DRUHY";"2.04";2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"REPRE";"1.92";2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"REPRE_SDF";"2.08";2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"CONSERVATION";"2.578";2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"DEGREE_OF_CONSERVATION";"42.217";2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"MRTVE_DREVO";NA;2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"KALAMITA_POLOM";NA;2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"RELATIVE_AREA_PERC";"0";2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"EVL_AREA_PERC";"0.575";2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"GOOD_DOC_AREA_HA";"1.683";2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"W_AREA_HA";"0.16";2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"W_AREA_PERC";"4.006";2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"PASEKY_AREA_HA";NA;2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"PASEKY_AREA_PERC";NA;2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"DEGRAD_AREA_HA";"0.16";2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"DEGRAD_AREA_PERC";"4.006";2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"PERC_0";"0";2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"PERC_1";"100";2024
"CZ0624114";"Přední kout";"6210";"14870";"15477";"PERC_2";"0";2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"ROZLOHA";"2.296";2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"KVALITA";"3.459";2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"TYPICKE_DRUHY";"2.311";2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"REPRE";"1.377";2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"REPRE_SDF";"2.623";2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"CONSERVATION";"2.73";2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"DEGREE_OF_CONSERVATION";"27.05";2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"MRTVE_DREVO";NA;2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"KALAMITA_POLOM";NA;2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"RELATIVE_AREA_PERC";"0";2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"EVL_AREA_PERC";"2.194";2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"GOOD_DOC_AREA_HA";"0.621";2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"W_AREA_HA";"0.715";2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"W_AREA_PERC";"31.144";2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"PASEKY_AREA_HA";NA;2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"PASEKY_AREA_PERC";NA;2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"DEGRAD_AREA_HA";"0.715";2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"DEGRAD_AREA_PERC";"31.144";2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"PERC_0";"0";2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"PERC_1";"100";2024
"CZ0624115";"Kamenný vrch u Kurdějova";"6210";"14856";"14858";"PERC_2";"0";2024
"CZ0624118";"Skalky u Havraníků";"6210";"15878";"16266";"ROZLOHA";"10.34";2024
"CZ0624118";"Skalky u Havraníků";"6210";"15878";"16266";"KVALITA";"1.754";2024
"CZ0624118";"Skalky u Havraníků";"6210";"15878";"16266";"TYPICKE_DRUHY";"1.258";2024
