"","sitecode","habitat","region_id","pair","datum_new","datum_old"
"1427","CZ0514042","9110","CZ3370","VMB1_VMB2",2017-09-11,2002-08-12
"1428","CZ0514042","91D0","CZ0348","VMB1_VMB2",2012-08-30,2003-07-04
"1429","CZ0514042","91D0","CZ0349","VMB1_VMB2",2015-07-15,2005-08-30
"1430","CZ0514042","91D0","CZ0480","VMB1_VMB2",2016-08-03,2002-09-30
"1431","CZ0514042","91D0","CZ3345","VMB1_VMB2",2012-11-26,2002-09-15
"1432","CZ0514042","91D0","CZ3354","VMB1_VMB2",2014-08-01,2002-07-27
"1433","CZ0514042","91D0","CZ3370","VMB1_VMB2",2017-09-10,2002-06-30
"1434","CZ0514042","91T0","CZ0348","VMB1_VMB2",2011-09-14,2002-07-11
"1435","CZ0514042","91T0","CZ0349","VMB1_VMB2",2015-06-04,2001-08-08
"1436","CZ0514042","91T0","CZ0480","VMB1_VMB2",2014-09-08,2005-05-04
"1437","CZ0514042","91T0","CZ3345","VMB1_VMB2",2012-11-26,2002-12-31
"1438","CZ0514042","91T0","CZ3370","VMB1_VMB2",2017-08-31,2002-08-12
"1439","CZ0514042","9410","CZ0480","VMB1_VMB2",2014-09-04,2002-07-06
"1440","CZ0514042","9410","CZ3345","VMB2_VMB0",2019-10-14,2012-11-26
"1441","CZ0514042","9410","CZ3370","VMB1_VMB2",2017-09-11,2001-07-07
"1442","CZ0514243","9110","CZ0476","VMB1_VMB2",2012-11-27,2005-08-01
"1443","CZ0514668","9110","CZ3397","VMB1_VMB2",2014-09-28,2002-09-30
"1444","CZ0514668","9180","CZ3397","VMB1_VMB2",2014-09-15,2002-09-30
"1445","CZ0514669","91D0","CZ0348","VMB1_VMB2",2012-09-14,2005-08-01
"1446","CZ0514670","9130","CZ0482","VMB1_VMB2",2014-08-28,2003-10-07
"1447","CZ0514670","9170","CZ0093","VMB1_VMB2",2013-10-02,2004-06-20
"1448","CZ0514670","9170","CZ0482","VMB1_VMB2",2014-08-19,2003-10-09
"1449","CZ0514670","9180","CZ0093","VMB1_VMB2",2014-08-15,2004-06-19
"1450","CZ0514670","9180","CZ0482","VMB1_VMB2",2014-08-28,2003-08-23
"1451","CZ0514672","9110","CZ0929","VMB1_VMB2",2020-09-06,2004-06-11
"1452","CZ0514672","9110","CZ3287","VMB1_VMB2",2016-04-22,2003-07-20
"1453","CZ0514672","9110","CZ3366","VMB1_VMB2",2013-06-20,2004-06-11
"1454","CZ0514672","9130","CZ0335","VMB1_VMB2",2007-10-08,2003-07-20
"1455","CZ0514672","9130","CZ0929","VMB1_VMB2",2020-09-13,2004-07-10
"1456","CZ0514672","9130","CZ3287","VMB1_VMB2",2016-08-11,2004-07-10
"1457","CZ0514672","9180","CZ0929","VMB1_VMB2",2020-09-05,2004-07-10
"1458","CZ0514672","9180","CZ3287","VMB1_VMB2",2016-08-11,2004-07-10
"1459","CZ0514672","9180","CZ3294","VMB1_VMB2",2017-07-27,2003-07-20
"1460","CZ0514672","9180","CZ3366","VMB1_VMB2",2013-06-23,2004-06-11
"1461","CZ0520009","9170","CZ2968","VMB1_VMB2",2016-06-29,2003-08-27
"1462","CZ0520009","9170","CZ2984","VMB1_VMB2",2016-07-19,2001-06-06
"1463","CZ0520020","9110","CZ0908","VMB1_VMB2",2014-05-22,2002-05-24
"1464","CZ0520020","9110","CZ0913","VMB1_VMB2",2014-06-05,2002-05-23
"1465","CZ0520020","9130","CZ0908","VMB1_VMB2",2014-05-22,2002-12-31
"1466","CZ0520020","9130","CZ0913","VMB1_VMB2",2014-06-05,2002-05-24
"1467","CZ0520022","9170","CZ0873","VMB1_VMB2",2016-08-06,2002-05-23
"1468","CZ0520028","9180","CZ0875","VMB1_VMB2",2015-08-18,2001-08-11
"1469","CZ0520030","9170","CZ0072","VMB2_VMB0",2021-06-16,2007-08-07
"1470","CZ0520030","9170","CZ0375","VMB2_VMB0",2021-08-10,2007-08-18
"1471","CZ0520030","9170","CZ0855","VMB2_VMB0",2021-08-10,2010-08-31
"1472","CZ0520030","9170","CZ2830","VMB1_VMB2",2012-06-07,2001-08-20
"1473","CZ0520030","9170","CZ2871","VMB1_VMB2",2010-09-22,2001-07-30
"1474","CZ0520030","91E0","CZ0072","VMB2_VMB0",2021-06-16,2006-09-23
"1475","CZ0520038","9170","CZ0379","VMB2_VMB0",2021-06-16,2007-10-07
"1476","CZ0520038","9170","CZ0380","VMB2_VMB0",2021-06-11,2007-08-08
"1477","CZ0520038","9170","CZ0387","VMB1_VMB2",2008-03-28,2003-09-29
"1478","CZ0520038","9170","CZ3018","VMB1_VMB2",2016-07-16,2003-09-11
"1479","CZ0520038","9190","CZ0379","VMB1_VMB2",2007-10-07,2003-09-11
"1480","CZ0520038","9190","CZ3018","VMB1_VMB2",2016-07-16,2003-09-11
"1481","CZ0520178","9110","CZ0878","VMB1_VMB2",2010-06-17,2003-05-24
"1482","CZ0520178","9130","CZ0878","VMB1_VMB2",2010-06-17,2003-05-24
"1483","CZ0520178","91E0","CZ0878","VMB1_VMB2",2010-06-17,2003-05-24
"1484","CZ0520184","9170","CZ0865","VMB2_VMB0",2024-09-22,2009-05-28
"1485","CZ0520184","9190","CZ0865","VMB2_VMB0",2024-09-22,2009-05-28
"1486","CZ0520507","9130","CZ3085","VMB1_VMB2",2013-08-28,2001-07-26
"1487","CZ0520507","9130","CZ3142","VMB1_VMB2",2018-09-23,2002-09-11
"1488","CZ0520507","9180","CZ3085","VMB1_VMB2",2013-08-28,2002-05-08
"1489","CZ0520507","9180","CZ3142","VMB1_VMB2",2018-09-23,2002-09-11
"1490","CZ0520508","9130","CZ3142","VMB1_VMB2",2018-09-23,2003-08-29
"1491","CZ0520508","9130","CZ3190","VMB1_VMB2",2018-08-23,2005-10-03
"1492","CZ0520508","9130","CZ3246","VMB1_VMB2",2019-04-05,2005-10-03
"1493","CZ0520511","9110","CZ3193","VMB1_VMB2",2013-12-31,2004-10-14
"1494","CZ0520511","9130","CZ3193","VMB1_VMB2",2013-08-23,2001-05-27
"1495","CZ0520511","91E0","CZ3193","VMB1_VMB2",2013-12-31,2001-05-27
"1496","CZ0520518","9110","CZ0383","VMB1_VMB2",2008-10-20,2003-08-29
"1497","CZ0520518","9110","CZ0890","VMB1_VMB2",2013-10-30,2004-07-25
"1498","CZ0520518","9130","CZ0383","VMB1_VMB2",2008-10-20,2002-10-01
"1499","CZ0520518","9130","CZ0890","VMB1_VMB2",2013-10-30,2004-07-25
"1500","CZ0520519","9110","CZ0474","VMB1_VMB2",2018-11-24,2003-07-22
"1501","CZ0520519","9110","CZ3190","VMB1_VMB2",2018-08-30,2005-10-03
"1502","CZ0520519","91D0","CZ0474","VMB1_VMB2",2018-11-24,2003-07-23
"1503","CZ0520519","9410","CZ0474","VMB1_VMB2",2018-11-24,2005-10-03
"1504","CZ0520600","9110","CZ0374","VMB2_VMB0",2022-10-05,2007-08-19
"1505","CZ0520600","9110","CZ2924","VMB2_VMB0",2022-08-23,2009-07-22
"1506","CZ0520600","9130","CZ0374","VMB2_VMB0",2022-10-05,2007-08-20
"1507","CZ0520600","9130","CZ2924","VMB2_VMB0",2022-08-23,2009-07-22
"1508","CZ0520600","9410","CZ0374","VMB2_VMB0",2022-10-05,2007-08-19
"1509","CZ0520600","9410","CZ2924","VMB2_VMB0",2022-08-23,2009-07-22
"1510","CZ0520604","9110","CZ2697","VMB1_VMB2",2017-08-14,2002-10-18
"1511","CZ0520604","9110","CZ2747","VMB1_VMB2",2017-10-16,2005-09-08
"1512","CZ0520604","9110","CZ2794","VMB1_VMB2",2017-10-09,2002-11-06
"1513","CZ0520604","9110","CZ2799","VMB1_VMB2",2013-10-02,2005-09-08
"1514","CZ0520604","9130","CZ2697","VMB1_VMB2",2017-08-14,2002-10-18
"1515","CZ0520604","9130","CZ2747","VMB1_VMB2",2017-09-29,2005-09-08
"1516","CZ0520604","9130","CZ2794","VMB1_VMB2",2017-10-01,2002-10-10
"1517","CZ0520604","9130","CZ2799","VMB1_VMB2",2013-10-02,2005-09-08
"1518","CZ0520604","9180","CZ2697","VMB1_VMB2",2017-04-30,2002-10-18
"1519","CZ0520604","9180","CZ2747","VMB1_VMB2",2017-10-12,2005-09-08
"1520","CZ0520604","9180","CZ2794","VMB1_VMB2",2017-10-01,2002-10-10
"1521","CZ0520604","9180","CZ2799","VMB1_VMB2",2013-10-02,2002-11-17
"1522","CZ0523267","91E0","CZ2688","VMB1_VMB2",2017-09-26,2005-08-22
"1523","CZ0523267","91E0","CZ2774","VMB1_VMB2",2014-07-29,2005-06-13
"1524","CZ0523267","91E0","CZ2864","VMB2_VMB0",2024-09-11,2011-09-06
"1525","CZ0523268","9170","CZ0875","VMB1_VMB2",2015-08-21,2002-08-08
"1526","CZ0523268","9170","CZ3016","VMB2_VMB0",2021-08-23,2009-07-30
"1527","CZ0523268","91E0","CZ3016","VMB2_VMB0",2021-08-23,2009-07-30
"1528","CZ0524044","9110","CZ0384","VMB1_VMB2",2012-10-03,2005-08-08
"1529","CZ0524044","9110","CZ0385","VMB2_VMB0",2023-09-03,2009-08-18
"1530","CZ0524044","9110","CZ0386","VMB1_VMB2",2019-08-07,2001-10-11
"1531","CZ0524044","9110","CZ0481","VMB1_VMB2",2012-10-03,2002-07-15
"1532","CZ0524044","9110","CZ0916","VMB1_VMB2",2015-09-12,2002-07-15
"1533","CZ0524044","9110","CZ0934","VMB2_VMB0",2023-09-20,2013-07-23
"1534","CZ0524044","9110","CZ0938","VMB1_VMB2",2010-09-25,2005-09-24
"1535","CZ0524044","9110","CZ0940","VMB1_VMB2",2010-09-19,2005-09-18
"1536","CZ0524044","9110","CZ3281","VMB1_VMB2",2014-10-31,2002-07-15
"1537","CZ0524044","9110","CZ3295","VMB1_VMB2",2019-08-22,2004-06-16
"1538","CZ0524044","9110","CZ3304","VMB1_VMB2",2019-06-04,2002-07-15
"1539","CZ0524044","9110","CZ3306","VMB1_VMB2",2008-10-26,2002-07-15
"1540","CZ0524044","9110","CZ3309","VMB2_VMB0",2023-05-07,2002-07-17
"1541","CZ0524044","9110","CZ3317","VMB1_VMB2",2019-08-21,2002-07-15
"1542","CZ0524044","9110","CZ3324","VMB2_VMB0",2023-05-09,2012-06-23
"1543","CZ0524044","9110","CZ3325","VMB1_VMB2",2010-07-27,2002-07-15
"1544","CZ0524044","9110","CZ3332","VMB2_VMB0",2025-07-09,2010-09-03
"1545","CZ0524044","9110","CZ3339","VMB1_VMB2",2012-09-16,2002-06-05
"1546","CZ0524044","9110","CZ3342","VMB2_VMB0",2025-07-05,2009-09-21
"1547","CZ0524044","9110","CZ3343","VMB1_VMB2",2010-10-06,2002-07-15
"1548","CZ0524044","9110","CZ3352","VMB1_VMB2",2017-07-27,2003-07-20
"1549","CZ0524044","9110","CZ3355","VMB1_VMB2",2015-07-30,2002-12-31
"1550","CZ0524044","9110","CZ3362","VMB1_VMB2",2012-08-23,2005-09-30
"1551","CZ0524044","9110","CZ3363","VMB2_VMB0",2022-07-19,2009-10-28
"1552","CZ0524044","9110","CZ3364","VMB1_VMB2",2013-08-21,2003-07-20
"1553","CZ0524044","9110","CZ3376","VMB1_VMB2",2009-10-07,2005-07-22
"1554","CZ0524044","9110","CZ3390","VMB1_VMB2",2010-09-05,2005-10-07
"1555","CZ0524044","9110","CZ3391","VMB1_VMB2",2016-08-31,2005-07-22
"1556","CZ0524044","9110","CZ3400","VMB2_VMB0",2022-07-13,2010-09-05
"1557","CZ0524044","9110","CZ3421","VMB2_VMB0",2023-07-30,2008-09-03
"1558","CZ0524044","9130","CZ0384","VMB1_VMB2",2012-08-09,2002-07-15
"1559","CZ0524044","9130","CZ0385","VMB2_VMB0",2023-09-03,2009-08-18
"1560","CZ0524044","9130","CZ0481","VMB1_VMB2",2012-10-03,2002-07-15
"1561","CZ0524044","9130","CZ0916","VMB1_VMB2",2015-09-12,2004-04-20
"1562","CZ0524044","9130","CZ0934","VMB2_VMB0",2023-09-11,2009-08-26
"1563","CZ0524044","9130","CZ0938","VMB1_VMB2",2010-09-25,2002-07-15
"1564","CZ0524044","9130","CZ3281","VMB1_VMB2",2014-10-31,2002-07-15
"1565","CZ0524044","9130","CZ3295","VMB1_VMB2",2018-09-06,2002-08-18
"1566","CZ0524044","9130","CZ3304","VMB1_VMB2",2019-04-10,2002-07-15
"1567","CZ0524044","9130","CZ3306","VMB2_VMB0",2023-08-31,2008-10-16
"1568","CZ0524044","9130","CZ3309","VMB2_VMB0",2023-05-07,2002-12-31
"1569","CZ0524044","9130","CZ3317","VMB1_VMB2",2019-08-09,2002-07-15
"1570","CZ0524044","9130","CZ3324","VMB2_VMB0",2023-05-10,2002-12-31
"1571","CZ0524044","9130","CZ3325","VMB1_VMB2",2010-07-10,2002-07-15
"1572","CZ0524044","9130","CZ3332","VMB2_VMB0",2025-07-10,2010-09-02
"1573","CZ0524044","9130","CZ3339","VMB1_VMB2",2012-09-16,2004-06-21
"1574","CZ0524044","9130","CZ3342","VMB1_VMB2",2009-08-27,2002-12-31
"1575","CZ0524044","9130","CZ3343","VMB1_VMB2",2010-10-06,2003-07-15
"1576","CZ0524044","9130","CZ3352","VMB1_VMB2",2017-07-27,2003-07-20
"1577","CZ0524044","9130","CZ3355","VMB1_VMB2",2015-07-30,2002-12-31
"1578","CZ0524044","9130","CZ3362","VMB1_VMB2",2012-08-23,2002-07-15
"1579","CZ0524044","9130","CZ3364","VMB1_VMB2",2013-08-21,2003-07-20
"1580","CZ0524044","9130","CZ3390","VMB1_VMB2",2010-09-05,2002-07-15
"1581","CZ0524044","9130","CZ3391","VMB1_VMB2",2016-08-31,2001-09-27
"1582","CZ0524044","9130","CZ3400","VMB1_VMB2",2008-09-13,2002-07-15
"1583","CZ0524044","9140","CZ0384","VMB1_VMB2",2012-10-01,2005-08-08
"1584","CZ0524044","9140","CZ0385","VMB2_VMB0",2023-06-14,2009-08-21
"1585","CZ0524044","9140","CZ0386","VMB1_VMB2",2020-04-06,2001-10-04
"1586","CZ0524044","9140","CZ0481","VMB1_VMB2",2012-10-03,2002-07-15
"1587","CZ0524044","9140","CZ0916","VMB1_VMB2",2015-08-13,2002-07-15
"1588","CZ0524044","9140","CZ0934","VMB1_VMB2",2009-08-27,2002-07-15
"1589","CZ0524044","9140","CZ0938","VMB1_VMB2",2010-10-02,2001-10-18
"1590","CZ0524044","9140","CZ0940","VMB1_VMB2",2010-09-19,2001-10-17
"1591","CZ0524044","9140","CZ3281","VMB1_VMB2",2014-10-31,2002-07-15
"1592","CZ0524044","9140","CZ3295","VMB1_VMB2",2019-08-22,2002-07-15
"1593","CZ0524044","9140","CZ3306","VMB1_VMB2",2008-10-19,2002-06-04
"1594","CZ0524044","9140","CZ3309","VMB2_VMB0",2022-08-29,2002-06-28
"1595","CZ0524044","9140","CZ3317","VMB1_VMB2",2019-08-17,2002-07-15
"1596","CZ0524044","9140","CZ3324","VMB2_VMB0",2023-05-10,2002-06-06
"1597","CZ0524044","9140","CZ3325","VMB1_VMB2",2010-07-27,2002-07-15
"1598","CZ0524044","9140","CZ3339","VMB1_VMB2",2012-09-16,2004-06-22
"1599","CZ0524044","9140","CZ3342","VMB1_VMB2",2009-08-30,2002-12-31
"1600","CZ0524044","9140","CZ3343","VMB1_VMB2",2010-10-06,2002-07-15
"1601","CZ0524044","9140","CZ3355","VMB1_VMB2",2015-07-30,2002-05-31
"1602","CZ0524044","9140","CZ3362","VMB1_VMB2",2012-08-23,2002-07-15
"1603","CZ0524044","9140","CZ3363","VMB2_VMB0",2022-07-19,2009-09-10
"1604","CZ0524044","9140","CZ3364","VMB1_VMB2",2013-08-16,2002-07-18
"1605","CZ0524044","9140","CZ3376","VMB1_VMB2",2009-10-07,2002-05-27
"1606","CZ0524044","9140","CZ3390","VMB1_VMB2",2010-09-05,2005-10-07
"1607","CZ0524044","9140","CZ3391","VMB1_VMB2",2016-08-31,2001-10-25
"1608","CZ0524044","9140","CZ3400","VMB2_VMB0",2022-06-26,2008-08-29
"1609","CZ0524044","9180","CZ0335","VMB2_VMB0",2021-08-12,2007-09-24
"1610","CZ0524044","9180","CZ0384","VMB1_VMB2",2012-07-22,2002-07-15
"1611","CZ0524044","9180","CZ0385","VMB2_VMB0",2023-06-14,2009-07-26
"1612","CZ0524044","9180","CZ0481","VMB1_VMB2",2012-08-12,2002-07-15
"1613","CZ0524044","9180","CZ0916","VMB1_VMB2",2015-09-03,2002-07-15
"1614","CZ0524044","9180","CZ0934","VMB2_VMB0",2023-09-18,2009-08-20
"1615","CZ0524044","9180","CZ3281","VMB1_VMB2",2014-10-20,2002-07-15
"1616","CZ0524044","9180","CZ3295","VMB1_VMB2",2018-07-31,2002-07-15
"1617","CZ0524044","9180","CZ3304","VMB1_VMB2",2019-04-10,2002-07-15
"1618","CZ0524044","9180","CZ3306","VMB1_VMB2",2008-10-11,2002-07-15
"1619","CZ0524044","9180","CZ3309","VMB2_VMB0",2018-07-04,2002-07-15
"1620","CZ0524044","9180","CZ3317","VMB1_VMB2",2019-08-02,2002-07-15
"1621","CZ0524044","9180","CZ3324","VMB2_VMB0",2023-05-10,2002-06-14
"1622","CZ0524044","9180","CZ3325","VMB1_VMB2",2010-07-04,2002-07-15
"1623","CZ0524044","9180","CZ3332","VMB2_VMB0",2025-07-09,2009-08-06
"1624","CZ0524044","9180","CZ3339","VMB2_VMB0",2012-09-16,2002-06-04
"1625","CZ0524044","9180","CZ3342","VMB2_VMB0",2025-07-05,2009-08-25
"1626","CZ0524044","9180","CZ3343","VMB1_VMB2",2010-10-06,2004-05-27
"1627","CZ0524044","9180","CZ3352","VMB1_VMB2",2017-07-27,2003-07-20
"1628","CZ0524044","9180","CZ3355","VMB1_VMB2",2015-07-11,2002-05-30
"1629","CZ0524044","9180","CZ3362","VMB2_VMB0",2012-08-23,2012-08-21
"1630","CZ0524044","9180","CZ3363","VMB2_VMB0",2022-06-14,2009-10-28
"1631","CZ0524044","9180","CZ3364","VMB1_VMB2",2013-08-20,2003-07-20
"1632","CZ0524044","9180","CZ3390","VMB2_VMB0",2010-08-11,2008-08-22
"1633","CZ0524044","9180","CZ3400","VMB2_VMB0",2022-07-05,2008-08-29
"1634","CZ0524044","91D0","CZ0384","VMB1_VMB2",2012-09-04,2005-08-04
"1635","CZ0524044","91D0","CZ0385","VMB2_VMB0",2023-10-17,2009-08-24
"1636","CZ0524044","91D0","CZ0386","VMB1_VMB2",2019-08-04,2002-06-06
"1637","CZ0524044","91D0","CZ0916","VMB1_VMB2",2015-08-30,2002-07-15
"1638","CZ0524044","91D0","CZ0938","VMB1_VMB2",2010-09-02,2001-08-31
"1639","CZ0524044","91D0","CZ3281","VMB1_VMB2",2014-06-18,2002-07-15
"1640","CZ0524044","91D0","CZ3295","VMB1_VMB2",2017-06-07,2002-07-15
"1641","CZ0524044","91D0","CZ3309","VMB2_VMB0",2018-07-03,2001-10-07
"1642","CZ0524044","91D0","CZ3325","VMB1_VMB2",2010-07-27,2001-10-20
"1643","CZ0524044","91D0","CZ3339","VMB1_VMB2",2012-08-18,2002-05-25
"1644","CZ0524044","91D0","CZ3362","VMB1_VMB2",2012-08-22,2002-07-11
"1645","CZ0524044","91D0","CZ3363","VMB1_VMB2",2009-10-05,2002-07-15
"1646","CZ0524044","91D0","CZ3376","VMB1_VMB2",2009-10-05,2002-05-13
"1647","CZ0524044","91D0","CZ3391","VMB1_VMB2",2016-08-30,2001-10-14
"1648","CZ0524044","91E0","CZ0335","VMB2_VMB0",2021-08-12,2007-09-12
"1649","CZ0524044","91E0","CZ0384","VMB1_VMB2",2012-09-29,2005-08-08
"1650","CZ0524044","91E0","CZ0385","VMB2_VMB0",2023-10-13,2009-08-21
"1651","CZ0524044","91E0","CZ0481","VMB1_VMB2",2012-09-30,2003-07-10
"1652","CZ0524044","91E0","CZ0916","VMB1_VMB2",2015-09-12,2002-07-15
"1653","CZ0524044","91E0","CZ0934","VMB2_VMB0",2023-09-20,2009-08-27
"1654","CZ0524044","91E0","CZ0938","VMB1_VMB2",2010-10-02,2004-06-12
"1655","CZ0524044","91E0","CZ0940","VMB1_VMB2",2010-09-19,2005-10-17
"1656","CZ0524044","91E0","CZ3281","VMB1_VMB2",2014-10-23,2002-07-15
"1657","CZ0524044","91E0","CZ3294","VMB1_VMB2",2017-05-25,2003-09-18
"1658","CZ0524044","91E0","CZ3295","VMB1_VMB2",2018-07-31,2004-06-25
"1659","CZ0524044","91E0","CZ3306","VMB2_VMB0",2023-08-31,2009-07-27
"1660","CZ0524044","91E0","CZ3309","VMB2_VMB0",2022-08-29,2004-06-19
"1661","CZ0524044","91E0","CZ3317","VMB1_VMB2",2019-08-09,2003-08-22
"1662","CZ0524044","91E0","CZ3324","VMB2_VMB0",2023-05-10,2004-06-25
"1663","CZ0524044","91E0","CZ3325","VMB1_VMB2",2010-07-08,2002-07-01
"1664","CZ0524044","91E0","CZ3332","VMB2_VMB0",2025-08-07,2010-09-02
"1665","CZ0524044","91E0","CZ3339","VMB1_VMB2",2012-09-16,2004-06-24
"1666","CZ0524044","91E0","CZ3342","VMB2_VMB0",2025-07-05,2009-08-30
"1667","CZ0524044","91E0","CZ3343","VMB1_VMB2",2010-10-06,2004-06-13
"1668","CZ0524044","91E0","CZ3352","VMB1_VMB2",2017-07-27,2003-09-18
"1669","CZ0524044","91E0","CZ3355","VMB1_VMB2",2015-07-29,2004-06-23
"1670","CZ0524044","91E0","CZ3362","VMB1_VMB2",2012-08-23,2005-09-22
"1671","CZ0524044","91E0","CZ3363","VMB2_VMB0",2022-06-17,2009-08-18
"1672","CZ0524044","91E0","CZ3364","VMB1_VMB2",2013-08-20,2005-09-30
"1673","CZ0524044","91E0","CZ3376","VMB1_VMB2",2009-10-07,2004-06-23
"1674","CZ0524044","91E0","CZ3390","VMB1_VMB2",2010-09-02,2005-10-07
"1675","CZ0524044","91E0","CZ3391","VMB1_VMB2",2016-08-31,2005-07-22
"1676","CZ0524044","91E0","CZ3400","VMB2_VMB0",2022-07-05,2008-09-13
"1677","CZ0524044","9410","CZ0384","VMB1_VMB2",2012-10-03,2005-08-04
"1678","CZ0524044","9410","CZ0385","VMB2_VMB0",2023-10-17,2019-08-03
"1679","CZ0524044","9410","CZ0386","VMB1_VMB2",2019-08-07,2002-06-06
"1680","CZ0524044","9410","CZ0481","VMB1_VMB2",2012-10-03,2002-07-15
"1681","CZ0524044","9410","CZ0916","VMB1_VMB2",2015-09-03,2002-07-15
"1682","CZ0524044","9410","CZ0934","VMB2_VMB0",2023-09-20,2010-09-02
"1683","CZ0524044","9410","CZ0938","VMB1_VMB2",2010-10-02,2005-09-28
"1684","CZ0524044","9410","CZ0940","VMB1_VMB2",2010-09-19,2005-10-19
"1685","CZ0524044","9410","CZ3295","VMB1_VMB2",2018-09-04,2002-07-15
"1686","CZ0524044","9410","CZ3309","VMB2_VMB0",2022-06-12,2002-08-29
"1687","CZ0524044","9410","CZ3325","VMB1_VMB2",2010-07-27,2002-07-15
"1688","CZ0524044","9410","CZ3339","VMB1_VMB2",2012-08-18,2004-06-23
"1689","CZ0524044","9410","CZ3342","VMB2_VMB0",2025-07-05,2009-08-30
"1690","CZ0524044","9410","CZ3362","VMB1_VMB2",2012-08-23,2002-07-15
"1691","CZ0524044","9410","CZ3363","VMB2_VMB0",2022-07-17,2009-10-05
"1692","CZ0524044","9410","CZ3364","VMB1_VMB2",2013-08-21,2002-07-15
"1693","CZ0524044","9410","CZ3376","VMB1_VMB2",2009-10-07,2005-07-22
"1694","CZ0524044","9410","CZ3390","VMB1_VMB2",2010-09-02,2005-10-08
"1695","CZ0524044","9410","CZ3391","VMB1_VMB2",2016-08-31,2006-02-20
"1696","CZ0524044","9410","CZ3400","VMB2_VMB0",2022-07-13,2008-08-25
"1697","CZ0524044","9410","CZ3421","VMB2_VMB0",2023-08-02,2009-10-13
"1698","CZ0524045","91E0","CZ0853","VMB1_VMB2",2011-07-20,2003-05-25
"1699","CZ0524045","91F0","CZ0853","VMB1_VMB2",2011-07-20,2005-10-15
"1700","CZ0524046","9110","CZ0861","VMB2_VMB0",2024-06-21,2008-08-28
"1701","CZ0524046","9110","CZ2924","VMB2_VMB0",2022-08-31,2009-07-23
"1702","CZ0524046","9130","CZ0861","VMB2_VMB0",2024-06-21,2008-08-28
"1703","CZ0524046","9130","CZ2924","VMB2_VMB0",2022-08-31,2009-07-23
"1704","CZ0524046","9410","CZ0861","VMB2_VMB0",2022-08-11,2008-08-28
"1705","CZ0524046","9410","CZ2924","VMB2_VMB0",2022-08-31,2009-07-17
"1706","CZ0524047","9110","CZ2996","VMB1_VMB2",2016-05-22,2005-10-01
"1707","CZ0524047","9130","CZ2996","VMB1_VMB2",2016-05-22,2005-09-30
"1708","CZ0524047","9180","CZ2996","VMB1_VMB2",2016-05-22,2005-10-02
"1709","CZ0524049","91E0","CZ0063","VMB2_VMB0",2022-09-23,2006-09-14
"1710","CZ0524049","91E0","CZ0368","VMB2_VMB0",2022-07-02,2007-07-28
"1711","CZ0524049","91E0","CZ0388","VMB2_VMB0",2022-09-13,2007-09-15
"1712","CZ0524049","91E0","CZ0793","VMB2_VMB0",2023-05-13,2008-09-17
"1713","CZ0524049","91E0","CZ0804","VMB2_VMB0",2024-06-12,2008-09-17
"1714","CZ0524049","91E0","CZ0827","VMB2_VMB0",2022-07-26,2008-07-24
"1715","CZ0524049","91E0","CZ0834","VMB1_VMB2",2012-09-10,2005-08-08
"1716","CZ0524049","91E0","CZ0837","VMB1_VMB2",2016-05-12,2005-10-10
"1717","CZ0524049","91E0","CZ0840","VMB1_VMB2",2014-06-02,2005-06-09
"1718","CZ0524049","91E0","CZ2640","VMB1_VMB2",2015-09-22,2005-07-08
"1719","CZ0524049","91E0","CZ2834","VMB1_VMB2",2013-09-14,2002-08-15
"1720","CZ0524049","91F0","CZ0793","VMB1_VMB2",2008-09-17,2005-06-12
"1721","CZ0524049","91F0","CZ0804","VMB1_VMB2",2008-06-21,2002-12-31
"1722","CZ0524049","91F0","CZ0827","VMB2_VMB0",2022-07-28,2008-08-03
"1723","CZ0524049","91F0","CZ0834","VMB1_VMB2",2012-09-15,2005-08-04
"1724","CZ0524049","91F0","CZ0837","VMB1_VMB2",2016-05-12,2005-10-10
"1725","CZ0524049","91F0","CZ0840","VMB1_VMB2",2014-09-18,2002-08-23
"1726","CZ0524049","91F0","CZ2640","VMB1_VMB2",2015-08-05,2005-06-20
"1727","CZ0524049","91F0","CZ2744","VMB1_VMB2",2012-05-09,2003-05-09
"1728","CZ0524050","9170","CZ0076","VMB1_VMB2",2015-08-06,2005-10-15
"1729","CZ0530020","9130","CZ0247","VMB1_VMB2",2016-09-18,2005-09-09
"1730","CZ0530020","9130","CZ1003","VMB1_VMB2",2011-04-29,2003-08-18
"1731","CZ0530020","9130","CZ2013","VMB2_VMB0",2023-05-21,2009-09-25
"1732","CZ0530020","9130","CZ2101","VMB1_VMB2",2018-04-04,2003-08-18
"1733","CZ0530020","9130","CZ2172","VMB1_VMB2",2015-04-30,2003-08-02
"1734","CZ0530020","9180","CZ0247","VMB1_VMB2",2016-09-18,2003-08-15
"1735","CZ0530020","9180","CZ1003","VMB1_VMB2",2011-04-29,2003-08-14
"1736","CZ0530021","9170","CZ2725","VMB1_VMB2",2012-08-12,2004-05-22
"1737","CZ0530021","9190","CZ2725","VMB1_VMB2",2012-08-12,2001-11-16
"1738","CZ0530027","9130","CZ2305","VMB1_VMB2",2014-10-04,2005-09-13
"1739","CZ0530027","9130","CZ2328","VMB1_VMB2",2018-04-21,2002-06-15
"1740","CZ0530027","91E0","CZ2305","VMB1_VMB2",2014-10-05,2003-06-20
"1741","CZ0530028","9130","CZ0231","VMB1_VMB2",2016-04-30,2003-08-16
