kod_chu,DRUH,KOD_LOKAL,POLE,ROK,ID_IND,SKUPINA,NAZEV_LOK,ID_ND_AKCE,DATUM,HOD_IND,TYP_IND,LIM_IND,JEDNOTKA,LIM_INDLIST,STAV_IND,KLIC,IND_GRP,UROVEN,CILMON,IND_SUM,IND_SUMKLIC,IND_SUMOST,IND_LEN,IND_LENKLIC,IND_LENOST,CELKOVE
CZ0624072,Bombina variegata,CZ0624072,7170a,2013,STA_RYBY,Obojživelníci,"Kněždub, Tvarožná Lhota, Radějov u Strážnice","9136613, 9136615, 9148862, 9148963, 9149004",15843,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,2,1,1,9,2,7,0
CZ0624072,Bombina variegata,CZ0624072,7170a,2013,STA_UHYNOBOJZIVELNIK,Obojživelníci,"Kněždub, Tvarožná Lhota, Radějov u Strážnice","9136613, 9136615, 9148862, 9148963, 9149004",15843,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,2,1,1,9,2,7,0
CZ0624072,Bombina variegata,CZ0624072,7170a,2013,STA_VYSYCHANI,Obojživelníci,"Kněždub, Tvarožná Lhota, Radějov u Strážnice","9136613, 9136615, 9148862, 9148963, 9149004",15843,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,2,1,1,9,2,7,0
CZ0624072,Bombina variegata,CZ0624072,7170a,2013,STA_VYSYCHANIPERIOD3,Obojživelníci,"Kněždub, Tvarožná Lhota, Radějov u Strážnice","9136613, 9136615, 9148862, 9148963, 9149004",15843,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,2,1,1,9,2,7,0
CZ0624072,Bombina variegata,CZ0624072,7170a,2013,STA_ZASTINENILITORAL,Obojživelníci,"Kněždub, Tvarožná Lhota, Radějov u Strážnice","9136613, 9136615, 9148862, 9148963, 9149004",15843,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,2,1,1,9,2,7,0
CZ0624072,Bombina variegata,CZ0624072,7170a,2013,STA_ZTRATABIO,Obojživelníci,"Kněždub, Tvarožná Lhota, Radějov u Strážnice","9136613, 9136615, 9148862, 9148963, 9149004",15843,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,2,1,1,9,2,7,0
CZ0810004,Bombina variegata,CZ0810004,6376d,2012,CELKOVE_HODNOCENI,Obojživelníci,"Nižní Lhoty, Vyšní Lhoty, Raškovice","9136788, 9136793, 9136794, 9136801, 9136803",15497,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,5,1,4,9,2,7,0
CZ0810004,Bombina variegata,CZ0810004,6376d,2012,POP_REPROPERIOD3,Obojživelníci,"Nižní Lhoty, Vyšní Lhoty, Raškovice","9136788, 9136793, 9136794, 9136801, 9136803",15497,1,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,0,5,1,4,9,2,7,0
CZ0810004,Bombina variegata,CZ0810004,6376d,2012,STA_POKRVEGETACE,Obojživelníci,"Nižní Lhoty, Vyšní Lhoty, Raškovice","9136788, 9136793, 9136794, 9136801, 9136803",15497,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,5,1,4,9,2,7,0
CZ0810004,Bombina variegata,CZ0810004,6376d,2012,STA_RYBY,Obojživelníci,"Nižní Lhoty, Vyšní Lhoty, Raškovice","9136788, 9136793, 9136794, 9136801, 9136803",15497,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,5,1,4,9,2,7,0
CZ0810004,Bombina variegata,CZ0810004,6376d,2012,STA_UHYNOBOJZIVELNIK,Obojživelníci,"Nižní Lhoty, Vyšní Lhoty, Raškovice","9136788, 9136793, 9136794, 9136801, 9136803",15497,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,5,1,4,9,2,7,0
CZ0810004,Bombina variegata,CZ0810004,6376d,2012,STA_VYSYCHANI,Obojživelníci,"Nižní Lhoty, Vyšní Lhoty, Raškovice","9136788, 9136793, 9136794, 9136801, 9136803",15497,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,5,1,4,9,2,7,0
CZ0810004,Bombina variegata,CZ0810004,6376d,2012,STA_VYSYCHANIPERIOD3,Obojživelníci,"Nižní Lhoty, Vyšní Lhoty, Raškovice","9136788, 9136793, 9136794, 9136801, 9136803",15497,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,5,1,4,9,2,7,0
CZ0810004,Bombina variegata,CZ0810004,6376d,2012,STA_ZASTINENILITORAL,Obojživelníci,"Nižní Lhoty, Vyšní Lhoty, Raškovice","9136788, 9136793, 9136794, 9136801, 9136803",15497,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,5,1,4,9,2,7,0
CZ0810004,Bombina variegata,CZ0810004,6376d,2012,STA_ZTRATABIO,Obojživelníci,"Nižní Lhoty, Vyšní Lhoty, Raškovice","9136788, 9136793, 9136794, 9136801, 9136803",15497,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,5,1,4,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6774d,2012,CELKOVE_HODNOCENI,Obojživelníci,Pulčín,9137001,15497,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6774d,2012,POP_REPROPERIOD3,Obojživelníci,Pulčín,9137001,15497,3,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6774d,2012,STA_POKRVEGETACE,Obojživelníci,Pulčín,9137001,15497,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6774d,2012,STA_RYBY,Obojživelníci,Pulčín,9137001,15497,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6774d,2012,STA_UHYNOBOJZIVELNIK,Obojživelníci,Pulčín,9137001,15497,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6774d,2012,STA_VYSYCHANI,Obojživelníci,Pulčín,9137001,15497,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6774d,2012,STA_VYSYCHANIPERIOD3,Obojživelníci,Pulčín,9137001,15497,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6774d,2012,STA_ZASTINENILITORAL,Obojživelníci,Pulčín,9137001,15497,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6774d,2012,STA_ZTRATABIO,Obojživelníci,Pulčín,9137001,15497,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6674d,2014,CELKOVE_HODNOCENI,Obojživelníci,Halenkov,9140419,16225,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6674d,2014,POP_REPROPERIOD3,Obojživelníci,Halenkov,9140419,16225,3,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6674d,2014,STA_POKRVEGETACE,Obojživelníci,Halenkov,9140419,16225,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6674d,2014,STA_RYBY,Obojživelníci,Halenkov,9140419,16225,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6674d,2014,STA_UHYNOBOJZIVELNIK,Obojživelníci,Halenkov,9140419,16225,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6674d,2014,STA_VYSYCHANI,Obojživelníci,Halenkov,9140419,16225,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6674d,2014,STA_VYSYCHANIPERIOD3,Obojživelníci,Halenkov,9140419,16225,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6674d,2014,STA_ZASTINENILITORAL,Obojživelníci,Halenkov,9140419,16225,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6674d,2014,STA_ZTRATABIO,Obojživelníci,Halenkov,9140419,16225,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6675c,2014,CELKOVE_HODNOCENI,Obojživelníci,"Karolinka, Halenkov - Provazný","9140425, 9167990",16323,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6675c,2014,POP_REPROPERIOD3,Obojživelníci,"Karolinka, Halenkov - Provazný","9140425, 9167990",16323,3,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6675c,2014,STA_POKRVEGETACE,Obojživelníci,"Karolinka, Halenkov - Provazný","9140425, 9167990",16323,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6675c,2014,STA_RYBY,Obojživelníci,"Karolinka, Halenkov - Provazný","9140425, 9167990",16323,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6675c,2014,STA_UHYNOBOJZIVELNIK,Obojživelníci,"Karolinka, Halenkov - Provazný","9140425, 9167990",16323,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6675c,2014,STA_VYSYCHANI,Obojživelníci,"Karolinka, Halenkov - Provazný","9140425, 9167990",16323,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6675c,2014,STA_VYSYCHANIPERIOD3,Obojživelníci,"Karolinka, Halenkov - Provazný","9140425, 9167990",16323,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6675c,2014,STA_ZASTINENILITORAL,Obojživelníci,"Karolinka, Halenkov - Provazný","9140425, 9167990",16323,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6675c,2014,STA_ZTRATABIO,Obojživelníci,"Karolinka, Halenkov - Provazný","9140425, 9167990",16323,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,41,11,30,9,2,7,0
CZ0720428,Bombina variegata,CZ0720428,6973c,2013,CELKOVE_HODNOCENI,Obojživelníci,Pitín,"9148821, 9396670",15801,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,2,1,1,9,2,7,0
CZ0720428,Bombina variegata,CZ0720428,6973c,2013,POP_REPROPERIOD3,Obojživelníci,Pitín,"9148821, 9396670",15801,1,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,0,2,1,1,9,2,7,0
CZ0720428,Bombina variegata,CZ0720428,6973c,2013,STA_POKRVEGETACE,Obojživelníci,Pitín,"9148821, 9396670",15801,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,2,1,1,9,2,7,0
CZ0720428,Bombina variegata,CZ0720428,6973c,2013,STA_RYBY,Obojživelníci,Pitín,"9148821, 9396670",15801,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,2,1,1,9,2,7,0
CZ0720428,Bombina variegata,CZ0720428,6973c,2013,STA_UHYNOBOJZIVELNIK,Obojživelníci,Pitín,"9148821, 9396670",15801,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,2,1,1,9,2,7,0
CZ0720428,Bombina variegata,CZ0720428,6973c,2013,STA_VYSYCHANI,Obojživelníci,Pitín,"9148821, 9396670",15801,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,2,1,1,9,2,7,0
CZ0720428,Bombina variegata,CZ0720428,6973c,2013,STA_VYSYCHANIPERIOD3,Obojživelníci,Pitín,"9148821, 9396670",15801,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,2,1,1,9,2,7,0
CZ0720428,Bombina variegata,CZ0720428,6973c,2013,STA_ZASTINENILITORAL,Obojživelníci,Pitín,"9148821, 9396670",15801,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,2,1,1,9,2,7,0
CZ0720428,Bombina variegata,CZ0720428,6973c,2013,STA_ZTRATABIO,Obojživelníci,Pitín,"9148821, 9396670",15801,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,2,1,1,9,2,7,0
CZ0720435,Bombina variegata,CZ0720435,6874c,2013,CELKOVE_HODNOCENI,Obojživelníci,Nedašova Lhota,"9148851, 9396709",15803,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,2,1,1,9,2,7,0
CZ0720435,Bombina variegata,CZ0720435,6874c,2013,POP_REPROPERIOD3,Obojživelníci,Nedašova Lhota,"9148851, 9396709",15803,1,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,0,2,1,1,9,2,7,0
CZ0720435,Bombina variegata,CZ0720435,6874c,2013,STA_POKRVEGETACE,Obojživelníci,Nedašova Lhota,"9148851, 9396709",15803,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,2,1,1,9,2,7,0
CZ0720435,Bombina variegata,CZ0720435,6874c,2013,STA_RYBY,Obojživelníci,Nedašova Lhota,"9148851, 9396709",15803,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,2,1,1,9,2,7,0
CZ0720435,Bombina variegata,CZ0720435,6874c,2013,STA_UHYNOBOJZIVELNIK,Obojživelníci,Nedašova Lhota,"9148851, 9396709",15803,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,2,1,1,9,2,7,0
CZ0720435,Bombina variegata,CZ0720435,6874c,2013,STA_VYSYCHANI,Obojživelníci,Nedašova Lhota,"9148851, 9396709",15803,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,2,1,1,9,2,7,0
CZ0720435,Bombina variegata,CZ0720435,6874c,2013,STA_VYSYCHANIPERIOD3,Obojživelníci,Nedašova Lhota,"9148851, 9396709",15803,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,2,1,1,9,2,7,0
CZ0720435,Bombina variegata,CZ0720435,6874c,2013,STA_ZASTINENILITORAL,Obojživelníci,Nedašova Lhota,"9148851, 9396709",15803,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,2,1,1,9,2,7,0
CZ0720435,Bombina variegata,CZ0720435,6874c,2013,STA_ZTRATABIO,Obojživelníci,Nedašova Lhota,"9148851, 9396709",15803,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,2,1,1,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377a,2014,CELKOVE_HODNOCENI,Obojživelníci,Smilovice u Třince,9158616,16257,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377a,2014,POP_REPROPERIOD3,Obojživelníci,Smilovice u Třince,9158616,16257,3,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377a,2014,STA_POKRVEGETACE,Obojživelníci,Smilovice u Třince,9158616,16257,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377a,2014,STA_RYBY,Obojživelníci,Smilovice u Třince,9158616,16257,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377a,2014,STA_UHYNOBOJZIVELNIK,Obojživelníci,Smilovice u Třince,9158616,16257,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377a,2014,STA_VYSYCHANI,Obojživelníci,Smilovice u Třince,9158616,16257,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377a,2014,STA_VYSYCHANIPERIOD3,Obojživelníci,Smilovice u Třince,9158616,16257,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377a,2014,STA_ZASTINENILITORAL,Obojživelníci,Smilovice u Třince,9158616,16257,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377a,2014,STA_ZTRATABIO,Obojživelníci,Smilovice u Třince,9158616,16257,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377d,2014,CELKOVE_HODNOCENI,Obojživelníci,Guty,9158660,16204,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377d,2014,POP_REPROPERIOD3,Obojživelníci,Guty,9158660,16204,3,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377d,2014,STA_POKRVEGETACE,Obojživelníci,Guty,9158660,16204,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377d,2014,STA_RYBY,Obojživelníci,Guty,9158660,16204,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377d,2014,STA_UHYNOBOJZIVELNIK,Obojživelníci,Guty,9158660,16204,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377d,2014,STA_VYSYCHANI,Obojživelníci,Guty,9158660,16204,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377d,2014,STA_VYSYCHANIPERIOD3,Obojživelníci,Guty,9158660,16204,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377d,2014,STA_ZASTINENILITORAL,Obojživelníci,Guty,9158660,16204,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6377d,2014,STA_ZTRATABIO,Obojživelníci,Guty,9158660,16204,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6477c,2014,CELKOVE_HODNOCENI,Obojživelníci,"Morávka, Krásná pod Lysou Horou - PP Obidová, Morávka - Polomka","9158719, 9158728, 9167953, 9167981",16317,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6477c,2014,POP_REPROPERIOD3,Obojživelníci,"Morávka, Krásná pod Lysou Horou - PP Obidová, Morávka - Polomka","9158719, 9158728, 9167953, 9167981",16317,3,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6477c,2014,STA_POKRVEGETACE,Obojživelníci,"Morávka, Krásná pod Lysou Horou - PP Obidová, Morávka - Polomka","9158719, 9158728, 9167953, 9167981",16317,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6477c,2014,STA_RYBY,Obojživelníci,"Morávka, Krásná pod Lysou Horou - PP Obidová, Morávka - Polomka","9158719, 9158728, 9167953, 9167981",16317,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6477c,2014,STA_UHYNOBOJZIVELNIK,Obojživelníci,"Morávka, Krásná pod Lysou Horou - PP Obidová, Morávka - Polomka","9158719, 9158728, 9167953, 9167981",16317,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6477c,2014,STA_VYSYCHANI,Obojživelníci,"Morávka, Krásná pod Lysou Horou - PP Obidová, Morávka - Polomka","9158719, 9158728, 9167953, 9167981",16317,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6477c,2014,STA_VYSYCHANIPERIOD3,Obojživelníci,"Morávka, Krásná pod Lysou Horou - PP Obidová, Morávka - Polomka","9158719, 9158728, 9167953, 9167981",16317,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6477c,2014,STA_ZASTINENILITORAL,Obojživelníci,"Morávka, Krásná pod Lysou Horou - PP Obidová, Morávka - Polomka","9158719, 9158728, 9167953, 9167981",16317,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6477c,2014,STA_ZTRATABIO,Obojživelníci,"Morávka, Krásná pod Lysou Horou - PP Obidová, Morávka - Polomka","9158719, 9158728, 9167953, 9167981",16317,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6874a,2014,CELKOVE_HODNOCENI,Obojživelníci,"Lidečko, Lidečko - Rybníčky u Molka, Lidečko - rybníčky u Molka","9166849, 9166852, 9166853, 9166854",16184,špatný,NA,NA,NA,NA,0,NA,NA,NA,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6874a,2014,POP_REPROPERIOD3,Obojživelníci,"Lidečko, Lidečko - Rybníčky u Molka, Lidečko - rybníčky u Molka","9166849, 9166852, 9166853, 9166854",16184,3,min,1,rozmnožování za 3 roky,alespoň 1 rozmnožování za 3 roky,1,ano,minmax,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6874a,2014,STA_POKRVEGETACE,Obojživelníci,"Lidečko, Lidečko - Rybníčky u Molka, Lidečko - rybníčky u Molka","9166849, 9166852, 9166853, 9166854",16184,neznámý,val,0,NA,"0, 0-25 %, 1-10 %, 11-25 %, 26-50 %, 1-25 %, nejvýš 50 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6874a,2014,STA_RYBY,Obojživelníci,"Lidečko, Lidečko - Rybníčky u Molka, Lidečko - rybníčky u Molka","9166849, 9166852, 9166853, 9166854",16184,ne,val,ne,zaznamenán nadměrný tlak ryb,ne,1,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6874a,2014,STA_UHYNOBOJZIVELNIK,Obojživelníci,"Lidečko, Lidečko - Rybníčky u Molka, Lidečko - rybníčky u Molka","9166849, 9166852, 9166853, 9166854",16184,neznámý,val,ne,NA,ne,NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6874a,2014,STA_VYSYCHANI,Obojživelníci,"Lidečko, Lidečko - Rybníčky u Molka, Lidečko - rybníčky u Molka","9166849, 9166852, 9166853, 9166854",16184,neznámý,val,26-50 %,NA,"26-50 %, 51-75 %, 76-100 %, alespoň 25 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6874a,2014,STA_VYSYCHANIPERIOD3,Obojživelníci,"Lidečko, Lidečko - Rybníčky u Molka, Lidečko - rybníčky u Molka","9166849, 9166852, 9166853, 9166854",16184,0,max,2,NA,nejvýš 2 NA,1,ne,minmax,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6874a,2014,STA_ZASTINENILITORAL,Obojživelníci,"Lidečko, Lidečko - Rybníčky u Molka, Lidečko - rybníčky u Molka","9166849, 9166852, 9166853, 9166854",16184,neznámý,val,0-25 %,NA,"0-25 %, 26-50 %, 51-75 %, nejvýš 75 NA",NA,ne,val,lok,0,41,11,30,9,2,7,0
CZ0724089,Bombina variegata,CZ0724089,6874a,2014,STA_ZTRATABIO,Obojživelníci,"Lidečko, Lidečko - Rybníčky u Molka, Lidečko - rybníčky u Molka","9166849, 9166852, 9166853, 9166854",16184,ne,val,ne,zaznamenána ztráta vodních biotopů,ne,1,ne,val,lok,0,41,11,30,9,2,7,0
