ID_ND_NALEZ,IDX_ND_AKCE,DRUH,CESKE_JME,AUTOR,DATUM_OD,DATUM_DO,IDX_ND_LOK,LOKALITA,KOD_LOKALITY,ZDROJ,POCET,ODHAD,POCITANO,REL_POC,POKRYVN,POZNAMKA,POZN_LOK,POZN_BIO,POZN_TAX,PROJEKT,DAT_SADA,GARANCE,POZN_GAR,VALIDACE,POZN_VAL,VYHLASKA,EVD,REDLIST,STRUKT_POZN,X,Y,PRESNOST,SKUPINA,EVL,PROC_EVL,NEGATIVNI,IDX_ND_LOKALIZACE,MAX_PROC,POLE,DATUM,DEN,MESIC,ROK,kod_chu,nazev_chu,KOD_LOKAL,CILMON,POCITANO_CLEAN,POP_PRESENCE_N,POP_PRESENCE,POP_POCET,POP_RELPOC,POP_POCETSUM_PART,POP_POCETSUM,POP_PLOCHA,POP_REPRO,POP_REPRONUM,POP_POCETNOSTNAL,POP_PASTIPOCET,POP_PLOCHALOV,POP_ABUNDANCENAL,POP_CILJEDNOTKA,POP_KOEFICIENT,vliv1,vliv2,VLV_VLIVY,VLV_VLIVY_NUM,STA_SECCAS,STA_SECMET,STA_PRITOMNOSTROSTLIN,STA_JASANOKOLI,STA_MIKRPROSTLINA,STA_VHSTROMN,STA_VHSTROMK,STA_PERSPEKTIVA,STA_MRTDREVO,STA_TEKVODA,STA_POKRYVNOSTDREVIN,STA_ZAZEMNENI,STA_SKLADREVO,STA_LITVEGET,STA_SIRKALIT,STA_ZASTIN,STA_MAN,STA_LIKVIDACE,STA_STAVVODARYBNIK,STA_STAVVODALITORAL,STA_STAVVODATUNE,STA_STAVVODA,STA_STAVVODAKAT,STA_VYSYCHANI,STA_VODAMANIPULACE,STA_ZTRATABIO,STA_KACHNAPRITOMNOST,STA_RYBY,STA_ZOOPLANKTON,STA_POKRVEGETACE,STA_PRUHLEDNOSTVODA,STA_PRUHLEDNOSTVODAT,STA_UHYNOBOJZIVELNIK,STA_ZASTINENIHLADINA,STA_ZASTINENILITORAL,POP_DELKYJEDINCI,STA_MIGBARPOCET,STA_MIGBARVYS,POP_SCALP,POP_POBYT,POP_PRESENCE_ZIMNI,POP_PRESENCE_LETNI,POP_POCETMIKROLOK,POP_TRENDBRY,POP_ZMENABRY1,POP_ZMENABRY2,POP_PLOCHAPOP,STA_DREVOBRY,STA_STRUKTVEKBRY,STA_STRUKTDRUBRY,POP_POCETLODYH,POP_POCETVITAL,STA_MANPOTREBAVLIV,STA_MANPOTREBA,STA_MANVLIV,STA_POKRYVNOSTINVAZNI,STA_POKRYVNOSTEXPANZNI,STA_POKRSTAR,STA_POKRDREV,STA_POKRDREVNIZ,STA_POKRYVNOSTE2E3,STA_POKRYVNOSTE1,STA_POKRYVNOSTE0,STA_POKRYVNOSTVOLNAPUDA,STA_ZAPOJENICELK,STA_ZAPOJENIKAT,STA_STUPENZACH,STA_HYDRPOMERY,STA_VLHPOM,STA_ZASTINENICELK,SP_POSKOZENI_ROSTLIN,POSKOZENI_ROSTLIN,POSKOZENI_ROSTLIN_KAT,POP_POCETKONCPAST,POP_POCETMIN.x,POP_POCETMAX.x,POP_POCETPRUM,POP_POCETLODYHSUM,POP_POCETPLOD,POP_VITAL,POP_POCETFIN,POP_POSKPOC,POCET_POSKOZENYCH,POCET_POSKOZENYCHSUM,PROCENTO_POSKOZENYCH,POSKOZENI_KAT,POSKOZENI_LODYHKAT,POP_POSKPERC,STA_ZAPOJENIDRN,POP_DELKYJEDINCINUM,POP_DELKYJEDINCIKAT,LIMIT,JEDNOTKA,CELKOVE,POP_POCETSUMLOKAL,POP_POCETMIN.y,POP_POCETMAX.y,POP_POCETNOST,POP_POCETNOSTMAX.x,POP_REPROMAX,STA_VYSYCHMAX,STA_STAVVODAKAT1,STA_STAVVODAKAT2,POP_VITALITA_N_CATS,POP_VITALITA,POP_ABUNDANCE,POP_POCETZIM,POP_POCETZIM1,POP_POCETZIM2,POP_POCETZIM3,POP_POCETZIMREF,POP_VITALZIM,POP_POCETLETS1,POP_POCETLETS2,POP_POCETLET,POP_POCETLET1,POP_POCETLET2,POP_POCETLET3,POP_POCETLETREF,POP_VITALLET,POP_REPROCHI,POP_POCETMAXREF,POP_TREND1,POP_TREND2,POP_TREND,POP_TRENDLM,POP_ABUNDANCEMEAN,POP_POCETNOSTMAX.y,POP_REPROPERIOD3,STA_VYSYCHANIPERIOD3,POP_ABUNDANCEREF,POP_DYN,POP_POCETSTRED,POP_POCETNMIN,POP_POCETNMAX
50113471,11275900,Asplenium adulterinum,sleziník nepravý,Tájek Přemysl#Stehlíková Lucie,10.10.2018,10.10.2018,7649618,SL14- u Vřesovce za Dl. stokou,NA,"Kolektiv autorů (2018) Monitoring cévnatých rostlin. AOPK ČR, Praha.",29,0,trsy,NA,NA,NA,NA,NA,NA,Monitoring druhů ČR,Monitoring druhů ČR,garantováno - věrohodný záznam,NA,NA,NA,KO,HD II a IV,VU,NA,-861379,-1028073,50,Cévnaté rostliny,CZ0414026: Úpolínová louka - Křížky,100,0,7649618,100,5942b,2018-10-10,10,10,2018,CZ0414026,Úpolínová louka - Křížky,SL14- u Vřesovce za Dl. stokou,1,trsy,1,ano,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nezaznamenána,NA,NA,NA,NA,NA,NA,ne,ne,NA,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ano,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,Inf,0,NA,NA,NA,NA,NA,NA,0,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,0,-0,NA,-Inf,0,0,NA,NA,NA,NA,NA
58862351,13031914,Asplenium adulterinum,sleziník nepravý,Vondrka Aleš,03.07.2024,03.07.2024,10060606,Drahotín,NA,VONDRKA A. (2024) Terénní zápisky - náhodná pozorování.,2,0,trsy,NA,NA,NA,NA,NA,NA,Mobilní sběr dat,ND - Databáze BioLog,zatím negarantováno,NA,validováno - věrohodný záznam,NA,KO,HD II a IV,VU,NA,-869451,-1088525,50,Cévnaté rostliny,CZ0322055: Drahotínský les,100,0,10060606,100,6442d,2024-07-03,3,7,2024,CZ0322055,Drahotínský les,Drahotín,0,trsy,1,ano,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ne,ne,NA,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ano,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,Inf,0,NA,NA,NA,NA,NA,NA,0,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,0,1,1,2,NA,NA,-Inf,0,0,NA,NA,NA,NA,NA
26722977,8574156,Asplenium adulterinum,sleziník nepravý,Tájek Přemysl,12.06.2012,12.06.2012,5091852,SL01- Medvědí rozhledy,NA,"TÁJEK P. (2012) Monitoring cévnatých rostlin. Monitoring druhů ČR. AOPK ČR, Praha.",1643,0,trsy,NA,NA,"Počet rostlin na lokalitě stále roste, snad v důsledku občasných spíše kosmetických ochranářských opatření bránících silnějšímu zmlazování smrku. Subjektivně mnohem hojnější vranec jedlový než v minulosti. Na hlavní skále: 874 trsů Asplenium adulterinum a 13 trsů Asplenium cuneifolium, skála se skalním oknem: 627 trsů Asplenium adulterinum a 52 trsů Asplenium cuneifolium, suť a kameny pod hlavní skálou: 80 trsů A. adulterinum a 3 trsy A. cuneifolium, menší skalky na západě: 62 trsů A. adulterinum a 5 trsů A. cuneifolium. Aktuálně nejvyšší koncentrace A. adulterinum na jednotku plochy ve Slavkovském lese, vzhledem k rozměrům skalky výjimečně početná lokalita zasluhující zvýšenou ochranářskou pozornost.",NA,"Nedávno slabá probírka suchých stromů po obvodu. Nalezena dutina, kde bylo loni zjištěno hnízdění datlíka tříprstého, aktuálně v ní hnízdil kulíšek nejmenší (slyšena mláďata, viděn dospělec).",NA,Monitoring druhů ČR,Monitoring druhů ČR,garantováno - věrohodný záznam,NA,NA,NA,KO,HD II a IV,VU,NA,-865889,-1025709,50,Cévnaté rostliny,CZ0412065: Medvědí rozhledy,100,0,5091852,100,5942a,2012-06-12,12,6,2012,CZ0412065,Medvědí rozhledy,SL01- Medvědí rozhledy,1,trsy,1,ano,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nezaznamenána,NA,NA,NA,NA,NA,NA,ne,ne,NA,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ano,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,Inf,0,NA,NA,NA,NA,NA,NA,0,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,0,-0,NA,-Inf,0,0,NA,NA,NA,NA,NA
50113118,11275547,Asplenium adulterinum,sleziník nepravý,Sladký Jiří#Adamec Vojtěch,11.09.2019,11.09.2019,7649420,DL Drahotínský les - lom,NA,"Kolektiv autorů (2019) Monitoring cévnatých rostlin. AOPK ČR, Praha.",45,0,trsy,NA,NA,NA,"po výřezu začíná opětovné zarůstání nálety dřevin, expanzi Molinia caerulea a Rubus sp., na svazích lomu též šířaní se mechového patra na skalní podklad",NA,NA,Monitoring druhů ČR,Monitoring druhů ČR,garantováno - věrohodný záznam,NA,NA,NA,KO,HD II a IV,VU,NA,-869487,-1088244,50,Cévnaté rostliny,CZ0322055: Drahotínský les,100,0,7649420,100,6442d,2019-09-11,11,9,2019,CZ0322055,Drahotínský les,DL Drahotínský les - lom,1,trsy,1,ano,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nezaznamenána,NA,NA,NA,NA,NA,NA,ne,ne,NA,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ano,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,Inf,0,NA,NA,NA,NA,NA,NA,0,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,0,1,1,2,-0,NA,-Inf,0,0,NA,NA,NA,NA,NA
59784941,13109467,Asplenium adulterinum,sleziník nepravý,Černá Jana,18.07.2023,18.07.2023,10192678,Raškov Ves_7970642,7970642,ČERNÁ J. (2023) Aktualizace mapovacího okrsku CZ0797. Aktualizace vrstvy mapování biotopů ČR.,NA,0,NA,NA,x,NA,Výchoz hadce.,S1.2,NA,Aktualizace mapování biotopů,Aktualizace vrstvy mapování biotopů 2024,garantováno - věrohodný záznam,NA,NA,NA,KO,HD II a IV,VU,NA,-568286,-1068587,50,Cévnaté rostliny,CZ0714084: Hadce a bučiny u Raškova,100,0,10192678,100,5967c,2023-07-18,18,7,2023,CZ0714084,Hadce a bučiny u Raškova,7970642,0,NA,1,ano,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ne,ne,NA,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ano,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,Inf,0,NA,NA,NA,NA,NA,NA,0,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,0,NA,NA,-Inf,0,0,NA,NA,NA,NA,NA
26722976,8574155,Asplenium adulterinum,sleziník nepravý,Tájek Přemysl#Rolková Jana,19.04.2012,19.04.2012,5091824,SL28- Hadí farma - východ,NA,"TÁJEK P. (2012) Monitoring cévnatých rostlin. Monitoring druhů ČR. AOPK ČR, Praha.",28,0,trsy,NA,NA,"V roce 2006 38 ex. A. adulterinum, 18 trsů A. cuneifolium a 43 trsů A. trichomanes.",NA,"vývraty a větve, Calamagrostis arundinacea, přerůstání mechy, několik modřínů",NA,Monitoring druhů ČR,Monitoring druhů ČR,garantováno - věrohodný záznam,NA,NA,NA,KO,HD II a IV,VU,NA,-860151,-1028381,50,Cévnaté rostliny,CZ0414026: Úpolínová louka - Křížky,100,0,5091824,100,5942b,2012-04-19,19,4,2012,CZ0414026,Úpolínová louka - Křížky,SL28- Hadí farma - východ,1,trsy,1,ano,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nezaznamenána,NA,NA,NA,NA,NA,NA,ne,ne,NA,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ano,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,Inf,0,NA,NA,NA,NA,NA,NA,0,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,0,-0,NA,-Inf,0,0,NA,NA,NA,NA,NA
36031098,9526394,Asplenium adulterinum,sleziník nepravý,Štencl Radek,12.10.2015,12.10.2015,5808626,Hanušovice - Nad Holbou,NA,ŠTENCL R. (2015) Terénní zápisky - náhodná pozorování.,NA,0,NA,NA,NA,12 trsů,NA,NA,NA,Mobilní sběr dat,ND - Databáze BioLog,garantováno - věrohodný záznam,NA,NA,NA,KO,HD II a IV,VU,NA,-565558,-1066611,50,Cévnaté rostliny,CZ0714084: Hadce a bučiny u Raškova,100,0,5808626,100,5967b,2015-10-12,12,10,2015,CZ0714084,Hadce a bučiny u Raškova,Hanušovice - Nad Holbou,0,NA,1,ano,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ne,ne,NA,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ano,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,Inf,0,NA,NA,NA,NA,NA,NA,0,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,0,1,1,2,0,NA,-Inf,0,0,NA,NA,NA,NA,NA
36031105,9526401,Asplenium adulterinum,sleziník nepravý,Štencl Radek,13.10.2015,13.10.2015,5808633,EVL Žďár,NA,ŠTENCL R. (2015) Terénní zápisky - náhodná pozorování.,NA,0,NA,NA,NA,98 trsů,NA,NA,NA,Mobilní sběr dat,ND - Databáze BioLog,garantováno - věrohodný záznam,NA,NA,NA,KO,HD II a IV,VU,NA,-570294,-1074993,50,Cévnaté rostliny,CZ0712197: Žďár,100,0,5808633,100,6067a,2015-10-13,13,10,2015,CZ0712197,Žďár,EVL Žďár,0,NA,1,ano,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ne,ne,NA,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ano,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,Inf,0,NA,NA,NA,NA,NA,NA,0,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,0,1,1,2,NA,NA,-Inf,0,0,NA,NA,NA,NA,NA
50113737,11276160,Asplenium adulterinum,sleziník nepravý,Tájek Přemysl#Rolková Jana#Stehlíková Lucie,08.11.2018,08.11.2018,7649843,SL90- Skalka jižně od Vlčku,NA,"Kolektiv autorů (2018) Monitoring cévnatých rostlin. AOPK ČR, Praha.",6,0,trsy,NA,NA,"2003: 1 trs, 2006: 1 trs, 2012: 3 trsy",NA,NA,NA,Monitoring druhů ČR,Monitoring druhů ČR,garantováno - věrohodný záznam,NA,NA,NA,KO,HD II a IV,VU,NA,-863983,-1031860,50,Cévnaté rostliny,CZ0412070: Raušenbašská lada,100,0,7649843,100,5942c,2018-11-08,8,11,2018,CZ0412070,Raušenbašská lada,SL90- Skalka jižně od Vlčku,1,trsy,1,ano,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nezaznamenána,NA,NA,NA,NA,NA,NA,ne,ne,NA,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ano,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,Inf,0,NA,NA,NA,NA,NA,NA,0,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,0,-0,NA,-Inf,0,0,NA,NA,NA,NA,NA
56527758,12697610,Asplenium adulterinum,sleziník nepravý,Masopustová Alexandra,27.06.2022,27.06.2022,9457065,Sítiny_8570707,8570707,MASOPUSTOVÁ A. (2022) Aktualizace mapovacího okrsku CZ0857. Aktualizace vrstvy mapování biotopů ČR.,NA,0,NA,NA,2,roztroušeně,malá skalka,S1.2,NA,Aktualizace mapování biotopů,Aktualizace vrstvy mapování biotopů 2022,garantováno - věrohodný záznam,NA,NA,NA,KO,HD II a IV,VU,NA,-862716,-1031171,50,Cévnaté rostliny,CZ0412070: Raušenbašská lada,100,0,9457065,100,5942c,2022-06-27,27,6,2022,CZ0412070,Raušenbašská lada,8570707,0,NA,1,ano,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ne,ne,NA,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ano,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,Inf,0,NA,NA,NA,NA,NA,NA,0,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,0,NA,NA,-Inf,0,0,NA,NA,NA,NA,NA
59784945,13109030,Asplenium adulterinum,sleziník nepravý,Černá Jana,04.11.2023,04.11.2023,10194248,Raškov Ves_7970525,7970525,ČERNÁ J. (2023) Aktualizace mapovacího okrsku CZ0797. Aktualizace vrstvy mapování biotopů ČR.,NA,0,NA,NA,x,NA,Výchozy hadce.,S1.2,NA,Aktualizace mapování biotopů,Aktualizace vrstvy mapování biotopů 2024,garantováno - věrohodný záznam,NA,NA,NA,KO,HD II a IV,VU,NA,-568107,-1069239,500,Cévnaté rostliny,CZ0714084: Hadce a bučiny u Raškova,100,0,10194248,100,5967c,2023-11-04,4,11,2023,CZ0714084,Hadce a bučiny u Raškova,7970525,0,NA,1,ano,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ne,ne,NA,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ano,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,Inf,0,NA,NA,NA,NA,NA,NA,0,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,0,NA,NA,-Inf,0,0,NA,NA,NA,NA,NA
33960655,9171507,Asplenium adulterinum,sleziník nepravý,Sladký Jiří#Vogeltanzová Jana,11.09.2012,11.09.2012,5516427,DL Drahotínský les - lom,NA,"SLADKÝ J. (2012) Monitoring cévnatých rostlin. Monitoring druhů ČR. AOPK ČR, Praha.",37,0,trsy,NA,NA,NA,NA,"V roce 2012 byly ve větší míře na severních a severozápadních svazích lokality, nahromaděné kmeny dřevin z vývratů, Ležely vyvrácené a nezpracované na dotčené ploše (suť, svahy),",NA,Monitoring druhů ČR,Monitoring druhů ČR,garantováno - věrohodný záznam,NA,NA,NA,KO,HD II a IV,VU,NA,-869487,-1088244,50,Cévnaté rostliny,CZ0322055: Drahotínský les,100,0,5516427,100,6442d,2012-09-11,11,9,2012,CZ0322055,Drahotínský les,DL Drahotínský les - lom,1,trsy,1,ano,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nezaznamenána,NA,NA,NA,NA,NA,NA,ne,ne,NA,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ano,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,Inf,0,NA,NA,NA,NA,NA,NA,0,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,0,1,1,2,-0,NA,-Inf,0,0,NA,NA,NA,NA,NA
56818696,12697536,Asplenium adulterinum,sleziník nepravý,Masopustová Alexandra,20.06.2022,20.06.2022,9448687,Mnichov u Mariánských Lázní_8570882,8570882,MASOPUSTOVÁ A. (2022) Aktualizace mapovacího okrsku CZ0857. Aktualizace vrstvy mapování biotopů ČR.,NA,0,NA,NA,x,vzácně,mohutná skála,S1.2,NA,Aktualizace mapování biotopů,Aktualizace vrstvy mapování biotopů 2022,garantováno - věrohodný záznam,NA,NA,NA,KO,HD II a IV,VU,NA,-861160,-1031086,500,Cévnaté rostliny,CZ0412070: Raušenbašská lada,100,0,9448687,100,5942d,2022-06-20,20,6,2022,CZ0412070,Raušenbašská lada,8570882,0,NA,1,ano,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ne,ne,NA,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ano,ne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,Inf,0,NA,NA,NA,NA,NA,NA,0,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,NA,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,0,NA,NA,-Inf,0,0,NA,NA,NA,NA,NA
