kod_chu,DRUH,ID_IND,KLIC,ROK,POLE,NAZEV_LOK,ID_ND_AKCE,HOD_IND,TYP_IND,LIM_IND,JEDNOTKA,LIM_INDLIST,STAV_IND,UROVEN,IND_GRP,CILMON_CHU
CZ0314124,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2023, 2022, 2019, 2024","7052c, 7152a, 7152c, 7151d, 7051d, 7051c, 7151c, 7151a, 7050d,7051c,7051d,7052c,7151a,7151c,7151d","Vltava - Boršov_jez U Rybů, Vltava – U Rybáka, Vltava – Dívčí kámen, Vltava – U Rohana, Vltava - Černice_kemp Paradijs, Vltava - Svachova Lhota_tábořiště Marina, Vltava - Č. Krumlov_U Trojice, Křemžský potok - Červený Mlýn, Křemžský potok - Klimšův Mlýn, Křemžský potok - Brloh_ČOV, Křemžský potok - Brloh_nad, náhon na Cvrčkův Mlýn - Brloh, Křemžský potok - Cvrčkův Mlýn_nad, Polečnice – Kájovský potok – Kájov II., Chvalšinský potok – Křenov, Borová - Borová_nad, Křemžský potok - PP Dobročkovské hadce, Křemžský potok - U Bendelínů, Křemžský potok - Vackův Mlýn, Křemžský potok - Hamry, Vltava – U Mašků, Borová - Červený Dvůr, Křenovský potok - Křenov, Polečnice – Nové Dobrkovice, Kokotínský potok - Zlatá Koruna|245, Vltava - Třísov","13411747, 13411748, 13411749, 13411750, 13411751, 13411752, 13411753, 13411759, 13411758, 13411757, 13411756, 13411755, 13411754, 13411760, 13411761, 13411762, 13411254, 13411173, 13411176, 13411249, 13410503, 13411182, 13411181, 13411179, 12976201, 13384675",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0314126,Lampetra planeri,LOK_PROCDOBR,ne,2012,6953a,Libochovka - Na Libochově,8536016,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0314126,Lampetra planeri,CELKOVE_HODNOCENI,NA,2012,6953a,Libochovka - Na Libochově,8536016,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0314641,Lampetra planeri,LOK_PROCDOBR,ne,"2017, 2022","6950c, 6950c,7050a","Zlatý potok II - PP U Piláta, Zlatý potok III - U Žahoura, Zlatý potok II - U Piláta, Zlatý potok III - U Žahoura","10267088, 10267091, 13411296, 13411297",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0314641,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2017, 2022","6950c, 6950c,7050a","Zlatý potok II - PP U Piláta, Zlatý potok III - U Žahoura, Zlatý potok II - U Piláta, Zlatý potok III - U Žahoura","10267088, 10267091, 13411296, 13411297",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0323145,Lampetra planeri,LOK_PROCDOBR,ne,2016,"6347d,6348c","Bradava - Hořehledy, Bojovka - Číčov","9796755, 9796862",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0323145,Lampetra planeri,CELKOVE_HODNOCENI,NA,2016,"6347d,6348c","Bradava - Hořehledy, Bojovka - Číčov","9796755, 9796862",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0323151,Lampetra planeri,LOK_PROCDOBR,ne,2020,6341b,Kateřinský potok - Hošťka,12240670,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0323151,Lampetra planeri,CELKOVE_HODNOCENI,NA,2020,6341b,Kateřinský potok - Hošťka,12240670,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0323165,Lampetra planeri,LOK_PROCDOBR,ne,"2015, 2022, 2024","6443c, 6442b,6443a","Radbuza - Srby, Radbuza – Roudná, Radbuza - Svržno, Radbuza - Svinná","10267076, 13411143, 13411960, 13411962",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0323165,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2015, 2022, 2024","6443c, 6442b,6443a","Radbuza - Srby, Radbuza – Roudná, Radbuza - Svržno, Radbuza - Svinná","10267076, 13411143, 13411960, 13411962",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0323166,Lampetra planeri,LOK_PROCDOBR,ne,2022,6442c,Radbuza - Mostek,11915178,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0323166,Lampetra planeri,CELKOVE_HODNOCENI,NA,2022,6442c,Radbuza - Mostek,11915178,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0323812,Lampetra planeri,LOK_PROCDOBR,ne,"2017, 2023",6248c,"Klabava II - Strašice_pod mostem, Klabava II - most Strašice - Dobřív","10148530, 13411562",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0323812,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2017, 2023",6248c,"Klabava II - Strašice_pod mostem, Klabava II - most Strašice - Dobřív","10148530, 13411562",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0323824,Lampetra planeri,LOK_PROCDOBR,ne,"2015, 2020, 2023","6746a,6746b,6747a, 6747a, 6746b, 6746a","Ostružná - Nemilkov_prof. 4, Ostružná - 3. Ujčín, Ostružná - 2. Hrádek u Sušice, Ostružná - Sušice, Ostružná – Cihelna, Ostružná – Hrádek, Ostružná – Velhartice, Ostružná - Nemilkov_ústí Radvanického p.","9634159, 9634158, 9634157, 10391388, 12975899, 12975585, 12975896, 13411618",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0323824,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2015, 2020, 2023","6746a,6746b,6747a, 6747a, 6746b, 6746a","Ostružná - Nemilkov_prof. 4, Ostružná - 3. Ujčín, Ostružná - 2. Hrádek u Sušice, Ostružná - Sušice, Ostružná – Cihelna, Ostružná – Hrádek, Ostružná – Velhartice, Ostružná - Nemilkov_ústí Radvanického p.","9634159, 9634158, 9634157, 10391388, 12975899, 12975585, 12975896, 13411618",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0323825,Lampetra planeri,LOK_PROCDOBR,ne,2021,6143b,Hadovka II - Strahov,11747077,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0323825,Lampetra planeri,CELKOVE_HODNOCENI,NA,2021,6143b,Hadovka II - Strahov,11747077,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0324025,Lampetra planeri,LOK_PROCDOBR,ne,2015,6046d,Střela - 2. Chaloupkův mlýn,9634144,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0324025,Lampetra planeri,CELKOVE_HODNOCENI,NA,2015,6046d,Střela - 2. Chaloupkův mlýn,9634144,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0324026,Lampetra planeri,LOK_PROCDOBR,ne,"2016, 2022","6542a,6542c","Nemanický potok - Lučina u Nemanic, Nemanický potok - Lísková u Nemanic, Nemanický potok - Nemaničky, Nemanický potok - Novosedly_Mýtnice, Nemanický potok – Křížová Huť, Nemanický potok – Nemaničky, Nemanický potok – Mýtnice","9808830, 9808827, 9808828, 9808829, 13411136, 13411135, 13411137",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0324026,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2016, 2022","6542a,6542c","Nemanický potok - Lučina u Nemanic, Nemanický potok - Lísková u Nemanic, Nemanický potok - Nemaničky, Nemanický potok - Novosedly_Mýtnice, Nemanický potok – Křížová Huť, Nemanický potok – Nemaničky, Nemanický potok – Mýtnice","9808830, 9808827, 9808828, 9808829, 13411136, 13411135, 13411137",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0410020,Lampetra planeri,LOK_PROCDOBR,ne,2021,5841c,Ohře - Dasnice,11486588,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0410020,Lampetra planeri,CELKOVE_HODNOCENI,NA,2021,5841c,Ohře - Dasnice,11486588,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0413177,Lampetra planeri,LOK_PROCDOBR,ne,"2023, 2017","5638d, 5738b","Rokytnice - Trojmezí_hranice, Rokytnice - Trojmezí_nad soutokem s Lužním p., Lužní potok - nad soutokem s Rokytnicí, Lužní potok - Pastviny, Lužní potok - Pastviny u Studánky_revitalizace","13411693, 13411695, 13411694, 13411696, 9919426",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0413177,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2023, 2017","5638d, 5738b","Rokytnice - Trojmezí_hranice, Rokytnice - Trojmezí_nad soutokem s Lužním p., Lužní potok - nad soutokem s Rokytnicí, Lužní potok - Pastviny, Lužní potok - Pastviny u Studánky_revitalizace","13411693, 13411695, 13411694, 13411696, 9919426",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0413194,Lampetra planeri,LOK_PROCDOBR,ne,"2015, 2023","5945a, 5945b","Střela - Záhořice, Střela – Čichořice","9804735, 13411406",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0413194,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2015, 2023","5945a, 5945b","Střela - Záhořice, Střela – Čichořice","9804735, 13411406",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0414110,Lampetra planeri,LOK_PROCDOBR,ne,2015,5542d,Černá - H. Blatná,9544325,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0414110,Lampetra planeri,CELKOVE_HODNOCENI,NA,2015,5542d,Černá - H. Blatná,9544325,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0414127,Lampetra planeri,LOK_PROCDOBR,ne,2015,5745a,Liboc - Kadaňský Rohozec,9544321,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0414127,Lampetra planeri,CELKOVE_HODNOCENI,NA,2015,5745a,Liboc - Kadaňský Rohozec,9544321,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0420144,Lampetra planeri,LOK_PROCDOBR,ne,2015,5445a,Černá - Pohraniční,9544324,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0420144,Lampetra planeri,CELKOVE_HODNOCENI,NA,2015,5445a,Černá - Pohraniční,9544324,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0423510,Lampetra planeri,LOK_PROCDOBR,ne,2015,"5647c,5648a,5648b","Ohře - Žatec, Liboc - Libočany, Ohře - Březno u Loun, Ohře - Lenešice","9544314, 9544317, 9544315, 9544316",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0423510,Lampetra planeri,CELKOVE_HODNOCENI,NA,2015,"5647c,5648a,5648b","Ohře - Žatec, Liboc - Libočany, Ohře - Březno u Loun, Ohře - Lenešice","9544314, 9544317, 9544315, 9544316",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0424030,Lampetra planeri,LOK_PROCDOBR,ne,2015,"5445d,5546a","Chomutovka - Suchdol u Křímova, Chomutovka - Chomutov_Horní Ves","9544302, 9544303",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0424030,Lampetra planeri,CELKOVE_HODNOCENI,NA,2015,"5445d,5546a","Chomutovka - Suchdol u Křímova, Chomutovka - Chomutov_Horní Ves","9544302, 9544303",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0424031,Lampetra planeri,LOK_PROCDOBR,ne,"2023, 2022, 2024","5052c, 5152a, 5152c","Křinice - Zadní Jetřichovice_I, Křinice - Zadní Jetřichovice_II, Křinice - Zadní Jetřichovice_III, Křinice - Zadní Doubice_I, Brtnický potok – Zadní Doubice_Brtnický most, Křinice - Zadní Doubice_II, Kamenice – Dolský mlýn, Jetřichovická Bělá – Dolský Mlýn_nad mostem, Kamenice - Všemily_pod kempem, Kamenice - nad soutokem s Chřibskou Kamenicí, Chřibská Kamenice - Všemily_soutok, Chřibská Kamenice – PR Meandry Ch. Kamenice, Křinice - Zadni Jetřichovice, Křinice - Zadní Doubice_horní úsek meandrů, Křinice - Zadní Doubice, Křinice - Zadní Doubice_nad soutokem s Brtnickým p.","13411738, 13411737, 13411736, 13411735, 13411734, 13411733, 13411745, 13411740, 13411742, 13411744, 13411743, 13411741, 13411306, 12971283, 13411273, 13411274, 13411275",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0424031,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2023, 2022, 2024","5052c, 5152a, 5152c","Křinice - Zadní Jetřichovice_I, Křinice - Zadní Jetřichovice_II, Křinice - Zadní Jetřichovice_III, Křinice - Zadní Doubice_I, Brtnický potok – Zadní Doubice_Brtnický most, Křinice - Zadní Doubice_II, Kamenice – Dolský mlýn, Jetřichovická Bělá – Dolský Mlýn_nad mostem, Kamenice - Všemily_pod kempem, Kamenice - nad soutokem s Chřibskou Kamenicí, Chřibská Kamenice - Všemily_soutok, Chřibská Kamenice – PR Meandry Ch. Kamenice, Křinice - Zadni Jetřichovice, Křinice - Zadní Doubice_horní úsek meandrů, Křinice - Zadní Doubice, Křinice - Zadní Doubice_nad soutokem s Brtnickým p.","13411738, 13411737, 13411736, 13411735, 13411734, 13411733, 13411745, 13411740, 13411742, 13411744, 13411743, 13411741, 13411306, 12971283, 13411273, 13411274, 13411275",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0424127,Lampetra planeri,LOK_PROCDOBR,ne,2015,5446d,Lužec - Červený Hrádek,9544309,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0424127,Lampetra planeri,CELKOVE_HODNOCENI,NA,2015,5446d,Lužec - Červený Hrádek,9544309,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0510191,Lampetra planeri,LOK_PROCDOBR,ne,2015,5357c,"Jizera - Křížky, Jizera - Rakousy","9541404, 9541466",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0510191,Lampetra planeri,CELKOVE_HODNOCENI,NA,2015,5357c,"Jizera - Křížky, Jizera - Rakousy","9541404, 9541466",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0510400,Lampetra planeri,LOK_PROCDOBR,ne,2014,"5156b,5157a","Levostranný přítok Sloupského potoka, Holubí potok, Bílý Štolpich, Smědá","9151669, 9151661, 9151673, 9151675",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0510400,Lampetra planeri,CELKOVE_HODNOCENI,NA,2014,"5156b,5157a","Levostranný přítok Sloupského potoka, Holubí potok, Bílý Štolpich, Smědá","9151669, 9151661, 9151673, 9151675",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0510402,Lampetra planeri,LOK_PROCDOBR,ne,2014,5157d,Jizerka - Jizerka,9151651,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0510402,Lampetra planeri,CELKOVE_HODNOCENI,NA,2014,5157d,Jizerka - Jizerka,9151651,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0510415,Lampetra planeri,LOK_PROCDOBR,ne,2014,5157b,Jizera - Jizerka_2,9151658,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0510415,Lampetra planeri,CELKOVE_HODNOCENI,NA,2014,5157b,Jizera - Jizerka_2,9151658,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0513254,Lampetra planeri,LOK_PROCDOBR,ne,"2022, 2023",5256c,"Luční potok - Vesec_spodní, Luční potok - Vesec, Luční potok - Dolní Podlesí_nad","12723209, 13411442, 13411444",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0513254,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2022, 2023",5256c,"Luční potok - Vesec_spodní, Luční potok - Vesec, Luční potok - Dolní Podlesí_nad","12723209, 13411442, 13411444",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0513256,Lampetra planeri,LOK_PROCDOBR,ne,"2017, 2023","4956c, 5056a, 5056c","Smědá I - most Černousy-Boleslav, Smědá - Černousy_most, Smědá – Michalovice, Smědá - Minkovice - Poustka_most, Smědá – Minkovice – Víska","10148544, 13411548, 13411549, 13411550, 13411551",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0513256,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2017, 2023","4956c, 5056a, 5056c","Smědá I - most Černousy-Boleslav, Smědá - Černousy_most, Smědá – Michalovice, Smědá - Minkovice - Poustka_most, Smědá – Minkovice – Víska","10148544, 13411548, 13411549, 13411550, 13411551",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0513506,Lampetra planeri,LOK_PROCDOBR,ne,2016,5254d,"Ještědský potok - Dubnice pod Ralskem, Ještědský potok - Dubnice pod Ralskem II, Ještědský potok - Dubnice pod Ralskem III","9808745, 9808746, 9808747, 9808748",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0513506,Lampetra planeri,CELKOVE_HODNOCENI,NA,2016,5254d,"Ještědský potok - Dubnice pod Ralskem, Ještědský potok - Dubnice pod Ralskem II, Ještědský potok - Dubnice pod Ralskem III","9808745, 9808746, 9808747, 9808748",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0513509,Lampetra planeri,LOK_PROCDOBR,ne,"2022, 2023","5153d,5154c,5254a, 5254a","Mařenice, Svitavka I - Lindava_spodní, Svitavka - Lindava","12747828, 12747832, 12723207, 13411479",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0513509,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2022, 2023","5153d,5154c,5254a, 5254a","Mařenice, Svitavka I - Lindava_spodní, Svitavka - Lindava","12747828, 12747832, 12723207, 13411479",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0514672,Lampetra planeri,LOK_PROCDOBR,ne,2018,5458a,Jizera - Benešov u Semil,10628650,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0514672,Lampetra planeri,CELKOVE_HODNOCENI,NA,2018,5458a,Jizera - Benešov u Semil,10628650,dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0520028,Lampetra planeri,LOK_PROCDOBR,ne,2020,5562c,Úpa - Rýzmburk,11279458,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0520028,Lampetra planeri,CELKOVE_HODNOCENI,NA,2020,5562c,Úpa - Rýzmburk,11279458,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0520604,Lampetra planeri,LOK_PROCDOBR,ne,"2018, 2024",5864a,"Zdobnice - Pěčín, Zdobnice III - Pěčín","10598163, 13411959",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0520604,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2018, 2024",5864a,"Zdobnice - Pěčín, Zdobnice III - Pěčín","10598163, 13411959",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0523007,Lampetra planeri,LOK_PROCDOBR,ne,"2022, 2023, 2021","5762b,5763a, 5763a, 5762b","Dědina (Zlatý potok) - Mělčany, Dědina (Zlatý potok) - Chábory, Dědina (Zlatý potok) - Mělčany, Dědina – Podbřezí II, Dědina - Strakov_pod brodem, Dědina – Mělčany, Dědina - Strakov, Dědina – Podbřezí I","12080808, 12079418, 12079811, 12080803, 12080805, 13411705, 13411704, 13411703, 13410543, 13410545",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0523007,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2022, 2023, 2021","5762b,5763a, 5763a, 5762b","Dědina (Zlatý potok) - Mělčany, Dědina (Zlatý potok) - Chábory, Dědina (Zlatý potok) - Mělčany, Dědina – Podbřezí II, Dědina - Strakov_pod brodem, Dědina – Mělčany, Dědina - Strakov, Dědina – Podbřezí I","12080808, 12079418, 12079811, 12080803, 12080805, 13411705, 13411704, 13411703, 13410543, 13410545",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0523267,Lampetra planeri,LOK_PROCDOBR,ne,"2016, 2019",5765c,"Divoká Orlice III - Nová Ves, Divoká Orlice - Nová Ves|290","10148567, 12976370",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0523267,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2016, 2019",5765c,"Divoká Orlice III - Nová Ves, Divoká Orlice - Nová Ves|290","10148567, 12976370",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0523277,Lampetra planeri,LOK_PROCDOBR,ne,2015,5460c,"Labe - Hostinné, Labe - Hostinné_Dobrá Mysl","9635943, 9635944",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0523277,Lampetra planeri,CELKOVE_HODNOCENI,NA,2015,5460c,"Labe - Hostinné, Labe - Hostinné_Dobrá Mysl","9635943, 9635944",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0523280,Lampetra planeri,LOK_PROCDOBR,ne,"2016, 2023, 2020","5462d,5463c,5563a, 5463c, 5463a, 5563a, 5462d","Dřevíč III - Stárkov, Dřevíč II - mlýn Dřevíček, Dřevíč I - Velký Dřevíč, Metuje – Petrovičky, Metuje - Maršov n. Metují, Metuje – Javor, Dřevíč - Velký Dřevíč|20, Dřevíč - Horní Dřevíč_mlýn Dřevíček|21, Dřevíč – Stárkov_vodárna, Dřevíč - Dolní Vernéřovice","10148560, 10148561, 10148563, 13411458, 12975875, 13411460, 12975879, 12975880, 13411465, 12975882",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0523280,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2016, 2023, 2020","5462d,5463c,5563a, 5463c, 5463a, 5563a, 5462d","Dřevíč III - Stárkov, Dřevíč II - mlýn Dřevíček, Dřevíč I - Velký Dřevíč, Metuje – Petrovičky, Metuje - Maršov n. Metují, Metuje – Javor, Dřevíč - Velký Dřevíč|20, Dřevíč - Horní Dřevíč_mlýn Dřevíček|21, Dřevíč – Stárkov_vodárna, Dřevíč - Dolní Vernéřovice","10148560, 10148561, 10148563, 13411458, 12975875, 13411460, 12975879, 12975880, 13411465, 12975882",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0524044,Lampetra planeri,LOK_PROCDOBR,ne,2018,"5361c,5460a","Sejfský potok - Mladé Buky, Bolkovský potok - Rudník","10860220, 10860207",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0524044,Lampetra planeri,CELKOVE_HODNOCENI,NA,2018,"5361c,5460a","Sejfský potok - Mladé Buky, Bolkovský potok - Rudník","10860220, 10860207",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0530033,Lampetra planeri,LOK_PROCDOBR,ne,2013,6266d,Bohdalovský potok - Pěčíkov,9015104,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0530033,Lampetra planeri,CELKOVE_HODNOCENI,NA,2013,6266d,Bohdalovský potok - Pěčíkov,9015104,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0530034,Lampetra planeri,LOK_PROCDOBR,ne,2013,6065d,Moravská Sázava - Albrechtice u Lanškrouna,9006468,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0530034,Lampetra planeri,CELKOVE_HODNOCENI,NA,2013,6065d,Moravská Sázava - Albrechtice u Lanškrouna,9006468,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0533301,Lampetra planeri,LOK_PROCDOBR,ne,"2018, 2023",6261d,"Chrudimka I - osada Lány, Chrudimka – Lány, Chrudimka - Kameničky_ČOV","10598156, 13411455, 13411456",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0533301,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2018, 2023",6261d,"Chrudimka I - osada Lány, Chrudimka – Lány, Chrudimka - Kameničky_ČOV","10598156, 13411455, 13411456",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0533314,Lampetra planeri,LOK_PROCDOBR,ne,"2015, 2022, 2020, 2023","5965b,5966a, 5965c, 5965d, 5965b, 5966a, 5966b","Tichá Orlice - Mladkov, Tichá Orlice - Horní Lipka, Tichá Orlice – Kunčice, Tichá Orlice - Jamné, Tichá Orlice – Těchonín pod voj. nemocnicí, Tichá Orlice I - Mladkov, Tichá Orlice – Králíky_ČOV, Tichá Orlice - Dolní Orlice, Tichá Orlice – Těchonín_most","9812801, 9812799, 13411150, 12975917, 13411148, 13411674, 13411672, 13411144, 12975915",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,1
CZ0533314,Lampetra planeri,CELKOVE_HODNOCENI,NA,"2015, 2022, 2020, 2023","5965b,5966a, 5965c, 5965d, 5965b, 5966a, 5966b","Tichá Orlice - Mladkov, Tichá Orlice - Horní Lipka, Tichá Orlice – Kunčice, Tichá Orlice - Jamné, Tichá Orlice – Těchonín pod voj. nemocnicí, Tichá Orlice I - Mladkov, Tichá Orlice – Králíky_ČOV, Tichá Orlice - Dolní Orlice, Tichá Orlice – Těchonín_most","9812801, 9812799, 13411150, 12975917, 13411148, 13411674, 13411672, 13411144, 12975915",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0534053,Lampetra planeri,LOK_PROCDOBR,ne,2018,6160b,Chrudimka - Práčov,10601068,,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0534053,Lampetra planeri,CELKOVE_HODNOCENI,NA,2018,6160b,Chrudimka - Práčov,10601068,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0613005,Lampetra planeri,LOK_PROCDOBR,ne,2021,"6456b,6457a","Martinický potok – Martinice, Martinický potok – Jankovský mlýn","11686642, 11686636",,min,50,% lokalit v dobrém stavu,alespoň 50 % lokalit v dobrém stavu,špatný,chu,minmax,0
CZ0613005,Lampetra planeri,CELKOVE_HODNOCENI,NA,2021,"6456b,6457a","Martinický potok – Martinice, Martinický potok – Jankovský mlýn","11686642, 11686636",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
